################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -3.5239288685418484E+00 a        85     0     6     1    10
  2.3418065172684703E+00 a        86     0     6     1    11
  9.2201752542445914E-01 a        87     0     6     1    12
  5.3891278674522824E-01 a        88     0     6     1    13
 -5.5477603063817804E-01 a        89     0     6     1    14
 -5.4863132490542650E-02 a        90     0     6     1    15
  6.1358327082415376E-01 a        91     0     7     1     1
  2.9026042602248070E-01 a        92     0     7     1     2
 -1.2377319806104339E+00 a        93     0     7     1     3
 -9.2400048967280779E-01 a        94     0     7     1     4
  1.2257957716731820E+00 a        95     0     7     1     5
 -6.3090378091595278E-01 a        96     0     7     1     6
  4.4554024535608860E-01 a        97     0     7     1     7
  1.0006747680430932E+00 a        98     0     7     1     8
  2.6734467876605303E+00 a        99     0     7     1     9
 -4.5430982190831082E-01 a       100     0     7     1    10
  6.0164253130321987E-01 a       101     0     7     1    11
 -2.9920728962201015E-01 a       102     0     7     1    12
  2.7544020226213883E-01 a       103     0     7     1    13
  2.7680140082056046E+00 a       104     0     7     1    14
  1.7075073057144341E+00 a       105     0     7     1    15
  1.2155921715412978E+00 a       106     0     8     1     1
 -1.2157833509842795E+00 a       107     0     8     1     2
  8.2800149907108067E-01 a       108     0     8     1     3
 -6.6247856440200287E-02 a       109     0     8     1     4
 -2.8185614880693413E+00 a       110     0     8     1     5
 -1.3815212933214646E-01 a       111     0     8     1     6
  4.2115755656575560E-01 a       112     0     8     1     7
 -1.9394536441998855E+00 a       113     0     8     1     8
  8.6176493005363375E-01 a       114     0     8     1     9
  3.7560982423439406E+00 a       115     0     8     1    10
 -2.1568942161707967E+00 a       116     0     8     1    11
 -1.1009134510166139E+00 a       117     0     8     1    12
 -2.3648857584167526E+00 a       118     0     8     1    13
 -5.2508804155621580E-01 a       119     0     8     1    14
 -1.2774103652359206E+00 a       120     0     8     1    15
  1.0585606092717270E+00 a       121     0     9     1     1
 -7.8126857179614051E-01 a       122     0     9     1     2
 -1.9720199977395754E+00 a       123     0     9     1     3
 -3.7925278720411132E-01 a       124     0     9     1     4
  5.7952332146806684E-01 a       125     0     9     1     5
 -5.2068522947371898E-01 a       126     0     9     1     6
  1.1862616977909888E+00 a       127     0     9     1     7
 -1.8113999483633743E-02 a       128     0     9     1     8
 -1.2592900851524566E-01 a       129     0     9     1     9
 -5.0426611661542353E-01 a       130     0     9     1    10
 -4.0426750846060155E-01 a       131     0     9     1    11
  1.5300548851556314E-01 a       132     0     9     1    12
 -1.4040218029977112E+00 a       133     0     9     1    13
  2.1358785910817368E+00 a       134     0     9     1    14
  2.7781098695673534E+00 a       135     0     9     1    15
  3.4901678556504101E-01 a       136     0    10     1     1
 -2.2640588339498406E+00 a       137     0    10     1     2
  5.0293604656401369E-01 a       138     0    10     1     3
  1.2598274606810154E+00 a       139     0    10     1     4
  1.1724568888360987E+00 a       140     0    10     1     5
 -2.1056919627009942E+00 a       141     0    10     1     6
 -6.1437797981615183E-01 a       142     0    10     1     7
  3.8802085071819439E-02 a       143     0    10     1     8
  1.4236465723250051E+00 a       144     0    10     1     9
 -3.8110775351144879E+00 a       145     0    10     1    10
  1.1767937873509959E+00 a       146     0    10     1    11
 -1.7238919661737595E-01 a       147     0    10     1    12
  1.4187692383135215E+00 a       148     0    10     1    13
  9.1113498798768788E-02 a       149     0    10     1    14
 -6.3762822962593968E-01 a       150     0    10     1    15
 -5.5320125493057826E-01 a       151     0    11     1     1
  2.7531103888186141E+00 a       152     0    11     1     2
 -2.1143668984775914E+00 a       153     0    11     1     3
 -1.2891400879527032E-01 a       154     0    11     1     4
 -8.8053108623550413E-01 a       155     0    11     1     5
 -1.9713837150132041E+00 a       156     0    11     1     6
 -5.0067991964659175E-01 a       157     0    11     1     7
 -2.1727608577433912E+00 a       158     0    11     1     8
 -1.2122392820472128E+00 a       159     0    11     1     9
 -2.2359693829193246E+00 a       160     0    11     1    10
 -1.0094330954422521E+00 a       161     0    11     1    11
 -6.4098509818330551E-01 a       162     0    11     1    12
 -4.2702605506322238E+00 a       163     0    11     1    13
  5.6484429066925823E-01 a       164     0    11     1    14
  6.6521134382432912E-01 a       165     0    11     1    15
  1.0122025997061446E+00 a       166     0    12     1     1
 -6.7546960424352076E-01 a       167     0    12     1     2
  7.1257975862226075E-01 a       168     0    12     1     3
 -2.1463590578463898E+00 a       169     0    12     1     4
  4.6862275113590302E-01 a       170     0    12     1     5
  5.0258507017108422E-01 a       171     0    12     1     6
  5.8977832060647284E-01 a       172     0    12     1     7
  2.0426784601207078E+00 a       173     0    12     1     8
  3.1350231860999439E-01 a       174     0    12     1     9
  1.6075195904787269E+00 a       175     0    12     1    10
  2.3357071624694292E+00 a       176     0    12     1    11
  1.3372673306637610E+00 a       177     0    12     1    12
  3.8617436931756194E-01 a       178     0    12     1    13
  1.3511030113201719E+00 a       179     0    12     1    14
 -2.7736153568986810E-01 a       180     0    12     1    15
  9.8741255442565623E-01 a       181     0    13     1     1
  9.0824700268194913E-01 a       182     0    13     1     2
  9.5126809151422353E-01 a       183     0    13     1     3
 -1.5883911810907367E+00 a       184     0    13     1     4
  1.2205435963370367E-01 a       185     0    13     1     5
 -3.6324757754252318E-01 a       186     0    13     1     6
 -2.0246717317716234E+00 a       187     0    13     1     7
  8.0730919409025215E-01 a       188     0    13     1     8
  3.2402834510133122E-01 a       189     0    13     1     9
  1.2140181319052594E+00 a       190     0    13     1    10
  2.1958338860195878E-01 a       191     0    13     1    11
  6.0891108469550459E-01 a       192     0    13     1    12
  3.4052837168177579E+00 a       193     0    13     1    13
  9.8647911313526526E-01 a       194     0    13     1    14
  1.4709429270733292E+00 a       195     0    13     1    15
  1.6298047978952148E+00 a       196     0    14     1     1
 -1.1129931487989937E+00 a       197     0    14     1     2
  1.5278033429896389E+00 a       198     0    14     1     3
 -2.7563730988028112E-01 a       199     0    14     1     4
 -1.5541506390971191E+00 a       200     0    14     1     5
  9.1084850765608427E-01 a       201     0    14     1     6
  2.1316310205785247E+00 a       202     0    14     1     7
 -2.7509905203935499E+00 a       203     0    14     1     8
  1.2110356362520540E+00 a       204     0    14     1     9
 -2.4431669258914388E+00 a       205     0    14     1    10
 -3.0013986959431498E+00 a       206     0    14     1    11
 -9.3347939733259999E-01 a       207     0    14     1    12
 -8.3186979531137007E-03 a       208     0    14     1    13
  7.0593641384169215E-01 a       209     0    14     1    14
  2.1730302276063643E-01 a       210     0    14     1    15
  7.2115924286985933E-02 a       211     0    15     1     1
 -1.4863096420213668E+00 a       212     0    15     1     2
  1.3343099876716269E-01 a       213     0    15     1     3
  1.3615183919343823E+00 a       214     0    15     1     4
 -1.2419541517856574E+00 a       215     0    15     1     5
  6.8524154437971341E-01 a       216     0    15     1     6
  2.5074797892175473E+00 a       217     0    15     1     7
  2.6794719323256055E+00 a       218     0    15     1     8
 -1.4522774600621178E+00 a       219     0    15     1     9
 -1.1859464568559494E-01 a       220     0    15     1    10
  3.2951265850936517E-01 a       221     0    15     1    11
  1.2851150616090712E+00 a       222     0    15     1    12
 -3.2584257459668771E+00 a       223     0    15     1    13
  2.2133619659792516E+00 a       224     0    15     1    14
  2.2122355095716730E+00 a       225     0    15     1    15
 -2.0735520041248054E-01 a       226     0    16     1     1
  1.2721480190852135E+00 a       227     0    16     1     2
 -1.4922491977147381E+00 a       228     0    16     1     3
  1.3291518167421803E+00 a       229     0    16     1     4
  2.8754404330807426E+00 a       230     0    16     1     5
 -1.7784402661787829E-01 a       231     0    16     1     6
 -3.6420244221614650E-01 a       232     0    16     1     7
  3.5469223190488637E+00 a       233     0    16     1     8
 -1.5322634267309172E+00 a       234     0    16     1     9
  1.8981741135797912E+00 a       235     0    16     1    10
  2.6015525332609282E+00 a       236     0    16     1    11
  6.3027523012932862E-01 a       237     0    16     1    12
  2.3886810047122484E+00 a       238     0    16     1    13
 -7.4820507488308041E-02 a       239     0    16     1    14
 -1.5328793026007697E+00 a       240     0    16     1    15
 -1.3404018226911267E+00 a       241     0    17     1     1
  2.3442868859430601E+00 a       242     0    17     1     2
  6.9257053206611296E-01 a       243     0    17     1     3
 -1.3223115120320414E+00 a       244     0    17     1     4
 -2.8801148005624921E-01 a       245     0    17     1     5
 -1.3422653620205063E+00 a       246     0    17     1     6
 -2.3963998493049061E+00 a       247     0    17     1     7
  1.9486612124812568E+00 a       248     0    17     1     8
  1.7631848728339525E+00 a       249     0    17     1     9
  2.1880760540314131E-01 a       250     0    17     1    10
  1.6447668902463637E-02 a       251     0    17     1    11
  1.4655061298647097E-02 a       252     0    17     1    12
  1.8914483213990414E+00 a       253     0    17     1    13
  1.2655330633476711E+00 a       254     0    17     1    14
 -8.4919198701629350E-01 a       255     0    17     1    15
 -7.1185295777740867E-02 a       256     0    18     1     1
 -2.6436026801658752E+00 a       257     0    18     1     2
  4.4986533230782710E-01 a       258     0    18     1     3
  2.4608269732297594E+00 a       259     0    18     1     4
 -2.4824720107303766E+00 a       260     0    18     1     5
  3.2436160819769599E-01 a       261     0    18     1     6
  9.0592693633572086E-01 a       262     0    18     1     7
  3.5491747582406710E-02 a       263     0    18     1     8
  4.2525617390168075E-01 a       264     0    18     1     9
 -8.4135703641716553E-01 a       265     0    18     1    10
  3.7360017200545259E-01 a       266     0    18     1    11
 -2.4903155553089968E+00 a       267     0    18     1    12
  1.5256953618473519E+00 a       268     0    18     1    13
  2.8610346674818349E-01 a       269     0    18     1    14
 -1.0072358922878513E-01 a       270     0    18     1    15
 -1.2480330180153774E+00 a       271     0    19     1     1
 -2.0968497182942216E+00 a       272     0    19     1     2
 -6.7496202726020293E-01 a       273     0    19     1     3
  6.0930320479435118E-01 a       274     0    19     1     4
  2.5116150066154419E-01 a       275     0    19     1     5
 -8.5069698646408357E-02 a       276     0    19     1     6
 -2.0174270768860123E+00 a       277     0    19     1     7
 -1.3240761643903114E+00 a       278     0    19     1     8
  1.4202686086469416E+00 a       279     0    19     1     9
  2.5301187791433515E+00 a       280     0    19     1    10
  4.9074555929095494E-02 a       281     0    19     1    11
  1.4974778948706549E+00 a       282     0    19     1    12
 -1.1701735473236827E+00 a       283     0    19     1    13
  1.2831946861835886E+00 a       284     0    19     1    14
 -9.1690432082212958E-01 a       285     0    19     1    15
  1.4954492229586527E-01 a       286     0    20     1     1
 -4.2524381836465786E-01 a       287     0    20     1     2
  7.7241964696020027E-01 a       288     0    20     1     3
  1.4397111541186434E+00 a       289     0    20     1     4
  4.5225617140469535E-02 a       290     0    20     1     5
  3.3668198963484999E+00 a       291     0    20     1     6
 -7.4396801275642910E-01 a       292     0    20     1     7
  2.5031355167465263E+00 a       293     0    20     1     8
 -4.0978618839234254E-01 a       294     0    20     1     9
  2.9153322014603105E+00 a       295     0    20     1    10
  1.6205919865019949E+00 a       296     0    20     1    11
  1.6010326409937778E+00 a       297     0    20     1    12
 -4.1454110047434968E-02 a       298     0    20     1    13
  9.5662471263634319E-01 a       299     0    20     1    14
  7.7815745822132554E-01 a       300     0    20     1    15
 -2.4501019717194787E+00 a       301     0    21     1     1
 -4.5027025004690691E-02 a       302     0    21     1     2
  5.7570848752590498E-01 a       303     0    21     1     3
 -5.5718836958061790E-01 a       304     0    21     1     4
  4.0588677860527916E-01 a       305     0    21     1     5
 -7.7869890596457700E-02 a       306     0    21     1     6
  1.8886175914482184E-01 a       307     0    21     1     7
  5.0547986030737080E-01 a       308     0    21     1     8
 -1.1602985392456036E+00 a       309     0    21     1     9
 -5.2820054461178834E-01 a       310     0    21     1    10
  7.0875096354364875E-01 a       311     0    21     1    11
 -9.8905920878736814E-02 a       312     0    21     1    12
  9.0415908329699313E-02 a       313     0    21     1    13
  1.6760836511174608E+00 a       314     0    21     1    14
  1.3592114172522025E+00 a       315     0    21     1    15
 -1.2358516077865691E+00 a       316     0    22     1     1
 -1.0436625597628086E+00 a       317     0    22     1     2
 -6.0200037484975322E-01 a       318     0    22     1     3
  1.1105942113212739E+00 a       319     0    22     1     4
 -1.8204940544511278E-01 a       320     0    22     1     5
  8.2276158345136374E-01 a       321     0    22     1     6
 -1.4303022340842459E+00 a       322     0    22     1     7
  6.4942243677008210E-02 a       323     0    22     1     8
  1.2141430708646622E-02 a       324     0    22     1     9
  7.7000640207851245E-01 a       325     0    22     1    10
  7.0259534870650042E-01 a       326     0    22     1    11
  2.7849600267528091E-01 a       327     0    22     1    12
 -1.1619564874942518E+00 a       328     0    22     1    13
 -3.3280406562911410E-02 a       329     0    22     1    14
 -1.8753313605636557E+00 a       330     0    22     1    15
 -2.5568511911945863E-01 a       331     0    23     1     1
  8.4450084522510266E-02 a       332     0    23     1     2
 -6.0785032979312803E-01 a       333     0    23     1     3
  4.5215451113421123E-01 a       334     0    23     1     4
  7.6897637422428911E-01 a       335     0    23     1     5
  1.5227496534206293E+00 a       336     0    23     1     6
 -3.1420038320345250E-01 a       337     0    23     1     7
 -1.1878263443453549E+00 a       338     0    23     1     8
 -1.1563704781752240E+00 a       339     0    23     1     9
 -2.5285546735083844E+00 a       340     0    23     1    10
  5.7954219719525346E-01 a       341     0    23     1    11
  1.3351034797483472E+00 a       342     0    23     1    12
 -1.0185665856694566E+00 a       343     0    23     1    13
  1.4136540462916996E+00 a       344     0    23     1    14
  2.3334945731956305E+00 a       345     0    23     1    15
  2.8180458324236046E-01 a       346     0    24     1     1
  2.4931253333129794E-01 a       347     0    24     1     2
 -1.4361454670574553E-01 a       348     0    24     1     3
  7.7838999714720425E-01 a       349     0    24     1     4
  4.5110211627346292E-01 a       350     0    24     1     5
 -8.4122148814768483E-01 a       351     0    24     1     6
  1.7201668658913307E+00 a       352     0    24     1     7
  2.2049735917188333E+00 a       353     0    24     1     8
 -1.8257525709704467E+00 a       354     0    24     1     9
  1.6284543886666658E-01 a       355     0    24     1    10
 -4.1530528879651829E-01 a       356     0    24     1    11
 -1.5872466454975361E-02 a       357     0    24     1    12
 -4.3587913840889175E-01 a       358     0    24     1    13
 -6.9854484099056025E-01 a       359     0    24     1    14
 -1.3740105339864277E+00 a       360     0    24     1    15
  8.5564482443902079E-02 a       361     0    25     1     1
 -5.1356673982700185E-01 a       362     0    25     1     2
  1.9990205450415823E+00 a       363     0    25     1     3
 -1.0790332939489804E+00 a       364     0    25     1     4
  1.6375241036059243E+00 a       365     0    25     1     5
  6.5571848276075706E-01 a       366     0    25     1     6
 -3.8456519756873003E-01 a       367     0    25     1     7
 -7.2842617429245315E-01 a       368     0    25     1     8
  5.7968886942560999E-02 a       369     0    25     1     9
 -4.2372342484642567E-01 a       370     0    25     1    10
 -7.0661865499843901E-01 a       371     0    25     1    11
 -1.7647063060485730E+00 a       372     0    25     1    12
  3.0348820575400448E-01 a       373     0    25     1    13
  1.0091927229873092E-01 a       374     0    25     1    14
  5.0714775788283595E-02 a       375     0    25     1    15
  2.2504592372313779E+00 a       376     0    26     1     1
  3.0634217175775180E-01 a       377     0    26     1     2
 -4.7314642365172710E-01 a       378     0    26     1     3
  8.1027860759659665E-01 a       379     0    26     1     4
  2.3402831018003128E-01 a       380     0    26     1     5
 -3.7550352349284100E-01 a       381     0    26     1     6
 -7.2918136850814963E-01 a       382     0    26     1     7
 -6.2570123157858304E-01 a       383     0    26     1     8
 -2.1836916171306835E+00 a       384     0    26     1     9
 -1.5776371757636662E+00 a       385     0    26     1    10
 -2.3793282962906551E-01 a       386     0    26     1    11
 -7.4400342831281097E-01 a       387     0    26     1    12
  5.6863305339703973E-01 a       388     0    26     1    13
  1.3218273079554903E+00 a       389     0    26     1    14
 -2.5016586903565213E-01 a       390     0    26     1    15
 -2.9201410858539241E+00 a       391     0    27     1     1
  9.5628865133617313E-01 a       392     0    27     1     2
 -1.0766229033473738E+00 a       393     0    27     1     3
 -8.8881843984283426E-01 a       394     0    27     1     4
  2.0331032611165716E+00 a       395     0    27     1     5
  1.1079586995202437E+00 a       396     0    27     1     6
 -1.7179455711123592E+00 a       397     0    27     1     7
 -6.5858999994201217E-01 a       398     0    27     1     8
 -4.3029867689137297E-01 a       399     0    27     1     9
 -3.9516575083198844E+00 a       400     0    27     1    10
 -4.2942292902760071E-01 a       401     0    27     1    11
  1.7663583707985648E+00 a       402     0    27     1    12
  3.8382653879409478E-01 a       403     0    27     1    13
 -5.8947128304039545E-02 a       404     0    27     1    14
  1.6433838339581113E+00 a       405     0    27     1    15
 -2.9382672970785997E+00 a       406     0    28     1     1
  1.2210358039026610E-01 a       407     0    28     1     2
  2.0823359078763111E+00 a       408     0    28     1     3
 -1.4727992538089281E+00 a       409     0    28     1     4
  6.0351118373693968E-01 a       410     0    28     1     5
 -2.6064239097028968E-01 a       411     0    28     1     6
 -3.4271339326703437E-01 a       412     0    28     1     7
 -6.6933539470852588E-01 a       413     0    28     1     8
 -1.4471172283910816E+00 a       414     0    28     1     9
  3.3152870139186312E+00 a       415     0    28     1    10
 -6.5246204107248545E-02 a       416     0    28     1    11
 -1.2480946076465569E+00 a       417     0    28     1    12
 -2.1323004808654650E-01 a       418     0    28     1    13
 -1.3432112264432019E+00 a       419     0    28     1    14
 -2.2849742723166497E+00 a       420     0    28     1    15
  9.1483326516283614E-01 a       421     0    29     1     1
  9.9359221175995394E-01 a       422     0    29     1     2
  5.3710687166960824E-01 a       423     0    29     1     3
  3.7933418637982352E-01 a       424     0    29     1     4
  1.1321447461813441E+00 a       425     0    29     1     5
  2.0278050267645820E+00 a       426     0    29     1     6
  3.8598590086745355E-01 a       427     0    29     1     7
  2.5528898100533054E-01 a       428     0    29     1     8
  3.7512543846270705E+00 a       429     0    29     1     9
 -5.2514595322868463E-01 a       430     0    29     1    10
 -6.6858873673858243E-01 a       431     0    29     1    11
 -2.9475778581281104E-01 a       432     0    29     1    12
 -1.5613397975001778E-01 a       433     0    29     1    13
  8.8822202027488739E-01 a       434     0    29     1    14
  6.4440408933383808E-01 a       435     0    29     1    15
 -2.8810073607406399E+00 a       436     0    30     1     1
  3.0667111765164175E-02 a       437     0    30     1     2
 -2.5484603757653496E-01 a       438     0    30     1     3
  2.1830315119542407E-01 a       439     0    30     1     4
 -2.8341132798477644E+00 a       440     0    30     1     5
 -1.4616423462373758E+00 a       441     0    30     1     6
 -8.0866758092444901E-01 a       442     0    30     1     7
  6.5621908033243415E-01 a       443     0    30     1     8
  2.4730719845124299E-01 a       444     0    30     1     9
 -2.1163594755017652E+00 a       445     0    30     1    10
 -7.6762490453426147E-01 a       446     0    30     1    11
 -2.8925765441500390E-01 a       447     0    30     1    12
 -1.5915951124806107E+00 a       448     0    30     1    13
 -7.8931928156384834E-01 a       449     0    30     1    14
 -5.2174055534239705E-01 a       450     0    30     1    15
 -1.2318137191990828E+00 a       451     0    31     1     1
 -3.2757713435696516E+00 a       452     0    31     1     2
 -1.8877180213635756E+00 a       453     0    31     1     3
  4.3958050239925706E-01 a       454     0    31     1     4
 -6.4134990383685853E-01 a       455     0    31     1     5
  1.0157568316131854E-01 a       456     0    31     1     6
 -2.5525025978499731E+00 a       457     0    31     1     7
  6.6552163486394389E-01 a       458     0    31     1     8
  6.3345346572387451E-01 a       459     0    31     1     9
  7.8838448089091739E-01 a       460     0    31     1    10
 -4.9709066716473382E-01 a       461     0    31     1    11
  4.7089263027383305E-01 a       462     0    31     1    12
 -8.9957561100253502E-01 a       463     0    31     1    13
  1.6711988870011008E+00 a       464     0    31     1    14
 -2.2937330195879427E-01 a       465     0    31     1    15
  1.9818912434564251E-01 a       466     0    32     1     1
  1.9731076889153026E-01 a       467     0    32     1     2
  4.4063038375251989E-01 a       468     0    32     1     3
  2.2354029485238033E-01 a       469     0    32     1     4
  1.1166861432796509E+00 a       470     0    32     1     5
  2.1298623224655424E+00 a       471     0    32     1     6
 -1.6056449070900672E-01 a       472     0    32     1     7
  1.1271049877991959E+00 a       473     0    32     1     8
 -1.9881652059950632E+00 a       474     0    32     1     9
  5.0693427229983012E-01 a       475     0    32     1    10
  1.4575762553857969E+00 a       476     0    32     1    11
  5.3034049333275723E-01 a       477     0    32     1    12
  8.0492706759454635E-01 a       478     0    32     1    13
  1.8247146940942185E+00 a       479     0    32     1    14
  1.9585769913056879E+00 a       480     0    32     1    15
  4.8115820134075685E-02 a       481     0    33     1     1
 -2.8047996474144277E-01 a       482     0    33     1     2
  1.2971422068414886E+00 a       483     0    33     1     3
  1.1295943837157776E+00 a       484     0    33     1     4
  3.1955315565973602E-01 a       485     0    33     1     5
 -8.7793894410043177E-02 a       486     0    33     1     6
 -9.9925528505703598E-01 a       487     0    33     1     7
  1.5381464108713596E+00 a       488     0    33     1     8
 -1.7647023460605202E-01 a       489     0    33     1     9
 -1.4319690654955379E+00 a       490     0    33     1    10
  4.3537273128639264E-01 a       491     0    33     1    11
 -1.1319312316193959E+00 a       492     0    33     1    12
 -1.5296909855257437E+00 a       493     0    33     1    13
  2.4026981537099912E-01 a       494     0    33     1    14
 -1.2420483689315260E+00 a       495     0    33     1    15
 -1.0299133654131369E+00 a       496     0    34     1     1
 -1.9852797162477014E+00 a       497     0    34     1     2
  4.7156599273973732E-01 a       498     0    34     1     3
  4.1232625369282200E-01 a       499     0    34     1     4
 -4.6699585479795719E-01 a       500     0    34     1     5
 -1.8333059596115825E-01 a       501     0    34     1     6
 -1.6344939834049130E+00 a       502     0    34     1     7
  6.6714505269457558E-01 a       503     0    34     1     8
  4.1425683623284137E-02 a       504     0    34     1     9
 -1.8935569014266057E-01 a       505     0    34     1    10
 -7.2250674970733963E-01 a       506     0    34     1    11
  1.4342700559070221E+00 a       507     0    34     1    12
 -7.2596418470538870E-01 a       508     0    34     1    13
  1.6495216906823158E+00 a       509     0    34     1    14
 -2.0307286388938754E+00 a       510     0    34     1    15
  4.2680580912990002E-01 a       511     0    35     1     1
  8.5854029797754960E-01 a       512     0    35     1     2
  7.8406570380877019E-02 a       513     0    35     1     3
 -9.4045381932823391E-01 a       514     0    35     1     4
 -1.8771783479487308E-01 a       515     0    35     1     5
  1.1376896812885555E+00 a       516     0    35     1     6
 -9.0848695795843082E-01 a       517     0    35     1     7
 -3.6606094171990006E-01 a       518     0    35     1     8
 -9.1245955771066911E-01 a       519     0    35     1     9
  1.9051740488994966E+00 a       520     0    35     1    10
 -4.0160291595071129E-01 a       521     0    35     1    11
 -3.2166987488578386E-01 a       522     0    35     1    12
 -6.7861194116382451E-01 a       523     0    35     1    13
 -6.5080832935865737E-02 a       524     0    35     1    14
  1.5640526540102002E+00 a       525     0    35     1    15
  3.5563466870303734E-01 a       526     0    36     1     1
  6.4663115704395591E-01 a       527     0    36     1     2
  3.0533051598002146E-02 a       528     0    36     1     3
  6.9426534917452387E-01 a       529     0    36     1     4
  3.1569444711378306E-02 a       530     0    36     1     5
