################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  7.5740451396552633E-01 a        57     0     4     1    12
  3.0842511089368139E+00 a        58     0     4     1    13
  2.2051540236086381E-01 a        59     0     4     1    14
 -2.8668510565783334E-01 a        60     0     4     1    15
  8.9404696574589737E-01 a        61     0     5     1     1
  8.3853549209225098E-01 a        62     0     5     1     2
 -5.0830608130284771E+00 a        63     0     5     1     3
 -7.4837548714590862E-01 a        64     0     5     1     4
  1.6008845329552407E-02 a        65     0     5     1     5
  3.2844978165819643E+00 a        66     0     5     1     6
 -1.0135392636272511E+00 a        67     0     5     1     7
  2.0058264960098575E+00 a        68     0     5     1     8
  2.9060875449711236E+00 a        69     0     5     1     9
 -2.8237035261444081E+00 a        70     0     5     1    10
 -1.6487957516200458E+00 a        71     0     5     1    11
  1.0755436857944147E+00 a        72     0     5     1    12
  4.4839863771429567E+00 a        73     0     5     1    13
 -3.4840425266614183E-01 a        74     0     5     1    14
 -4.5738420755361098E-01 a        75     0     5     1    15
 -1.0149158708485504E+00 a        76     0     6     1     1
 -1.6587438914390068E-01 a        77     0     6     1     2
  3.7588936690172814E-01 a        78     0     6     1     3
 -1.2472970731741155E+00 a        79     0     6     1     4
 -3.0555961751004401E-01 a        80     0     6     1     5
  7.9295115765095836E-01 a        81     0     6     1     6
 -2.4472280404504683E+00 a        82     0     6     1     7
  3.9065615623248049E+00 a        83     0     6     1     8
  1.5447445133533428E+00 a        84     0     6     1     9
 -5.1329193181687831E+00 a        85     0     6     1    10
 -1.6962321376360323E+00 a        86     0     6     1    11
 -2.1042296235997888E+00 a        87     0     6     1    12
 -3.6198685598027858E+00 a        88     0     6     1    13
  2.2070215175660519E+00 a        89     0     6     1    14
  1.5791384646461444E+00 a        90     0     6     1    15
 -4.3927581381246333E-01 a        91     0     7     1     1
  1.9107585409107068E+00 a        92     0     7     1     2
  3.2969487522446097E+00 a        93     0     7     1     3
 -8.3788374791179965E-01 a        94     0     7     1     4
  3.7861071033216204E-01 a        95     0     7     1     5
  1.1966478887719945E+00 a        96     0     7     1     6
  1.4508242825364543E+00 a        97     0     7     1     7
  2.7661435268841189E-01 a        98     0     7     1     8
 -2.6530366789668451E+00 a        99     0     7     1     9
 -9.4427592745186784E-01 a       100     0     7     1    10
 -1.6360450019917141E+00 a       101     0     7     1    11
 -2.0521249652395697E+00 a       102     0     7     1    12
  1.1902034175096523E+00 a       103     0     7     1    13
 -4.5050873068450792E-01 a       104     0     7     1    14
 -4.7777158559388877E-01 a       105     0     7     1    15
 -1.0288899419799376E+00 a       106     0     8     1     1
  6.6155482607351634E-01 a       107     0     8     1     2
  8.2709699680049298E-01 a       108     0     8     1     3
  1.9486947127007193E+00 a       109     0     8     1     4
  1.7019928965281639E-01 a       110     0     8     1     5
 -9.7038091842940188E-01 a       111     0     8     1     6
  8.5696520445596047E-01 a       112     0     8     1     7
 -2.5166287082452157E+00 a       113     0     8     1     8
  1.0028368538362362E-01 a       114     0     8     1     9
  9.6701144237663983E-01 a       115     0     8     1    10
  6.6699181211178382E-01 a       116     0     8     1    11
  2.5737735719727115E+00 a       117     0     8     1    12
  1.5930837538320584E+00 a       118     0     8     1    13
  4.5117665409656227E-01 a       119     0     8     1    14
 -6.3172571295175917E-01 a       120     0     8     1    15
 -8.0590288760399281E-02 a       121     0     9     1     1
 -4.2111962938542941E-01 a       122     0     9     1     2
 -1.5708924668008919E+00 a       123     0     9     1     3
 -1.2566462541073087E+00 a       124     0     9     1     4
 -1.7079377840908299E+00 a       125     0     9     1     5
 -1.1742115668625401E+00 a       126     0     9     1     6
 -2.0393905017530791E+00 a       127     0     9     1     7
  2.0057742734063839E+00 a       128     0     9     1     8
 -1.8064464721065294E+00 a       129     0     9     1     9
  1.9648298597518915E-01 a       130     0     9     1    10
  7.2991634111863657E-01 a       131     0     9     1    11
  1.0445468456933320E+00 a       132     0     9     1    12
 -6.3537324170724174E-01 a       133     0     9     1    13
 -2.2017640059305026E+00 a       134     0     9     1    14
  3.0123653823321855E-01 a       135     0     9     1    15
  2.9026850481091793E-01 a       136     0    10     1     1
 -1.2843087142277003E+00 a       137     0    10     1     2
  5.5633228628293241E-01 a       138     0    10     1     3
 -2.9503881835531578E+00 a       139     0    10     1     4
 -5.5928278634157169E-01 a       140     0    10     1     5
 -2.4609631464449658E-01 a       141     0    10     1     6
 -2.5798725464280019E+00 a       142     0    10     1     7
  5.0926923577724370E-01 a       143     0    10     1     8
  2.4410585229598656E+00 a       144     0    10     1     9
 -2.4427890636106793E+00 a       145     0    10     1    10
 -8.8181234710761114E-01 a       146     0    10     1    11
  2.5829187482374344E-01 a       147     0    10     1    12
 -3.1855600848120842E+00 a       148     0    10     1    13
  2.0678553248365481E+00 a       149     0    10     1    14
  1.3205466439938118E-01 a       150     0    10     1    15
  7.0473584388595323E-01 a       151     0    11     1     1
  1.4689920127982299E+00 a       152     0    11     1     2
  3.5550443285214648E+00 a       153     0    11     1     3
  2.5018717951896119E+00 a       154     0    11     1     4
  7.9622399486460826E-02 a       155     0    11     1     5
  1.8065338971012606E+00 a       156     0    11     1     6
  1.1200647118105640E+00 a       157     0    11     1     7
 -1.2123160046731154E+00 a       158     0    11     1     8
  2.7532242002656071E+00 a       159     0    11     1     9
 -8.8972491125885900E-01 a       160     0    11     1    10
  1.0425418475577000E+00 a       161     0    11     1    11
  2.0643165579015793E-01 a       162     0    11     1    12
  2.2043241730206331E+00 a       163     0    11     1    13
 -7.4050543797299617E-01 a       164     0    11     1    14
 -2.1980544512375008E-01 a       165     0    11     1    15
  1.8500948751259525E+00 a       166     0    12     1     1
 -1.8228426544346297E+00 a       167     0    12     1     2
 -1.9080522523245858E+00 a       168     0    12     1     3
  1.4916439752371016E+00 a       169     0    12     1     4
  1.4299102771427203E+00 a       170     0    12     1     5
  3.3775045107490165E+00 a       171     0    12     1     6
 -7.0985768826145534E-01 a       172     0    12     1     7
 -1.7209173956960231E+00 a       173     0    12     1     8
  1.7992579519204419E+00 a       174     0    12     1     9
  1.0987993005246501E+00 a       175     0    12     1    10
 -2.3061935266452909E+00 a       176     0    12     1    11
  1.5887688659638663E-01 a       177     0    12     1    12
  1.5706498185276316E+00 a       178     0    12     1    13
 -2.7257824444895840E+00 a       179     0    12     1    14
  2.7938009543456865E-01 a       180     0    12     1    15
 -8.9924913205464763E-01 a       181     0    13     1     1
 -1.2158335841133787E+00 a       182     0    13     1     2
 -1.7148722274728245E+00 a       183     0    13     1     3
 -5.6732309476594844E-01 a       184     0    13     1     4
  1.1616036693621114E-01 a       185     0    13     1     5
 -2.4392067978219276E+00 a       186     0    13     1     6
 -3.4006565100861286E-01 a       187     0    13     1     7
  3.2939825404772853E+00 a       188     0    13     1     8
 -2.2130703408894803E+00 a       189     0    13     1     9
 -1.7959663768132787E-02 a       190     0    13     1    10
 -3.0777243898214666E+00 a       191     0    13     1    11
 -1.0925887539635568E+00 a       192     0    13     1    12
  2.1040064304871722E-01 a       193     0    13     1    13
 -8.6097410260974583E-01 a       194     0    13     1    14
 -4.7411888681219783E-01 a       195     0    13     1    15
 -5.0493863416497087E-01 a       196     0    14     1     1
  2.0664564014966453E+00 a       197     0    14     1     2
  1.2863952653694615E+00 a       198     0    14     1     3
 -9.8833913418996844E-01 a       199     0    14     1     4
  3.0593359746018783E-01 a       200     0    14     1     5
 -1.4568467508306004E+00 a       201     0    14     1     6
 -3.0228733811800740E-01 a       202     0    14     1     7
 -3.7449367470009670E-01 a       203     0    14     1     8
 -5.0019893767349233E-01 a       204     0    14     1     9
 -2.9672109607409275E-01 a       205     0    14     1    10
  3.8840027955094036E-01 a       206     0    14     1    11
  1.6434426913776952E+00 a       207     0    14     1    12
 -6.2484536895278275E-01 a       208     0    14     1    13
  1.4206432974460903E+00 a       209     0    14     1    14
  8.5798032003979063E-02 a       210     0    14     1    15
 -1.2402279927903112E-01 a       211     0    15     1     1
  6.3165772422730804E-01 a       212     0    15     1     2
  6.0558711918270491E-01 a       213     0    15     1     3
  9.9946287068501494E-01 a       214     0    15     1     4
 -1.0418569638693005E+00 a       215     0    15     1     5
  1.8643983972461675E-01 a       216     0    15     1     6
 -2.7962205116943917E-01 a       217     0    15     1     7
 -2.0090313252076317E+00 a       218     0    15     1     8
  1.4962822769695143E+00 a       219     0    15     1     9
  1.1286832789327408E-01 a       220     0    15     1    10
  1.9634585458411540E+00 a       221     0    15     1    11
  1.3246647940086818E+00 a       222     0    15     1    12
 -8.1730852205218874E-01 a       223     0    15     1    13
 -1.9576118430630990E-01 a       224     0    15     1    14
  5.4532443687297794E-01 a       225     0    15     1    15
  1.6664190077470560E+00 a       226     0    16     1     1
 -4.8852645997868877E-01 a       227     0    16     1     2
 -8.4040240377504083E-01 a       228     0    16     1     3
 -2.1124131756640057E+00 a       229     0    16     1     4
  7.6037331331117075E-01 a       230     0    16     1     5
  1.9736401519968296E+00 a       231     0    16     1     6
 -2.7322412327713369E-01 a       232     0    16     1     7
 -1.6096210139482245E+00 a       233     0    16     1     8
  1.7769948652076073E+00 a       234     0    16     1     9
  3.3514748628949503E-01 a       235     0    16     1    10
 -1.6475739607588349E+00 a       236     0    16     1    11
  2.4005704845151965E-01 a       237     0    16     1    12
  1.1838058447916648E+00 a       238     0    16     1    13
 -1.6377638973047008E+00 a       239     0    16     1    14
 -1.2277031699618261E-01 a       240     0    16     1    15
 -9.5978426706976472E-01 a       241     0    17     1     1
 -1.1371769557782465E+00 a       242     0    17     1     2
 -1.0408178513997908E-01 a       243     0    17     1     3
 -6.9451514963565242E-01 a       244     0    17     1     4
  8.5477040265599447E-01 a       245     0    17     1     5
 -2.0458136293320512E+00 a       246     0    17     1     6
 -4.9160702719276606E-01 a       247     0    17     1     7
  1.3332962598295852E+00 a       248     0    17     1     8
  2.3717003076127302E-01 a       249     0    17     1     9
  1.8707160159944231E-01 a       250     0    17     1    10
 -1.0390421095466271E+00 a       251     0    17     1    11
 -1.8321099507717903E-02 a       252     0    17     1    12
  1.1401438307872402E-01 a       253     0    17     1    13
  5.6541764478025869E-01 a       254     0    17     1    14
 -2.6534415945983554E+00 a       255     0    17     1    15
 -2.0962012999012409E+00 a       256     0    18     1     1
 -1.8053721526067412E-01 a       257     0    18     1     2
  1.3867837080481076E+00 a       258     0    18     1     3
 -4.7065060288880900E-01 a       259     0    18     1     4
 -3.0052875770872928E-01 a       260     0    18     1     5
  1.8963132187293918E+00 a       261     0    18     1     6
 -1.2878699225105643E+00 a       262     0    18     1     7
 -6.8993236790247803E-01 a       263     0    18     1     8
  5.1351105865474933E-01 a       264     0    18     1     9
  7.8170497007607975E-02 a       265     0    18     1    10
 -3.5496042733759130E+00 a       266     0    18     1    11
  1.3173362659872523E+00 a       267     0    18     1    12
  1.0494700859453658E+00 a       268     0    18     1    13
  6.9273635439599024E-01 a       269     0    18     1    14
 -3.3866246690798874E-01 a       270     0    18     1    15
  1.8573455638481708E+00 a       271     0    19     1     1
  2.4426226554990795E+00 a       272     0    19     1     2
  4.4947868395212759E-01 a       273     0    19     1     3
 -4.9912611832531673E-01 a       274     0    19     1     4
 -2.7966104167411561E+00 a       275     0    19     1     5
  2.0410854321811181E-01 a       276     0    19     1     6
 -2.1051037804020902E+00 a       277     0    19     1     7
  7.4760221013317063E-01 a       278     0    19     1     8
  1.3279976067652979E+00 a       279     0    19     1     9
 -1.0560028368044849E-01 a       280     0    19     1    10
 -2.1302426875086398E+00 a       281     0    19     1    11
  5.5689095770061348E-01 a       282     0    19     1    12
 -2.0465121536510522E+00 a       283     0    19     1    13
  2.2090158872391212E+00 a       284     0    19     1    14
  4.8223440700857900E-01 a       285     0    19     1    15
 -3.7111714366392268E-01 a       286     0    20     1     1
 -5.9901751772068752E-02 a       287     0    20     1     2
  4.9935960821557449E-02 a       288     0    20     1     3
 -3.8760782987756531E-01 a       289     0    20     1     4
  3.8262539565031373E-01 a       290     0    20     1     5
  1.5132726787612736E+00 a       291     0    20     1     6
  1.4401706271722509E-01 a       292     0    20     1     7
 -1.9458162033970530E+00 a       293     0    20     1     8
  1.5456199571511442E-01 a       294     0    20     1     9
  1.9016831388916910E+00 a       295     0    20     1    10
 -1.8530954293781372E+00 a       296     0    20     1    11
  2.9150210507047847E+00 a       297     0    20     1    12
  1.4863933513203846E+00 a       298     0    20     1    13
 -2.1827139320120676E+00 a       299     0    20     1    14
 -4.2015240601988646E-01 a       300     0    20     1    15
  9.2566168182906794E-01 a       301     0    21     1     1
  1.0842609038101592E+00 a       302     0    21     1     2
  6.6754352635401470E-01 a       303     0    21     1     3
 -2.2438892192252484E+00 a       304     0    21     1     4
  7.4069434835634096E-01 a       305     0    21     1     5
 -7.5553306829286548E-01 a       306     0    21     1     6
 -1.3210394366493183E+00 a       307     0    21     1     7
 -4.5889164660271892E-01 a       308     0    21     1     8
  2.2134391461133143E-01 a       309     0    21     1     9
  1.7285759267536567E-02 a       310     0    21     1    10
  9.0130066212437354E-01 a       311     0    21     1    11
  7.1758338973543523E-01 a       312     0    21     1    12
  1.6356449561077333E+00 a       313     0    21     1    13
 -2.9982743770290132E+00 a       314     0    21     1    14
 -1.1500574676058817E+00 a       315     0    21     1    15
 -2.5334901708819073E+00 a       316     0    22     1     1
 -5.8901458040339127E-01 a       317     0    22     1     2
  2.8114789293941872E-01 a       318     0    22     1     3
  1.7599330603487415E+00 a       319     0    22     1     4
 -1.5121217601450465E+00 a       320     0    22     1     5
 -1.6126082068450058E+00 a       321     0    22     1     6
  2.0051201870362547E+00 a       322     0    22     1     7
  3.4063581390835393E+00 a       323     0    22     1     8
 -5.5474787129441161E-01 a       324     0    22     1     9
  5.9510229971793693E-01 a       325     0    22     1    10
  5.6424396024390522E-01 a       326     0    22     1    11
  3.6312852837559606E-01 a       327     0    22     1    12
  3.6474031464684653E-01 a       328     0    22     1    13
 -4.0740798553790980E-01 a       329     0    22     1    14
 -5.1663411732573006E-01 a       330     0    22     1    15
  1.9747725035377717E+00 a       331     0    23     1     1
 -1.2835280376840987E+00 a       332     0    23     1     2
 -1.3699016291462758E+00 a       333     0    23     1     3
 -8.2410262412478419E-01 a       334     0    23     1     4
  9.8749238667178374E-01 a       335     0    23     1     5
  2.1067073176471767E+00 a       336     0    23     1     6
 -7.4860434527682607E-01 a       337     0    23     1     7
 -1.5291502022501502E+00 a       338     0    23     1     8
 -1.2163884252661461E+00 a       339     0    23     1     9
 -2.4856513778329949E+00 a       340     0    23     1    10
  1.2652994576701051E+00 a       341     0    23     1    11
  1.6521136566127237E+00 a       342     0    23     1    12
 -1.5114158037704173E+00 a       343     0    23     1    13
 -7.3479570641917702E-01 a       344     0    23     1    14
 -1.4464876493731846E+00 a       345     0    23     1    15
  1.5774088767018126E+00 a       346     0    24     1     1
  1.0823925594020025E+00 a       347     0    24     1     2
  1.0784875185839409E+00 a       348     0    24     1     3
 -1.3641576443606811E+00 a       349     0    24     1     4
 -6.2147811552921384E-01 a       350     0    24     1     5
 -1.4030467365516655E+00 a       351     0    24     1     6
  4.7865125696064814E-01 a       352     0    24     1     7
 -3.0457431769278831E-01 a       353     0    24     1     8
  8.2640724023087719E-01 a       354     0    24     1     9
 -5.6162450909033845E-01 a       355     0    24     1    10
 -2.1583556776993271E+00 a       356     0    24     1    11
 -1.4373707091703658E-01 a       357     0    24     1    12
 -1.9370188079333814E+00 a       358     0    24     1    13
 -1.0866421681268428E+00 a       359     0    24     1    14
 -1.7642660392158238E-01 a       360     0    24     1    15
  1.1981759325076380E-01 a       361     0    25     1     1
 -1.6451373538754637E+00 a       362     0    25     1     2
  3.2473665158105430E-01 a       363     0    25     1     3
 -1.4567968947623107E+00 a       364     0    25     1     4
  1.1499584486120726E+00 a       365     0    25     1     5
 -3.1512609261420237E+00 a       366     0    25     1     6
  2.4989685599506477E+00 a       367     0    25     1     7
  5.1024564242041692E-01 a       368     0    25     1     8
 -2.4919828238901198E+00 a       369     0    25     1     9
  1.5755558244808605E+00 a       370     0    25     1    10
  7.8914222875638984E-01 a       371     0    25     1    11
 -1.4023258266395555E+00 a       372     0    25     1    12
 -1.6549124510255040E+00 a       373     0    25     1    13
  3.2461410404550208E+00 a       374     0    25     1    14
  6.4013667499484994E-01 a       375     0    25     1    15
 -2.4783111221521867E+00 a       376     0    26     1     1
  1.5052437606059534E+00 a       377     0    26     1     2
 -7.7459651964170306E-01 a       378     0    26     1     3
  1.1992326222134311E+00 a       379     0    26     1     4
 -9.0086217839483895E-01 a       380     0    26     1     5
  1.8913635620473999E+00 a       381     0    26     1     6
 -1.7076629449203855E+00 a       382     0    26     1     7
 -6.5762336118294318E-01 a       383     0    26     1     8
 -1.8363385571850341E+00 a       384     0    26     1     9
 -5.6289484189483585E-01 a       385     0    26     1    10
 -9.0486786723040502E-01 a       386     0    26     1    11
 -9.7023198275280942E-01 a       387     0    26     1    12
 -4.7698307510107224E-01 a       388     0    26     1    13
  1.8392922979326785E+00 a       389     0    26     1    14
  8.3224565237637371E-01 a       390     0    26     1    15
 -7.6897124606499612E-01 a       391     0    27     1     1
  2.2569178940329131E+00 a       392     0    27     1     2
 -1.3803378297974485E+00 a       393     0    27     1     3
  1.2083104817572117E+00 a       394     0    27     1     4
  1.1470431278338589E-01 a       395     0    27     1     5
  1.5342055832391046E+00 a       396     0    27     1     6
 -3.7693574053026584E+00 a       397     0    27     1     7
 -1.4700758030989953E+00 a       398     0    27     1     8
  2.1572878506641202E+00 a       399     0    27     1     9
  7.1416467280912710E-01 a       400     0    27     1    10
 -1.1522026717722416E+00 a       401     0    27     1    11
 -1.0890771594608475E+00 a       402     0    27     1    12
  2.7162084255202821E+00 a       403     0    27     1    13
  9.2084458155509349E-02 a       404     0    27     1    14
 -5.1995600550447985E-01 a       405     0    27     1    15
 -8.1941494462314890E-01 a       406     0    28     1     1
 -1.1713375961989276E+00 a       407     0    28     1     2
 -2.2468867153226832E+00 a       408     0    28     1     3
  6.5279318140196352E-01 a       409     0    28     1     4
  9.5342395824227977E-01 a       410     0    28     1     5
  2.8924380723153942E-01 a       411     0    28     1     6
 -6.3925732416564685E-01 a       412     0    28     1     7
  7.5986992019932798E-01 a       413     0    28     1     8
 -1.5076029135616846E+00 a       414     0    28     1     9
  2.5328885236025771E+00 a       415     0    28     1    10
 -2.3137673251668831E+00 a       416     0    28     1    11
 -3.8399046496026146E-01 a       417     0    28     1    12
 -5.7682409758382769E-01 a       418     0    28     1    13
  1.4738843405574870E-01 a       419     0    28     1    14
  3.3448391836951263E-01 a       420     0    28     1    15
  1.5163177820413265E+00 a       421     0    29     1     1
  3.2676078149815629E-01 a       422     0    29     1     2
 -2.3304799678059909E+00 a       423     0    29     1     3
  5.1340625423383262E-03 a       424     0    29     1     4
 -6.2781269648393978E-01 a       425     0    29     1     5
  1.8927229893846584E-01 a       426     0    29     1     6
  4.9532012631146677E-01 a       427     0    29     1     7
 -8.8434184306404526E-02 a       428     0    29     1     8
  1.7998899928589682E+00 a       429     0    29     1     9
  7.9908967118599161E-01 a       430     0    29     1    10
  7.7665372889043305E-01 a       431     0    29     1    11
 -2.6391119212367427E+00 a       432     0    29     1    12
 -1.5493051382199263E+00 a       433     0    29     1    13
  5.6642254810983150E-01 a       434     0    29     1    14
 -2.9859478062543554E-01 a       435     0    29     1    15
 -9.2733833167608049E-01 a       436     0    30     1     1
  3.6751064311568071E-01 a       437     0    30     1     2
  2.4989879700053317E+00 a       438     0    30     1     3
  1.3550746978506567E+00 a       439     0    30     1     4
  1.5671894574133319E-01 a       440     0    30     1     5
  2.4779040141088688E+00 a       441     0    30     1     6
 -1.2283606185465563E+00 a       442     0    30     1     7
  2.9222534721093119E-01 a       443     0    30     1     8
 -9.2924925425029647E-01 a       444     0    30     1     9
  2.3769540831753306E+00 a       445     0    30     1    10
 -3.4542753664265793E+00 a       446     0    30     1    11
  1.6462824575306689E+00 a       447     0    30     1    12
  2.7229079843873247E+00 a       448     0    30     1    13
  2.4243726872075246E+00 a       449     0    30     1    14
 -3.3745517364213196E-01 a       450     0    30     1    15
  4.2979457716047936E-01 a       451     0    31     1     1
  2.9511495295097906E-01 a       452     0    31     1     2
  3.7310185708820753E-01 a       453     0    31     1     3
 -2.3715052070289239E-01 a       454     0    31     1     4
 -4.1982925644404684E-01 a       455     0    31     1     5
 -1.0175630794734638E+00 a       456     0    31     1     6
 -1.0752670386194683E+00 a       457     0    31     1     7
  1.5182495014170192E+00 a       458     0    31     1     8
  4.6818589382024267E-01 a       459     0    31     1     9
  6.1606691473582398E-01 a       460     0    31     1    10
 -5.3662524510684328E-01 a       461     0    31     1    11
 -1.1232692922678560E+00 a       462     0    31     1    12
  1.2513033185562517E-01 a       463     0    31     1    13
  8.9323709604081578E-02 a       464     0    31     1    14
  1.5170019288511267E-02 a       465     0    31     1    15
 -1.2242065940133862E+00 a       466     0    32     1     1
 -1.1111880389827433E+00 a       467     0    32     1     2
 -2.5843233476222598E+00 a       468     0    32     1     3
 -1.5994602398462852E+00 a       469     0    32     1     4
  9.3023428477666692E-01 a       470     0    32     1     5
  1.3189758927672564E+00 a       471     0    32     1     6
 -4.0080901262480145E-01 a       472     0    32     1     7
 -2.3754675414631419E+00 a       473     0    32     1     8
  2.7415380308944781E-01 a       474     0    32     1     9
  2.8159019193728746E-01 a       475     0    32     1    10
  3.6491120903177005E-01 a       476     0    32     1    11
  1.2020294098865176E+00 a       477     0    32     1    12
 -1.2966735838389354E-01 a       478     0    32     1    13
 -2.4783823164589229E+00 a       479     0    32     1    14
 -1.6239846128653603E+00 a       480     0    32     1    15
 -4.0228897935858632E-01 a       481     0    33     1     1
  3.7945995975314512E-01 a       482     0    33     1     2
  4.3764595441146487E-01 a       483     0    33     1     3
 -1.2660344305303179E+00 a       484     0    33     1     4
  2.2253491129140106E+00 a       485     0    33     1     5
  9.3511032656631229E-02 a       486     0    33     1     6
 -3.9246042080207283E-01 a       487     0    33     1     7
 -2.3491878131288058E-01 a       488     0    33     1     8
 -2.1077173276728627E-02 a       489     0    33     1     9
  2.1290655916716172E+00 a       490     0    33     1    10
  3.3928726823858091E-01 a       491     0    33     1    11
  8.0399819070244505E-01 a       492     0    33     1    12
  1.6480889423322829E+00 a       493     0    33     1    13
 -4.0773140840183747E-01 a       494     0    33     1    14
 -1.8909801785255875E-01 a       495     0    33     1    15
 -2.0595497990131180E+00 a       496     0    34     1     1
 -1.7581063048575840E+00 a       497     0    34     1     2
  1.4749299413963363E-01 a       498     0    34     1     3
  2.9455384348148766E-01 a       499     0    34     1     4
 -3.9975608235888721E-01 a       500     0    34     1     5
 -1.4906751386208978E+00 a       501     0    34     1     6
  3.0299948488385509E+00 a       502     0    34     1     7
  3.2056333346150319E+00 a       503     0    34     1     8
  1.5319529592905687E+00 a       504     0    34     1     9
  8.9569579626841223E-01 a       505     0    34     1    10
  1.4635014356276044E+00 a       506     0    34     1    11
 -8.1071013022207095E-01 a       507     0    34     1    12
  1.2656485961655628E-01 a       508     0    34     1    13
 -6.2117140517179892E-01 a       509     0    34     1    14
 -1.4149329735171716E+00 a       510     0    34     1    15
  8.4990216023213905E-01 a       511     0    35     1     1
 -2.2671427556741732E+00 a       512     0    35     1     2
  4.4958346416392896E-02 a       513     0    35     1     3
 -7.3964708316048233E-01 a       514     0    35     1     4
  2.2344373112626772E+00 a       515     0    35     1     5
  1.6671273105367199E+00 a       516     0    35     1     6
 -9.0010941545205003E-01 a       517     0    35     1     7
 -1.5046892702518613E+00 a       518     0    35     1     8
  2.7122310665562477E-01 a       519     0    35     1     9
 -3.8127293588747815E+00 a       520     0    35     1    10
  1.1522587183923161E+00 a       521     0    35     1    11
  6.1828552975461504E-01 a       522     0    35     1    12
 -3.3804385992131807E+00 a       523     0    35     1    13
 -5.0672497558230979E-03 a       524     0    35     1    14
 -1.3964258326777670E+00 a       525     0    35     1    15
  1.3987207404664481E+00 a       526     0    36     1     1
  1.5450958462712330E+00 a       527     0    36     1     2
  8.1701850412485222E-01 a       528     0    36     1     3
  5.6374262016369292E-01 a       529     0    36     1     4
  2.8532348624910941E-01 a       530     0    36     1     5
