################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -9.6603437967658534E-01 a       531     0    36     1     6
 -1.5104161633392268E+00 a       532     0    36     1     7
  1.0782283803405432E+00 a       533     0    36     1     8
  1.7942976985480352E+00 a       534     0    36     1     9
 -4.9028475620387180E-01 a       535     0    36     1    10
 -1.8481000661702520E+00 a       536     0    36     1    11
 -8.1448502754471197E-01 a       537     0    36     1    12
  7.6246544130687977E-01 a       538     0    36     1    13
  2.9203038113372243E-02 a       539     0    36     1    14
  4.1903193186060655E-01 a       540     0    36     1    15
 -1.3683246129209699E+00 a       541     0    37     1     1
  1.4180402196139514E+00 a       542     0    37     1     2
 -1.8355783114102924E+00 a       543     0    37     1     3
  1.7263884311780067E-01 a       544     0    37     1     4
 -2.1871118120888524E+00 a       545     0    37     1     5
  1.4780875994712164E+00 a       546     0    37     1     6
 -8.8908188330325499E-01 a       547     0    37     1     7
 -2.2704212452278592E+00 a       548     0    37     1     8
 -3.9765153555730568E+00 a       549     0    37     1     9
 -3.4208864670930361E-01 a       550     0    37     1    10
 -5.0760580022222135E-01 a       551     0    37     1    11
  2.7548700604210463E-01 a       552     0    37     1    12
 -1.6725888530443367E+00 a       553     0    37     1    13
 -1.3551303069781004E+00 a       554     0    37     1    14
  5.5378286275966956E-02 a       555     0    37     1    15
  2.1514018676723436E+00 a       556     0    38     1     1
  2.1393401448001823E+00 a       557     0    38     1     2
  5.5878545527408774E-01 a       558     0    38     1     3
  1.7071169460041129E+00 a       559     0    38     1     4
  1.8170582161227034E-01 a       560     0    38     1     5
 -3.0616478802272303E-02 a       561     0    38     1     6
  1.9657179044420277E+00 a       562     0    38     1     7
  9.2541132875878507E-01 a       563     0    38     1     8
 -3.1783412509482634E-03 a       564     0    38     1     9
  4.3661613286531326E-01 a       565     0    38     1    10
 -7.7275891534016738E-01 a       566     0    38     1    11
 -2.0680441551226944E-01 a       567     0    38     1    12
  1.1506795469062792E+00 a       568     0    38     1    13
 -2.7796789839321892E+00 a       569     0    38     1    14
 -1.9762959447816367E-01 a       570     0    38     1    15
 -9.0350752164562231E-01 a       571     0    39     1     1
  1.0288769911651743E+00 a       572     0    39     1     2
  4.9330168951622061E-01 a       573     0    39     1     3
  2.1641252533845532E+00 a       574     0    39     1     4
  1.2627073444887396E+00 a       575     0    39     1     5
  4.4482993979800195E-01 a       576     0    39     1     6
 -1.1785504832364770E+00 a       577     0    39     1     7
 -6.9101036158893792E-01 a       578     0    39     1     8
  7.3170991672308505E-01 a       579     0    39     1     9
  6.1628806453731211E-01 a       580     0    39     1    10
 -7.3929732754114086E-01 a       581     0    39     1    11
 -7.4994887604510674E-01 a       582     0    39     1    12
  2.7602433774173623E+00 a       583     0    39     1    13
 -3.4716043811239311E-01 a       584     0    39     1    14
  2.0048667965145501E+00 a       585     0    39     1    15
  4.4779738887684779E+00 a       586     0    40     1     1
 -1.2231273638874762E+00 a       587     0    40     1     2
 -1.3513696522622765E+00 a       588     0    40     1     3
 -8.2878607282506733E-01 a       589     0    40     1     4
 -2.5417743678374038E-01 a       590     0    40     1     5
 -3.5109033547599249E+00 a       591     0    40     1     6
 -2.6240760957338394E-01 a       592     0    40     1     7
  6.1705101315200017E-01 a       593     0    40     1     8
  4.6794033143198638E-01 a       594     0    40     1     9
 -3.3628402487815845E+00 a       595     0    40     1    10
 -5.4842566826485595E-01 a       596     0    40     1    11
 -7.2833559445993201E-01 a       597     0    40     1    12
 -1.3881695492310393E+00 a       598     0    40     1    13
 -6.2949115981263593E-01 a       599     0    40     1    14
  1.1184190520344499E+00 a       600     0    40     1    15
 -2.3702598165414566E+00 a       601     0    41     1     1
 -1.3509325972896833E+00 a       602     0    41     1     2
  3.7647951749941289E-01 a       603     0    41     1     3
  7.6148465187218872E-01 a       604     0    41     1     4
  1.3879608481686658E+00 a       605     0    41     1     5
  1.5908331405623048E+00 a       606     0    41     1     6
 -1.3383382969115090E+00 a       607     0    41     1     7
 -1.5190335664566266E+00 a       608     0    41     1     8
  2.8687426112429879E+00 a       609     0    41     1     9
  6.5069736331598960E-01 a       610     0    41     1    10
 -1.5758943410078476E-02 a       611     0    41     1    11
 -9.8511282383606258E-01 a       612     0    41     1    12
 -8.3099383223694356E-01 a       613     0    41     1    13
 -4.3165070705226588E-01 a       614     0    41     1    14
  1.8682575417870878E-01 a       615     0    41     1    15
 -1.1228328119920250E+00 a       616     0    42     1     1
 -2.1569773282270779E+00 a       617     0    42     1     2
  9.8710549520625607E-02 a       618     0    42     1     3
 -1.8176555513227730E-01 a       619     0    42     1     4
 -6.8718753072765160E-01 a       620     0    42     1     5
 -1.4281563005763254E+00 a       621     0    42     1     6
  3.1771154404863653E+00 a       622     0    42     1     7
 -1.1334388878627575E+00 a       623     0    42     1     8
 -2.0391289334108422E+00 a       624     0    42     1     9
  5.6889495261328182E-01 a       625     0    42     1    10
 -1.0214437649653190E+00 a       626     0    42     1    11
 -1.4966664626733657E+00 a       627     0    42     1    12
 -2.6264196402221368E-01 a       628     0    42     1    13
  1.3672995922573006E+00 a       629     0    42     1    14
 -5.9099188530102131E-01 a       630     0    42     1    15
  2.1208584577884904E+00 a       631     0    43     1     1
 -1.9230423822829681E+00 a       632     0    43     1     2
 -1.3498122549472735E+00 a       633     0    43     1     3
 -1.0832095504981605E+00 a       634     0    43     1     4
  1.3907528646897795E+00 a       635     0    43     1     5
 -1.2790593371747236E+00 a       636     0    43     1     6
  3.6443298048282918E-01 a       637     0    43     1     7
  4.3734985321212250E-01 a       638     0    43     1     8
 -4.4822328955931310E+00 a       639     0    43     1     9
 -3.5856973376119252E+00 a       640     0    43     1    10
 -1.4542175463096498E+00 a       641     0    43     1    11
 -1.8958384581699312E+00 a       642     0    43     1    12
 -1.1412739430739021E+00 a       643     0    43     1    13
  4.5104218514199421E-02 a       644     0    43     1    14
  2.6252683896489022E+00 a       645     0    43     1    15
 -1.9280056603673765E+00 a       646     0    44     1     1
  2.8282782347279785E+00 a       647     0    44     1     2
  1.3012963032325855E+00 a       648     0    44     1     3
 -1.0111481538648270E+00 a       649     0    44     1     4
 -9.3288270560801234E-01 a       650     0    44     1     5
  8.4469242548182180E-02 a       651     0    44     1     6
 -4.0560462239323181E-01 a       652     0    44     1     7
 -3.4658018800226859E-01 a       653     0    44     1     8
 -9.5942329039107344E-01 a       654     0    44     1     9
  9.6849249174609825E-02 a       655     0    44     1    10
  1.0975749945727271E+00 a       656     0    44     1    11
 -1.3958430495020495E+00 a       657     0    44     1    12
 -3.6319497419507774E-01 a       658     0    44     1    13
  2.3413743320201368E+00 a       659     0    44     1    14
  5.3079915561438806E-01 a       660     0    44     1    15
 -9.3953828192031263E-01 a       661     0    45     1     1
  8.9610370697568575E-01 a       662     0    45     1     2
  2.3549154586602734E+00 a       663     0    45     1     3
 -6.5248285874009637E-01 a       664     0    45     1     4
 -3.6958669308852427E-01 a       665     0    45     1     5
  1.3770764666753910E+00 a       666     0    45     1     6
 -4.2966947027205507E+00 a       667     0    45     1     7
 -3.1188698500322087E-01 a       668     0    45     1     8
  1.2890138490241430E+00 a       669     0    45     1     9
 -4.6522531017227664E-01 a       670     0    45     1    10
  9.0692262388417999E-01 a       671     0    45     1    11
  5.5474320685788836E-01 a       672     0    45     1    12
 -1.0434958166714645E+00 a       673     0    45     1    13
 -2.6013740872919491E+00 a       674     0    45     1    14
 -1.3198917513168212E-01 a       675     0    45     1    15
 -2.1003543129509669E-01 a       676     0    46     1     1
 -1.7889727358412068E-02 a       677     0    46     1     2
 -1.7011045325685905E+00 a       678     0    46     1     3
  5.5966656350150923E-01 a       679     0    46     1     4
 -9.3198384596378789E-02 a       680     0    46     1     5
  1.2928578923735432E+00 a       681     0    46     1     6
 -1.8128688937178743E+00 a       682     0    46     1     7
 -2.3857567824454380E+00 a       683     0    46     1     8
 -2.4360921849896395E+00 a       684     0    46     1     9
  2.5684453180732958E+00 a       685     0    46     1    10
  1.3835512335578406E+00 a       686     0    46     1    11
  2.3327368370130919E+00 a       687     0    46     1    12
  6.7205585603445517E-01 a       688     0    46     1    13
 -1.0337010650813903E+00 a       689     0    46     1    14
 -1.6874713661914047E+00 a       690     0    46     1    15
  3.0649223523585509E+00 a       691     0    47     1     1
  1.7337840321327673E+00 a       692     0    47     1     2
  1.5519810615686245E+00 a       693     0    47     1     3
  2.3160959787474666E-01 a       694     0    47     1     4
  1.1837853518663158E-01 a       695     0    47     1     5
 -1.1110350288813979E+00 a       696     0    47     1     6
  1.0609539712510894E+00 a       697     0    47     1     7
  1.6048804148442530E+00 a       698     0    47     1     8
  4.6577957620627763E-01 a       699     0    47     1     9
 -1.2779842694987575E+00 a       700     0    47     1    10
  4.7528052880808108E-02 a       701     0    47     1    11
  1.4403997169683684E+00 a       702     0    47     1    12
  7.8394214551578287E-02 a       703     0    47     1    13
 -2.2584105671781649E+00 a       704     0    47     1    14
 -3.4027477014177648E-01 a       705     0    47     1    15
 -7.2005423778347055E-01 a       706     0    48     1     1
 -5.2864203719957648E-01 a       707     0    48     1     2
 -1.8033381914496192E+00 a       708     0    48     1     3
  1.2080034233830850E+00 a       709     0    48     1     4
 -6.5082555653866225E-01 a       710     0    48     1     5
 -2.1259701924544658E+00 a       711     0    48     1     6
  3.5222961602629921E+00 a       712     0    48     1     7
  4.2278618148007716E+00 a       713     0    48     1     8
  3.6261934038751736E-01 a       714     0    48     1     9
 -1.0038154137287680E+00 a       715     0    48     1    10
  2.5878271750146005E+00 a       716     0    48     1    11
 -2.0825988905147899E+00 a       717     0    48     1    12
  2.4606456103447609E+00 a       718     0    48     1    13
  1.9625920951634629E-01 a       719     0    48     1    14
 -1.9278204576284064E-01 a       720     0    48     1    15
 -1.7113545494052529E+00 a       721     0    49     1     1
 -1.3191484761927921E+00 a       722     0    49     1     2
 -5.0172793861541587E-01 a       723     0    49     1     3
 -4.4015365999255462E-01 a       724     0    49     1     4
  2.2124780966265569E+00 a       725     0    49     1     5
  1.0322784805550349E+00 a       726     0    49     1     6
  7.0892251095658984E-02 a       727     0    49     1     7
 -1.9226845986236645E+00 a       728     0    49     1     8
 -5.4360819855323805E-01 a       729     0    49     1     9
  3.9488873098096450E-01 a       730     0    49     1    10
  7.4406559456664301E-01 a       731     0    49     1    11
 -3.7318816878983535E-01 a       732     0    49     1    12
  3.2845633511297114E+00 a       733     0    49     1    13
 -4.3007344502068823E-01 a       734     0    49     1    14
 -9.4230132250617082E-01 a       735     0    49     1    15
  7.8108415763027716E-01 a       736     0    50     1     1
 -1.1825911789144421E+00 a       737     0    50     1     2
  2.5623130866934729E+00 a       738     0    50     1     3
  1.4736113325525355E-04 a       739     0    50     1     4
  1.2422912069283045E+00 a       740     0    50     1     5
 -4.6598090455474965E-02 a       741     0    50     1     6
  3.4381616045173230E-01 a       742     0    50     1     7
  3.0941069040610909E+00 a       743     0    50     1     8
  1.7751540365077672E+00 a       744     0    50     1     9
  1.0523404410919736E-01 a       745     0    50     1    10
 -1.9005318330894307E+00 a       746     0    50     1    11
  4.9595896672695328E-01 a       747     0    50     1    12
 -4.7601785935547938E-02 a       748     0    50     1    13
  8.4920208911657663E-02 a       749     0    50     1    14
  5.6268414346612783E-01 a       750     0    50     1    15
  6.1498776159561352E-01 a       751     0    51     1     1
 -1.3356990042011800E+00 a       752     0    51     1     2
 -3.1217088135026123E+00 a       753     0    51     1     3
  1.7181898415238797E+00 a       754     0    51     1     4
  2.8841793825105683E-01 a       755     0    51     1     5
 -1.0481438209460425E+00 a       756     0    51     1     6
  2.0922949491645144E+00 a       757     0    51     1     7
  1.2128208538664316E+00 a       758     0    51     1     8
 -2.2128920543747085E-01 a       759     0    51     1     9
 -2.6999277923418724E-01 a       760     0    51     1    10
  5.0604819437344872E-01 a       761     0    51     1    11
 -1.2463714026977346E+00 a       762     0    51     1    12
 -3.9109694329656758E-01 a       763     0    51     1    13
 -2.9964886895471271E-01 a       764     0    51     1    14
  1.2045955113480930E-01 a       765     0    51     1    15
  2.9380995505829053E+00 a       766     0    52     1     1
  4.2447001048024580E-01 a       767     0    52     1     2
  6.7965156274437699E-01 a       768     0    52     1     3
  1.4217333272385471E+00 a       769     0    52     1     4
 -1.0626068018055725E+00 a       770     0    52     1     5
 -6.4441202447567972E-02 a       771     0    52     1     6
 -5.0126942894436022E-01 a       772     0    52     1     7
  9.5586025911247696E-01 a       773     0    52     1     8
  1.1524283309950367E+00 a       774     0    52     1     9
  1.1452212937810820E+00 a       775     0    52     1    10
  3.5899408599340190E+00 a       776     0    52     1    11
  1.0080428249439641E+00 a       777     0    52     1    12
  1.0430430474963637E-01 a       778     0    52     1    13
 -5.6202528576186683E-01 a       779     0    52     1    14
 -1.9997068739502155E+00 a       780     0    52     1    15
 -7.4329300154396327E-01 a       781     0    53     1     1
  9.0248205905847012E-01 a       782     0    53     1     2
 -1.8952197472203631E+00 a       783     0    53     1     3
 -1.0554688949203848E+00 a       784     0    53     1     4
  1.8834536459206348E+00 a       785     0    53     1     5
 -1.3617894151077303E-01 a       786     0    53     1     6
 -5.9607874925953014E-02 a       787     0    53     1     7
 -1.5934137574301846E-01 a       788     0    53     1     8
 -3.9730015658376455E-01 a       789     0    53     1     9
 -7.5009586912620344E-02 a       790     0    53     1    10
 -5.4968949511959986E-01 a       791     0    53     1    11
  3.9792412825416362E-01 a       792     0    53     1    12
 -1.3632678811806427E+00 a       793     0    53     1    13
  8.7625034305070482E-01 a       794     0    53     1    14
  1.0453177676593286E+00 a       795     0    53     1    15
 -1.6936759888091865E-01 a       796     0    54     1     1
 -1.3224658040236754E+00 a       797     0    54     1     2
 -1.6687618802058339E+00 a       798     0    54     1     3
 -1.3863788343726713E+00 a       799     0    54     1     4
  1.2420867368687991E+00 a       800     0    54     1     5
  1.1124162844183703E+00 a       801     0    54     1     6
  6.9441891864358030E-01 a       802     0    54     1     7
 -2.8160828349680793E+00 a       803     0    54     1     8
  8.8364693187081278E-01 a       804     0    54     1     9
  1.5414847696168457E+00 a       805     0    54     1    10
  2.8107238050065066E+00 a       806     0    54     1    11
  2.2679666412478179E+00 a       807     0    54     1    12
 -1.8321600118741397E+00 a       808     0    54     1    13
  1.4518182782460449E+00 a       809     0    54     1    14
 -1.4682650561533790E+00 a       810     0    54     1    15
  8.8960644165468461E-01 a       811     0    55     1     1
 -3.5502603623497248E-01 a       812     0    55     1     2
  4.7527839044737813E-01 a       813     0    55     1     3
  4.9908777340898147E-01 a       814     0    55     1     4
  5.0388021820699180E-01 a       815     0    55     1     5
 -8.6369078100539431E-01 a       816     0    55     1     6
 -6.1047961199283640E-01 a       817     0    55     1     7
 -2.2531712166963844E-01 a       818     0    55     1     8
 -3.3297606241796629E-01 a       819     0    55     1     9
  1.9426925049454611E+00 a       820     0    55     1    10
 -1.6017391773609362E+00 a       821     0    55     1    11
  2.6023903040321570E-02 a       822     0    55     1    12
 -9.1922986040767402E-02 a       823     0    55     1    13
 -1.3937290823864545E+00 a       824     0    55     1    14
  2.0389485977430036E-01 a       825     0    55     1    15
 -1.7362523661084091E+00 a       826     0    56     1     1
  1.6869217666126131E+00 a       827     0    56     1     2
  1.5502847267593791E+00 a       828     0    56     1     3
 -1.0881609274635415E+00 a       829     0    56     1     4
  2.5321282095588732E-01 a       830     0    56     1     5
 -3.6353388771330214E-01 a       831     0    56     1     6
 -4.5406612159967458E-01 a       832     0    56     1     7
  1.6699488882090618E-01 a       833     0    56     1     8
  4.0902599651627469E-01 a       834     0    56     1     9
 -3.5064297921788579E-01 a       835     0    56     1    10
  2.5287809726111581E+00 a       836     0    56     1    11
 -4.4605712529561825E-01 a       837     0    56     1    12
  7.4957061117132728E-01 a       838     0    56     1    13
  1.2059269934615207E+00 a       839     0    56     1    14
  3.1804853579701936E-01 a       840     0    56     1    15
  2.9328269258770270E+00 a       841     0    57     1     1
 -1.5521469307753490E+00 a       842     0    57     1     2
 -4.4868014430901093E+00 a       843     0    57     1     3
 -5.3391343842088679E-01 a       844     0    57     1     4
 -1.6369999027644480E+00 a       845     0    57     1     5
  1.5688213407054761E+00 a       846     0    57     1     6
 -1.2052112389031757E+00 a       847     0    57     1     7
 -8.2550399757358117E-01 a       848     0    57     1     8
  1.5251000281230622E+00 a       849     0    57     1     9
 -2.2607442805353495E+00 a       850     0    57     1    10
  4.2983801048631409E-01 a       851     0    57     1    11
 -8.4981953993334702E-01 a       852     0    57     1    12
  5.5788428713997784E-01 a       853     0    57     1    13
 -1.1817706975678672E+00 a       854     0    57     1    14
 -1.5243684162130959E+00 a       855     0    57     1    15
 -4.2078421399908383E-01 a       856     0    58     1     1
  1.1756426285569179E+00 a       857     0    58     1     2
 -1.5797869108971521E+00 a       858     0    58     1     3
 -8.4516722321974533E-02 a       859     0    58     1     4
  1.0294567233905600E+00 a       860     0    58     1     5
 -6.5478499780981902E-01 a       861     0    58     1     6
 -9.7237105184134243E-01 a       862     0    58     1     7
  1.6061723493477993E+00 a       863     0    58     1     8
 -2.4562670815962275E-02 a       864     0    58     1     9
  8.4187545703175681E-01 a       865     0    58     1    10
 -5.0370892536939849E-01 a       866     0    58     1    11
  8.8275007962492180E-01 a       867     0    58     1    12
  2.1603825738193416E-03 a       868     0    58     1    13
 -2.4733113032715309E-01 a       869     0    58     1    14
 -1.7764847175436280E+00 a       870     0    58     1    15
  1.0404744744456313E+00 a       871     0    59     1     1
 -8.5842768204768927E-01 a       872     0    59     1     2
  2.3094905870422915E+00 a       873     0    59     1     3
 -1.4225410249242454E+00 a       874     0    59     1     4
 -6.9387420369674513E-01 a       875     0    59     1     5
 -9.4860335056930867E-01 a       876     0    59     1     6
  8.6127830319644194E-01 a       877     0    59     1     7
  7.5097954514697252E-01 a       878     0    59     1     8
 -1.4436338431221214E+00 a       879     0    59     1     9
  5.3919893982203126E-01 a       880     0    59     1    10
 -1.2648946089446195E-01 a       881     0    59     1    11
  1.9537060471254835E+00 a       882     0    59     1    12
  3.2610652673895579E-01 a       883     0    59     1    13
  2.4504844510186006E+00 a       884     0    59     1    14
  5.9111934141843603E-01 a       885     0    59     1    15
  2.6570284126566790E+00 a       886     0    60     1     1
  7.1355479446590653E-01 a       887     0    60     1     2
 -4.9832813378520530E-01 a       888     0    60     1     3
 -8.5592801109672423E-01 a       889     0    60     1     4
  2.5117538900040748E-01 a       890     0    60     1     5
  1.7574031748706659E-01 a       891     0    60     1     6
  1.4167946571609025E+00 a       892     0    60     1     7
  1.5625545799120411E+00 a       893     0    60     1     8
  2.1820106783166668E+00 a       894     0    60     1     9
 -1.8507715539134315E+00 a       895     0    60     1    10
  1.2220266363905370E+00 a       896     0    60     1    11
 -2.1081717990137943E+00 a       897     0    60     1    12
 -1.3040930672939313E+00 a       898     0    60     1    13
 -1.3164421085462628E+00 a       899     0    60     1    14
 -1.5269737930228985E-01 a       900     0    60     1    15
  1.5696896218584271E+00 a       901     0    61     1     1
  2.6600537116207473E-01 a       902     0    61     1     2
 -8.7066024281243926E-01 a       903     0    61     1     3
  1.5873697741178325E+00 a       904     0    61     1     4
  3.8862426914277515E-01 a       905     0    61     1     5
 -1.8316782193629770E+00 a       906     0    61     1     6
  2.6235270994932058E+00 a       907     0    61     1     7
 -1.9946324431289078E+00 a       908     0    61     1     8
 -2.7830491555258239E+00 a       909     0    61     1     9
  1.6886194553316840E+00 a       910     0    61     1    10
 -1.0605423949087691E+00 a       911     0    61     1    11
 -3.0356570626765428E-01 a       912     0    61     1    12
 -2.5990691366667606E+00 a       913     0    61     1    13
  7.4714735207688654E-01 a       914     0    61     1    14
 -2.1582250977059143E+00 a       915     0    61     1    15
 -9.7498797220152367E-01 a       916     0    62     1     1
  7.7286160749970656E-01 a       917     0    62     1     2
 -3.2393945919199973E+00 a       918     0    62     1     3
 -8.5175792788840488E-01 a       919     0    62     1     4
 -2.4971782224658570E-01 a       920     0    62     1     5
 -2.6792091402788404E-01 a       921     0    62     1     6
 -5.8793933286842737E-01 a       922     0    62     1     7
 -2.1381302392277846E+00 a       923     0    62     1     8
 -8.2962139976101912E-01 a       924     0    62     1     9
  5.0190618406536602E-01 a       925     0    62     1    10
  9.1846620313076333E-02 a       926     0    62     1    11
  1.1844672759259585E+00 a       927     0    62     1    12
  1.9004469401507345E+00 a       928     0    62     1    13
 -4.5431447144187964E-01 a       929     0    62     1    14
  2.8134409871849795E+00 a       930     0    62     1    15
 -1.7485152569843272E+00 a       931     0    63     1     1
  5.0112117785227017E-01 a       932     0    63     1     2
  1.0117116629851106E+00 a       933     0    63     1     3
 -5.0864448674555141E-01 a       934     0    63     1     4
 -7.6504614755401490E-01 a       935     0    63     1     5
 -2.9024342011011868E+00 a       936     0    63     1     6
  6.8462123071444303E-01 a       937     0    63     1     7
  2.9546150026183744E+00 a       938     0    63     1     8
 -2.3338716674456642E-01 a       939     0    63     1     9
 -9.9054460835330038E-01 a       940     0    63     1    10
  7.2567565985563076E-01 a       941     0    63     1    11
  4.8579682121899481E-01 a       942     0    63     1    12
 -2.8501041450729261E+00 a       943     0    63     1    13
  3.5722969698936113E+00 a       944     0    63     1    14
  1.2914671020376312E+00 a       945     0    63     1    15
 -1.6021829915584991E+00 a       946     0    64     1     1
  2.2142785764736064E+00 a       947     0    64     1     2
  2.1452575168436190E+00 a       948     0    64     1     3
  3.3964547306736650E+00 a       949     0    64     1     4
  7.1075743747353659E-01 a       950     0    64     1     5
  1.9744948024461079E-01 a       951     0    64     1     6
  3.8962584185881322E-01 a       952     0    64     1     7
  4.8019111187813956E-01 a       953     0    64     1     8
 -1.2948296562443713E+00 a       954     0    64     1     9
  1.1473036289550373E+00 a       955     0    64     1    10
 -1.1902452390513683E+00 a       956     0    64     1    11
 -1.6573258010280689E-01 a       957     0    64     1    12
  3.9907273992897538E+00 a       958     0    64     1    13
  4.0896090195840556E-01 a       959     0    64     1    14
  1.6764407747890067E+00 a       960     0    64     1    15
  6.1544253956049755E-01 a       961     0    65     1     1
  1.6399153387339465E+00 a       962     0    65     1     2
  1.2674392385512639E-01 a       963     0    65     1     3
  2.7659507805299871E-01 a       964     0    65     1     4
 -4.5532991647022697E-01 a       965     0    65     1     5
  3.3706520389228811E-01 a       966     0    65     1     6
  2.8089864938586201E-01 a       967     0    65     1     7
 -1.9662873486866808E-01 a       968     0    65     1     8
 -5.6583864667524608E-01 a       969     0    65     1     9
 -4.6166436002398514E-01 a       970     0    65     1    10
 -2.0313739342342672E+00 a       971     0    65     1    11
 -3.6174750622434476E-01 a       972     0    65     1    12
  1.5806018970297855E+00 a       973     0    65     1    13
 -1.0183190950790795E+00 a       974     0    65     1    14
 -6.0742426495105117E-01 a       975     0    65     1    15
 -2.8227077847018722E+00 a       976     0    66     1     1
 -1.2720115672767549E+00 a       977     0    66     1     2
  7.9105516864495740E-01 a       978     0    66     1     3
 -1.4496788513206411E+00 a       979     0    66     1     4
  4.0874162013540394E-01 a       980     0    66     1     5
  2.4600558265108674E+00 a       981     0    66     1     6
  1.0567537479638844E+00 a       982     0    66     1     7
 -2.4961520569303310E+00 a       983     0    66     1     8
  8.0296234751701179E-01 a       984     0    66     1     9
  2.9364995779032772E+00 a       985     0    66     1    10
  1.9339807569757383E+00 a       986     0    66     1    11
  1.0986919800568733E+00 a       987     0    66     1    12
 -1.9057092268670286E+00 a       988     0    66     1    13
 -2.2660852894984700E-02 a       989     0    66     1    14
 -2.6825900003897540E-01 a       990     0    66     1    15
  2.0453651788255440E+00 a       991     0    67     1     1
  9.3880501093248614E-01 a       992     0    67     1     2
  4.8152980618092950E-01 a       993     0    67     1     3
  3.4253770321689553E-01 a       994     0    67     1     4
  6.9750726158304355E-01 a       995     0    67     1     5
 -1.5888891352316115E+00 a       996     0    67     1     6
  1.3860726451679195E+00 a       997     0    67     1     7
  8.0280453525605311E-01 a       998     0    67     1     8
 -1.3083344612541117E+00 a       999     0    67     1     9
  4.2764634830915782E-01 a      1000     0    67     1    10
 -2.1416610702277703E+00 a      1001     0    67     1    11
 -3.3276908702290525E-02 a      1002     0    67     1    12
 -4.7820903719635799E-01 a      1003     0    67     1    13
 -2.5303314571820223E+00 a      1004     0    67     1    14
 -5.6308086043506800E-01 a      1005     0    67     1    15
 -2.1440670958702119E+00 a      1006     0    68     1     1
  4.8849049538785505E-01 a      1007     0    68     1     2
  8.0518925421271581E-01 a      1008     0    68     1     3
 -9.4712301270064669E-01 a      1009     0    68     1     4
  1.1478059821377924E+00 a      1010     0    68     1     5
  1.5188902180694966E-01 a      1011     0    68     1     6
 -5.4231221373120619E-01 a      1012     0    68     1     7
 -9.5741279114666344E-02 a      1013     0    68     1     8
  5.5177902329782424E-01 a      1014     0    68     1     9
  8.3052118043927287E-02 a      1015     0    68     1    10
  2.6291424143268007E+00 a      1016     0    68     1    11
 -4.8541587614540144E-01 a      1017     0    68     1    12
  1.0742309516411447E-01 a      1018     0    68     1    13
  2.3229110638463899E+00 a      1019     0    68     1    14
  2.5867934768800144E-01 a      1020     0    68     1    15
  8.2360103507481219E-01 a      1021     0    69     1     1
 -9.0637877230912256E-01 a      1022     0    69     1     2
 -2.4901535499726011E+00 a      1023     0    69     1     3
  6.1223611890884844E-01 a      1024     0    69     1     4
 -2.2454653410291585E+00 a      1025     0    69     1     5
  2.5096516884487712E+00 a      1026     0    69     1     6
 -1.3360061909216767E+00 a      1027     0    69     1     7
 -1.2813186374265666E+00 a      1028     0    69     1     8
  3.4446059006532179E-02 a      1029     0    69     1     9
 -1.7669334241768124E+00 a      1030     0    69     1    10
  1.2970829794475036E+00 a      1031     0    69     1    11
 -1.5921274047676117E+00 a      1032     0    69     1    12
  1.5281995099000971E+00 a      1033     0    69     1    13
 -8.2288945136835356E-01 a      1034     0    69     1    14
  5.0662378372810435E-01 a      1035     0    69     1    15
  8.4169238942705482E-01 a      1036     0    70     1     1
 -1.3185201234504962E-01 a      1037     0    70     1     2
 -1.8745308378108596E+00 a      1038     0    70     1     3
 -7.1138535885713650E-01 a      1039     0    70     1     4
 -1.2290191904535466E-01 a      1040     0    70     1     5
  5.4603648884769729E-01 a      1041     0    70     1     6
 -1.9287832916282185E-01 a      1042     0    70     1     7
  7.9896307837071379E-01 a      1043     0    70     1     8
  1.0903427860854586E+00 a      1044     0    70     1     9
  1.1361173629143999E+00 a      1045     0    70     1    10
  1.0880320963636447E-01 a      1046     0    70     1    11
 -6.9227527693442092E-01 a      1047     0    70     1    12
 -1.9119755055610813E-01 a      1048     0    70     1    13
 -2.3804766116304182E-01 a      1049     0    70     1    14
 -1.1341034554457836E+00 a      1050     0    70     1    15
  8.8460683892312153E-01 a      1051     0    71     1     1
 -2.1673671960163961E-02 a      1052     0    71     1     2
  1.9913419695523396E+00 a      1053     0    71     1     3
 -1.6100718895625339E+00 a      1054     0    71     1     4
 -6.1721705951477157E-01 a      1055     0    71     1     5
  5.2344570434039817E-01 a      1056     0    71     1     6
  6.6202251127217171E-02 a      1057     0    71     1     7
  1.5468046864048279E+00 a      1058     0    71     1     8
 -7.7248881994547103E-01 a      1059     0    71     1     9
  2.8439569755376148E-01 a      1060     0    71     1    10
  1.3297975377774240E-01 a      1061     0    71     1    11
  6.5846859159081039E-01 a      1062     0    71     1    12
  4.6622795550041934E-01 a      1063     0    71     1    13
  4.6723299602651718E+00 a      1064     0    71     1    14
  7.4771224802463554E-01 a      1065     0    71     1    15
 -1.5673204782731356E+00 a      1066     0    72     1     1
