################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  1.3849824392737091E+00 a       512     0    35     1     2
  1.3032859007048940E+00 a       513     0    35     1     3
  1.6636239560446611E+00 a       514     0    35     1     4
 -1.2107318242399083E+00 a       515     0    35     1     5
 -2.1184550107410778E+00 a       516     0    35     1     6
  2.0930617050790706E-01 a       517     0    35     1     7
 -1.8694120210872194E+00 a       518     0    35     1     8
 -6.2986666133499303E-01 a       519     0    35     1     9
  2.1468427218352133E+00 a       520     0    35     1    10
 -1.8663617410019768E+00 a       521     0    35     1    11
  9.6914423658306248E-01 a       522     0    35     1    12
 -1.7763394606413346E-01 a       523     0    35     1    13
 -1.0800621112484905E+00 a       524     0    35     1    14
  9.1784079216841641E-01 a       525     0    35     1    15
 -4.1598417799134696E-01 a       526     0    36     1     1
 -2.4712504080582706E-01 a       527     0    36     1     2
  9.3634805734776316E-01 a       528     0    36     1     3
 -2.6316195363862076E-02 a       529     0    36     1     4
  3.6135395880961096E-01 a       530     0    36     1     5
 -2.1304264876233997E-01 a       531     0    36     1     6
  1.0369273504072576E+00 a       532     0    36     1     7
  4.9487560590704510E-01 a       533     0    36     1     8
  1.0244528752665877E-01 a       534     0    36     1     9
 -2.3017003995820815E+00 a       535     0    36     1    10
 -4.2364585191435689E-01 a       536     0    36     1    11
  1.0978755229593753E+00 a       537     0    36     1    12
  5.7947709280046866E-01 a       538     0    36     1    13
  3.1133094152035917E-01 a       539     0    36     1    14
  8.7449050609214496E-01 a       540     0    36     1    15
 -1.0326665743136709E+00 a       541     0    37     1     1
 -1.0734193727654451E+00 a       542     0    37     1     2
  4.5489095761359899E-03 a       543     0    37     1     3
  6.9880186895385721E-01 a       544     0    37     1     4
 -3.3592493007337026E-01 a       545     0    37     1     5
 -2.8877309295643794E-01 a       546     0    37     1     6
 -8.9300585293599277E-01 a       547     0    37     1     7
 -5.0097409786611447E-01 a       548     0    37     1     8
  1.2022465434467576E-02 a       549     0    37     1     9
  7.4428624614842376E-01 a       550     0    37     1    10
 -1.4507104381944771E-01 a       551     0    37     1    11
  1.6368753384199003E-01 a       552     0    37     1    12
  9.4022448298515915E-01 a       553     0    37     1    13
  9.7438118094452664E-01 a       554     0    37     1    14
 -5.3925075900288866E-01 a       555     0    37     1    15
  2.0047358602629290E+00 a       556     0    38     1     1
 -1.4420790379764773E-02 a       557     0    38     1     2
 -1.8073597598107238E+00 a       558     0    38     1     3
  2.3794429251798466E-01 a       559     0    38     1     4
  1.4341669589153931E+00 a       560     0    38     1     5
 -1.4203555981722229E+00 a       561     0    38     1     6
  2.8107097515665078E-02 a       562     0    38     1     7
 -2.5814789372914627E-02 a       563     0    38     1     8
 -2.4667718984767628E-01 a       564     0    38     1     9
  2.2356584462977094E+00 a       565     0    38     1    10
  4.5167496565340870E-01 a       566     0    38     1    11
  1.3207276744234162E+00 a       567     0    38     1    12
 -3.2124187638189650E-01 a       568     0    38     1    13
 -2.5150623989311711E+00 a       569     0    38     1    14
 -2.0887124800846308E+00 a       570     0    38     1    15
 -3.5087587494562493E+00 a       571     0    39     1     1
 -3.3198945812748676E-01 a       572     0    39     1     2
 -6.2774681122881582E-01 a       573     0    39     1     3
 -1.1436556923480834E+00 a       574     0    39     1     4
 -1.0439967620525936E+00 a       575     0    39     1     5
  1.5897616024472330E+00 a       576     0    39     1     6
  1.7931418774665644E+00 a       577     0    39     1     7
 -1.6757560901067420E-01 a       578     0    39     1     8
  9.3935804939580547E-01 a       579     0    39     1     9
 -1.5332748578007185E+00 a       580     0    39     1    10
 -5.8230485289185296E-01 a       581     0    39     1    11
 -2.4086721165016072E+00 a       582     0    39     1    12
 -8.1932167333855874E-02 a       583     0    39     1    13
  9.7189004189571127E-01 a       584     0    39     1    14
 -8.6708296437373808E-02 a       585     0    39     1    15
 -1.7814651148831029E+00 a       586     0    40     1     1
 -4.3635859469192789E-01 a       587     0    40     1     2
 -4.5180920551010256E-01 a       588     0    40     1     3
 -4.2942748224542904E-01 a       589     0    40     1     4
  1.2841228694074165E+00 a       590     0    40     1     5
  1.0901462012995422E+00 a       591     0    40     1     6
  6.7559610272261517E-01 a       592     0    40     1     7
 -1.8374502392381940E-02 a       593     0    40     1     8
  7.3000241250076603E-01 a       594     0    40     1     9
 -1.6999153168127683E+00 a       595     0    40     1    10
 -2.2576762652179432E+00 a       596     0    40     1    11
  1.6094614640973632E+00 a       597     0    40     1    12
 -1.9115397468262683E+00 a       598     0    40     1    13
  5.8841449128190892E-01 a       599     0    40     1    14
 -8.2400875457575817E-01 a       600     0    40     1    15
 -1.0550704011385479E+00 a       601     0    41     1     1
  1.9063264597091760E+00 a       602     0    41     1     2
  9.7994850135247458E-01 a       603     0    41     1     3
  7.1306607512617548E-01 a       604     0    41     1     4
  5.9629290588788209E-01 a       605     0    41     1     5
 -1.4926067018057172E+00 a       606     0    41     1     6
 -3.5643309447847160E-02 a       607     0    41     1     7
 -1.6414113721634491E+00 a       608     0    41     1     8
  7.5996489049143501E-01 a       609     0    41     1     9
  1.0806075950892200E+00 a       610     0    41     1    10
  1.0387827270026539E+00 a       611     0    41     1    11
 -1.0458184531577954E+00 a       612     0    41     1    12
  7.6956128846636640E-01 a       613     0    41     1    13
  2.0360011935871207E+00 a       614     0    41     1    14
  3.8362616462154120E-01 a       615     0    41     1    15
 -4.4028870066659509E-01 a       616     0    42     1     1
 -1.6215329229231407E-01 a       617     0    42     1     2
  3.3856423469532870E-01 a       618     0    42     1     3
 -6.6532431333548891E-01 a       619     0    42     1     4
 -1.7556182615759716E-01 a       620     0    42     1     5
  1.0710216902590579E+00 a       621     0    42     1     6
 -7.2495039568765052E-01 a       622     0    42     1     7
  6.5493447766712998E-01 a       623     0    42     1     8
  3.5660618819930406E-02 a       624     0    42     1     9
  3.0684219113011975E+00 a       625     0    42     1    10
  1.8928743419952390E+00 a       626     0    42     1    11
  1.5907541392356146E+00 a       627     0    42     1    12
  1.0247544537627544E+00 a       628     0    42     1    13
  4.9037564343156148E-01 a       629     0    42     1    14
 -4.2105820533499871E-01 a       630     0    42     1    15
 -1.4397115244738599E+00 a       631     0    43     1     1
 -7.6549685927622824E-01 a       632     0    43     1     2
  1.5690056844185278E+00 a       633     0    43     1     3
  1.6719273791332026E+00 a       634     0    43     1     4
  3.3272545427440592E-01 a       635     0    43     1     5
  3.0037565908651076E+00 a       636     0    43     1     6
  2.4444175570294152E-01 a       637     0    43     1     7
  1.2843589096920931E+00 a       638     0    43     1     8
  1.6413731884981548E+00 a       639     0    43     1     9
 -1.9543392569124024E-01 a       640     0    43     1    10
  2.2311307838368051E+00 a       641     0    43     1    11
  4.3074145754617910E-01 a       642     0    43     1    12
  2.1144333742005955E-01 a       643     0    43     1    13
 -6.1680622739359581E-01 a       644     0    43     1    14
  4.2869499596275782E+00 a       645     0    43     1    15
  3.6591331673819649E-01 a       646     0    44     1     1
  4.5316304042141553E-01 a       647     0    44     1     2
  4.9126121876874779E-01 a       648     0    44     1     3
  4.3213590518898176E-01 a       649     0    44     1     4
 -1.0260183539836214E+00 a       650     0    44     1     5
 -5.4440913536301339E-01 a       651     0    44     1     6
  6.7805966070992407E-01 a       652     0    44     1     7
 -3.9973178127003889E-01 a       653     0    44     1     8
  1.2033934235274482E+00 a       654     0    44     1     9
  1.2194435022628973E+00 a       655     0    44     1    10
  1.8466465359495552E+00 a       656     0    44     1    11
 -2.6682337407805163E+00 a       657     0    44     1    12
  3.4625578943910568E-01 a       658     0    44     1    13
 -1.2480751766463367E+00 a       659     0    44     1    14
  1.1297090997112633E+00 a       660     0    44     1    15
 -1.7180968496576426E-01 a       661     0    45     1     1
 -1.0714188950488499E+00 a       662     0    45     1     2
 -6.4027522014824467E-01 a       663     0    45     1     3
 -5.4610267449510153E-01 a       664     0    45     1     4
  1.6949340502999297E+00 a       665     0    45     1     5
  1.1122965070836931E-01 a       666     0    45     1     6
  1.6294910117063313E-01 a       667     0    45     1     7
 -1.2361119495868773E+00 a       668     0    45     1     8
  5.1820951879607779E-02 a       669     0    45     1     9
 -1.1382271679107392E+00 a       670     0    45     1    10
 -6.4796032138829340E-01 a       671     0    45     1    11
 -1.2502736097501106E+00 a       672     0    45     1    12
 -1.1042986162900703E+00 a       673     0    45     1    13
 -4.4144682291521931E-01 a       674     0    45     1    14
  1.3813581262354584E+00 a       675     0    45     1    15
  2.0690174992936949E+00 a       676     0    46     1     1
 -5.2417431790362090E-01 a       677     0    46     1     2
 -1.0149345058311183E+00 a       678     0    46     1     3
  1.3955783089318030E+00 a       679     0    46     1     4
 -1.7496710545841800E+00 a       680     0    46     1     5
  7.7148245514954727E-01 a       681     0    46     1     6
 -1.0590406797292884E+00 a       682     0    46     1     7
  1.4579264425932894E+00 a       683     0    46     1     8
  9.8269071660706619E-01 a       684     0    46     1     9
  1.1162673223847357E+00 a       685     0    46     1    10
  4.2902472120608142E+00 a       686     0    46     1    11
 -7.5887598304450288E-01 a       687     0    46     1    12
 -1.3292683199369275E+00 a       688     0    46     1    13
  1.3400360612050397E+00 a       689     0    46     1    14
 -2.0116560294341048E+00 a       690     0    46     1    15
 -4.4600276631314356E-01 a       691     0    47     1     1
 -2.4771533652640594E+00 a       692     0    47     1     2
 -5.1826973333910342E-01 a       693     0    47     1     3
 -2.6291734155164814E+00 a       694     0    47     1     4
  1.5078455111347515E+00 a       695     0    47     1     5
  1.7756382269058307E-01 a       696     0    47     1     6
  1.1541879550427128E+00 a       697     0    47     1     7
  1.7523797647809971E+00 a       698     0    47     1     8
  1.7987316257486105E-01 a       699     0    47     1     9
  4.2861870822221648E-01 a       700     0    47     1    10
 -3.3999417546298449E-01 a       701     0    47     1    11
 -1.2161350795965226E-02 a       702     0    47     1    12
 -2.0617485829734714E+00 a       703     0    47     1    13
  1.0892371164925403E+00 a       704     0    47     1    14
 -1.3428427395545479E+00 a       705     0    47     1    15
  1.0818845823415444E+00 a       706     0    48     1     1
 -1.7128302843079179E+00 a       707     0    48     1     2
  8.6808995098376251E-01 a       708     0    48     1     3
  5.7379626241240633E-01 a       709     0    48     1     4
  1.7853393208077577E+00 a       710     0    48     1     5
  2.1086926495161165E+00 a       711     0    48     1     6
 -1.4192788265976537E+00 a       712     0    48     1     7
  1.5859031560105532E+00 a       713     0    48     1     8
  5.9647171602965232E-01 a       714     0    48     1     9
 -1.7631119138088056E-02 a       715     0    48     1    10
 -8.7797397247672726E-01 a       716     0    48     1    11
  1.5240005457734511E+00 a       717     0    48     1    12
  8.1291716911319190E-01 a       718     0    48     1    13
 -2.8196464877015448E-01 a       719     0    48     1    14
  1.1121117142597319E+00 a       720     0    48     1    15
 -3.9099270376499157E-01 a       721     0    49     1     1
 -6.9885389511089779E-01 a       722     0    49     1     2
  8.5244844188706281E-01 a       723     0    49     1     3
 -2.0752412413626913E+00 a       724     0    49     1     4
  4.3533087634795609E-01 a       725     0    49     1     5
  9.3293777633713837E-01 a       726     0    49     1     6
 -2.2360483036216703E+00 a       727     0    49     1     7
  8.8927566110970885E-02 a       728     0    49     1     8
  8.9838907815915847E-01 a       729     0    49     1     9
  4.4830379538386422E-03 a       730     0    49     1    10
  9.2095012100710771E-01 a       731     0    49     1    11
  1.4887154054466716E+00 a       732     0    49     1    12
 -1.4247832504988585E+00 a       733     0    49     1    13
 -2.1247932535120206E-01 a       734     0    49     1    14
  7.6362976192216092E-01 a       735     0    49     1    15
 -4.3676600766781576E-01 a       736     0    50     1     1
 -6.6402232594481414E-01 a       737     0    50     1     2
  2.3266512675641100E+00 a       738     0    50     1     3
 -7.7879072355062740E-01 a       739     0    50     1     4
 -6.5646153849503563E-01 a       740     0    50     1     5
  1.0634292152961389E+00 a       741     0    50     1     6
 -4.0910104742991482E-01 a       742     0    50     1     7
  1.5033568265595781E-01 a       743     0    50     1     8
 -1.1735726133470405E+00 a       744     0    50     1     9
 -1.2909533137503577E+00 a       745     0    50     1    10
 -1.2658813031158258E+00 a       746     0    50     1    11
 -4.0252411334947941E-01 a       747     0    50     1    12
  1.1749068412856145E+00 a       748     0    50     1    13
  9.7721820817002436E-01 a       749     0    50     1    14
  4.6598166963158483E-01 a       750     0    50     1    15
  5.6030258943799460E-01 a       751     0    51     1     1
  3.2478877525699201E-01 a       752     0    51     1     2
 -5.3724038715288769E-01 a       753     0    51     1     3
 -6.4084685397790841E-01 a       754     0    51     1     4
  7.8038710960229574E-01 a       755     0    51     1     5
  1.2201901496386522E+00 a       756     0    51     1     6
 -1.5259874702665706E+00 a       757     0    51     1     7
 -1.6243165957505670E+00 a       758     0    51     1     8
 -1.2487062943338272E+00 a       759     0    51     1     9
  1.0921916301256449E+00 a       760     0    51     1    10
  5.3163931249634255E-01 a       761     0    51     1    11
  1.2621525051417777E+00 a       762     0    51     1    12
  5.7615840907672933E-01 a       763     0    51     1    13
  6.3472795802959658E-01 a       764     0    51     1    14
 -2.0352979871411223E-01 a       765     0    51     1    15
 -1.0348842969519221E+00 a       766     0    52     1     1
  5.1366784811340760E-01 a       767     0    52     1     2
  1.0702144445422297E+00 a       768     0    52     1     3
 -3.7726432636227107E+00 a       769     0    52     1     4
  1.2267483770198231E+00 a       770     0    52     1     5
 -1.4246984505011606E+00 a       771     0    52     1     6
  1.6227967513944777E+00 a       772     0    52     1     7
 -1.3075102376806929E+00 a       773     0    52     1     8
 -9.9842570880317116E-01 a       774     0    52     1     9
  2.3290692601203897E+00 a       775     0    52     1    10
 -1.4667805957063624E+00 a       776     0    52     1    11
  1.9993673704955869E-01 a       777     0    52     1    12
  1.6284487948761115E+00 a       778     0    52     1    13
 -1.3919567662585528E+00 a       779     0    52     1    14
  3.8013164051575199E-01 a       780     0    52     1    15
 -2.8130327499137076E-03 a       781     0    53     1     1
  1.1178059219659373E+00 a       782     0    53     1     2
  7.4843083991597159E-01 a       783     0    53     1     3
 -3.0122391962073286E-01 a       784     0    53     1     4
 -9.7624715544795482E-01 a       785     0    53     1     5
 -3.9474629293185559E-01 a       786     0    53     1     6
 -1.1302909064648465E+00 a       787     0    53     1     7
 -7.4358896840901134E-01 a       788     0    53     1     8
 -6.5090975934283968E-01 a       789     0    53     1     9
 -1.7812864431952263E-01 a       790     0    53     1    10
 -1.7636122793832001E+00 a       791     0    53     1    11
  4.0535540417860932E-01 a       792     0    53     1    12
  1.0062407301772099E-01 a       793     0    53     1    13
  9.1519732417699984E-01 a       794     0    53     1    14
  5.0402156476109428E-01 a       795     0    53     1    15
 -6.7549651953479617E-02 a       796     0    54     1     1
 -7.6891750940355608E-01 a       797     0    54     1     2
  6.4329908817391712E-01 a       798     0    54     1     3
  9.9635013068755263E-01 a       799     0    54     1     4
 -1.6374995567383723E+00 a       800     0    54     1     5
 -1.3022423549264166E+00 a       801     0    54     1     6
 -8.2730165126412847E-02 a       802     0    54     1     7
  8.3465680261053915E-02 a       803     0    54     1     8
 -5.1480603722671070E-01 a       804     0    54     1     9
  1.6523765353289850E+00 a       805     0    54     1    10
  1.5479692287445119E+00 a       806     0    54     1    11
  8.3957744725480776E-01 a       807     0    54     1    12
  5.7322032771486708E-01 a       808     0    54     1    13
  3.1185410080540903E+00 a       809     0    54     1    14
 -1.6642118554591432E+00 a       810     0    54     1    15
  9.6077583574997250E-01 a       811     0    55     1     1
  1.1852668699881014E-01 a       812     0    55     1     2
  7.6320119220852123E-01 a       813     0    55     1     3
 -1.7268499026568018E+00 a       814     0    55     1     4
  2.5661837640457907E-01 a       815     0    55     1     5
  1.2824669038064251E+00 a       816     0    55     1     6
 -5.5873474866572370E-01 a       817     0    55     1     7
  1.0645160243336973E+00 a       818     0    55     1     8
 -7.9180049142685949E-02 a       819     0    55     1     9
 -2.4267842523486416E-01 a       820     0    55     1    10
  8.8408036164404336E-01 a       821     0    55     1    11
  1.3787548061303532E+00 a       822     0    55     1    12
  1.8826654950473578E+00 a       823     0    55     1    13
 -1.5158999496172720E+00 a       824     0    55     1    14
  4.9225896825981641E-01 a       825     0    55     1    15
 -1.8968203838011066E-02 a       826     0    56     1     1
 -5.5894157357487240E-01 a       827     0    56     1     2
  1.5132983105370037E+00 a       828     0    56     1     3
 -9.3337114243813835E-01 a       829     0    56     1     4
 -8.6779257816816979E-01 a       830     0    56     1     5
  8.8137451619168983E-01 a       831     0    56     1     6
 -6.2421263269997307E-01 a       832     0    56     1     7
 -1.2936977360743454E-01 a       833     0    56     1     8
  7.9212069629533710E-01 a       834     0    56     1     9
 -2.4657609392897561E+00 a       835     0    56     1    10
 -1.7232735335984068E+00 a       836     0    56     1    11
 -1.3216185203349803E-01 a       837     0    56     1    12
 -8.1135256590518390E-01 a       838     0    56     1    13
  5.3063203135481585E-01 a       839     0    56     1    14
  1.8956893124117230E-01 a       840     0    56     1    15
 -4.1650384740128228E+00 a       841     0    57     1     1
  8.4171029642254380E-01 a       842     0    57     1     2
  5.6719007941230282E-01 a       843     0    57     1     3
  6.3747715793514759E-01 a       844     0    57     1     4
  1.3041954939773208E+00 a       845     0    57     1     5
 -1.6017682996998812E+00 a       846     0    57     1     6
 -2.8022025227670451E+00 a       847     0    57     1     7
 -1.4383214908185462E+00 a       848     0    57     1     8
 -8.5234017168739251E-01 a       849     0    57     1     9
 -6.4123448894181556E-01 a       850     0    57     1    10
 -1.7291330882639880E-01 a       851     0    57     1    11
  1.1716032187491296E+00 a       852     0    57     1    12
 -9.0518789144501940E-02 a       853     0    57     1    13
 -1.1016168703954867E+00 a       854     0    57     1    14
  1.0663832591157454E+00 a       855     0    57     1    15
  1.0550206794584791E+00 a       856     0    58     1     1
  6.0146780657209142E-01 a       857     0    58     1     2
  1.3986461820618732E+00 a       858     0    58     1     3
 -6.2894561882780187E-01 a       859     0    58     1     4
 -9.2912512198864017E-01 a       860     0    58     1     5
 -3.2168229488216193E-01 a       861     0    58     1     6
 -4.1575677716752774E-01 a       862     0    58     1     7
  1.8333712983728088E+00 a       863     0    58     1     8
 -5.3044706453153168E-01 a       864     0    58     1     9
  1.7036317812124274E-01 a       865     0    58     1    10
  1.7674363968122370E-01 a       866     0    58     1    11
 -7.7183863635257510E-01 a       867     0    58     1    12
  1.2691546011492925E+00 a       868     0    58     1    13
  9.8832061844211405E-01 a       869     0    58     1    14
  8.8827104036042970E-01 a       870     0    58     1    15
 -1.8915691539361668E+00 a       871     0    59     1     1
  5.6025916055772351E-01 a       872     0    59     1     2
  1.1667657917798708E+00 a       873     0    59     1     3
 -6.6602484348345226E-01 a       874     0    59     1     4
  1.7683713104806861E-02 a       875     0    59     1     5
  1.9904364410126774E+00 a       876     0    59     1     6
 -2.8471542183376608E-01 a       877     0    59     1     7
  4.2825858528159277E-01 a       878     0    59     1     8
  3.2390919462484435E-01 a       879     0    59     1     9
 -1.3911702012363700E+00 a       880     0    59     1    10
 -7.9577839190143806E-01 a       881     0    59     1    11
  6.6160101104147728E-01 a       882     0    59     1    12
 -6.8594726667680439E-01 a       883     0    59     1    13
 -4.8782912598659689E-03 a       884     0    59     1    14
  1.6818854321762478E+00 a       885     0    59     1    15
 -7.2728274086922928E-01 a       886     0    60     1     1
 -4.6543205803171700E-01 a       887     0    60     1     2
  4.4630402171031791E-01 a       888     0    60     1     3
 -2.0949438796805073E+00 a       889     0    60     1     4
  2.0135486882861646E+00 a       890     0    60     1     5
 -3.8207046721556082E-01 a       891     0    60     1     6
 -7.7742356792653700E-01 a       892     0    60     1     7
 -6.8124942684099254E-01 a       893     0    60     1     8
  8.1535874323392032E-01 a       894     0    60     1     9
 -3.5066978438200447E-01 a       895     0    60     1    10
  1.3939005766517139E+00 a       896     0    60     1    11
 -3.8330081397795518E-01 a       897     0    60     1    12
 -4.5305123816138099E-01 a       898     0    60     1    13
 -7.7261489469594480E-01 a       899     0    60     1    14
 -9.8105337096561232E-02 a       900     0    60     1    15
 -4.7939512950180552E-01 a       901     0    61     1     1
  1.2119714336399125E-01 a       902     0    61     1     2
 -5.6295043432400660E-02 a       903     0    61     1     3
 -1.0018966803006322E+00 a       904     0    61     1     4
  1.8486895552822422E+00 a       905     0    61     1     5
  5.2343660430528605E-01 a       906     0    61     1     6
 -1.7048220495737811E+00 a       907     0    61     1     7
 -1.4500118180357620E+00 a       908     0    61     1     8
  1.4343087666475938E+00 a       909     0    61     1     9
  1.6398084929292680E+00 a       910     0    61     1    10
 -1.3668207934164180E+00 a       911     0    61     1    11
 -9.0264978319290012E-01 a       912     0    61     1    12
 -1.9762322202038549E+00 a       913     0    61     1    13
  1.5821628516700519E+00 a       914     0    61     1    14
  4.5995473890926752E-01 a       915     0    61     1    15
  7.5339041277039309E-01 a       916     0    62     1     1
  8.5594234631361010E-02 a       917     0    62     1     2
 -2.8992505714463218E-01 a       918     0    62     1     3
 -1.5972652111486199E-03 a       919     0    62     1     4
 -1.1388935881384682E-01 a       920     0    62     1     5
 -1.3987246239689528E+00 a       921     0    62     1     6
  1.3097153809430688E+00 a       922     0    62     1     7
 -2.5481122688834390E-01 a       923     0    62     1     8
 -1.6328799407681220E+00 a       924     0    62     1     9
  1.9890873064934065E+00 a       925     0    62     1    10
 -1.4671009668360352E-01 a       926     0    62     1    11
  5.7990276805610907E-01 a       927     0    62     1    12
  1.5451467135056424E-01 a       928     0    62     1    13
  1.9254203962495358E+00 a       929     0    62     1    14
  2.2508205675468962E+00 a       930     0    62     1    15
  4.9912765246009947E+00 a       931     0    63     1     1
 -4.5551609208959509E-01 a       932     0    63     1     2
 -5.8747948708441233E-01 a       933     0    63     1     3
 -3.1287853263078746E-01 a       934     0    63     1     4
  9.0662991998483444E-01 a       935     0    63     1     5
 -5.2312897802613278E-03 a       936     0    63     1     6
  2.1672003198288814E+00 a       937     0    63     1     7
  2.8224609669053219E-01 a       938     0    63     1     8
  4.9786628154781298E-01 a       939     0    63     1     9
  7.4865623536594228E-01 a       940     0    63     1    10
 -1.0842768643274947E+00 a       941     0    63     1    11
  4.4468797237530344E-01 a       942     0    63     1    12
 -1.1179119908360962E+00 a       943     0    63     1    13
 -1.7705078748306169E+00 a       944     0    63     1    14
 -1.8301899320988004E+00 a       945     0    63     1    15
  1.1023625023801749E+00 a       946     0    64     1     1
  1.7976065433139210E-01 a       947     0    64     1     2
 -1.5295164733013946E+00 a       948     0    64     1     3
  1.6922552550662342E+00 a       949     0    64     1     4
 -2.2643454979563278E+00 a       950     0    64     1     5
 -1.4435458091495730E+00 a       951     0    64     1     6
 -2.6380769334607796E+00 a       952     0    64     1     7
 -5.3927565450983361E-01 a       953     0    64     1     8
  5.2580174100141042E-01 a       954     0    64     1     9
  9.8722295216095457E-01 a       955     0    64     1    10
  2.2681017302664732E+00 a       956     0    64     1    11
 -1.5174895810217122E+00 a       957     0    64     1    12
  3.2873504694279045E+00 a       958     0    64     1    13
  1.1372840770496837E-01 a       959     0    64     1    14
  2.5757870189825810E-01 a       960     0    64     1    15
  2.9443207194663024E-01 a       961     0    65     1     1
 -1.0312028940587969E+00 a       962     0    65     1     2
 -2.8848594706233097E+00 a       963     0    65     1     3
 -7.2451676084915995E-01 a       964     0    65     1     4
  1.5356207747971917E+00 a       965     0    65     1     5
  1.0996438584662185E-01 a       966     0    65     1     6
  1.2302487154421449E+00 a       967     0    65     1     7
  2.4610171068573861E+00 a       968     0    65     1     8
 -7.5614529605902281E-01 a       969     0    65     1     9
  1.7303703738749951E-01 a       970     0    65     1    10
  1.8018942611077093E+00 a       971     0    65     1    11
 -6.2429269725570669E-01 a       972     0    65     1    12
 -2.3947090936013304E-01 a       973     0    65     1    13
 -2.4424828174440560E+00 a       974     0    65     1    14
 -5.8339366018999972E-01 a       975     0    65     1    15
  1.2635716043568483E+00 a       976     0    66     1     1
 -1.8024068157505263E-01 a       977     0    66     1     2
 -6.0360619500745227E-01 a       978     0    66     1     3
  1.0655790126500549E-01 a       979     0    66     1     4
 -1.1784723976182276E+00 a       980     0    66     1     5
 -2.2441260376163545E+00 a       981     0    66     1     6
 -1.0461526500058418E+00 a       982     0    66     1     7
  4.3158836716294174E-01 a       983     0    66     1     8
 -4.2289382848412577E-01 a       984     0    66     1     9
  1.7524743171004549E+00 a       985     0    66     1    10
 -7.2189248042143139E-01 a       986     0    66     1    11
 -9.4631376159092492E-02 a       987     0    66     1    12
  5.7032030194519656E-01 a       988     0    66     1    13
  2.0834208453135448E+00 a       989     0    66     1    14
 -3.5354939941184815E-01 a       990     0    66     1    15
  1.2444194306479224E+00 a       991     0    67     1     1
 -1.1494459907233692E-01 a       992     0    67     1     2
  4.5974849919230720E-01 a       993     0    67     1     3
 -1.7658182257715467E+00 a       994     0    67     1     4
  1.9820636145161246E+00 a       995     0    67     1     5
  1.1794790272830777E+00 a       996     0    67     1     6
 -1.0079332138345860E+00 a       997     0    67     1     7
  5.3707423989595782E-01 a       998     0    67     1     8
  9.1106922457389861E-01 a       999     0    67     1     9
 -1.1104880272827409E+00 a      1000     0    67     1    10
  7.7429754847256727E-01 a      1001     0    67     1    11
  3.5517152139191860E-01 a      1002     0    67     1    12
  1.8412467075963459E+00 a      1003     0    67     1    13
 -2.9070469068507054E+00 a      1004     0    67     1    14
 -2.0003090006966129E-01 a      1005     0    67     1    15
 -1.2911729314518763E-01 a      1006     0    68     1     1
 -3.5137957011806331E-01 a      1007     0    68     1     2
 -1.5499170956626854E-01 a      1008     0    68     1     3
 -6.6060441934084868E-01 a      1009     0    68     1     4
 -9.5278917768340465E-01 a      1010     0    68     1     5
 -3.1674608483461798E-02 a      1011     0    68     1     6
 -1.1449819355311242E+00 a      1012     0    68     1     7
  8.9752413196170178E-01 a      1013     0    68     1     8
  1.2531859714385059E+00 a      1014     0    68     1     9
 -2.5298993455239644E+00 a      1015     0    68     1    10
 -2.1086471142931802E+00 a      1016     0    68     1    11
 -2.2573017451998853E-01 a      1017     0    68     1    12
 -1.2260237006439854E+00 a      1018     0    68     1    13
 -4.9400538350717405E-01 a      1019     0    68     1    14
 -1.0035296594170084E+00 a      1020     0    68     1    15
 -3.4456462647871851E+00 a      1021     0    69     1     1
  8.8779744880356337E-01 a      1022     0    69     1     2
  1.9621880206130726E-01 a      1023     0    69     1     3
  1.4222590054913851E+00 a      1024     0    69     1     4
  9.9017930539614196E-01 a      1025     0    69     1     5
 -1.0418812973202782E+00 a      1026     0    69     1     6
 -1.2395356686669450E+00 a      1027     0    69     1     7
 -2.6711868960578522E-01 a      1028     0    69     1     8
 -1.6564321222314393E+00 a      1029     0    69     1     9
 -1.4664497027429174E-01 a      1030     0    69     1    10
 -9.3671007114102378E-01 a      1031     0    69     1    11
 -2.5678277489504986E-01 a      1032     0    69     1    12
  1.7949900940866292E-02 a      1033     0    69     1    13
 -9.0224358855108955E-01 a      1034     0    69     1    14
  1.9822810283840948E+00 a      1035     0    69     1    15
 -6.0982972226189702E-01 a      1036     0    70     1     1
  3.1583266023008350E-01 a      1037     0    70     1     2
  8.9184097527911121E-01 a      1038     0    70     1     3
 -1.0798811037633538E+00 a      1039     0    70     1     4
 -7.0090595001514377E-01 a      1040     0    70     1     5
 -1.0911508130873331E-01 a      1041     0    70     1     6
  1.2282875909417046E+00 a      1042     0    70     1     7
  3.1252057462698429E-01 a      1043     0    70     1     8
 -2.2322900009353025E-01 a      1044     0    70     1     9
  8.0585509445363901E-01 a      1045     0    70     1    10
  9.3730559551935921E-01 a      1046     0    70     1    11
  6.3671133710195438E-01 a      1047     0    70     1    12
  2.6694059677350979E-01 a      1048     0    70     1    13
