################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  1.9038178558930334E+00 a       530     0    36     1     5
  7.2960204581132115E-01 a       531     0    36     1     6
 -1.7278248209543137E+00 a       532     0    36     1     7
  1.3814136477403280E+00 a       533     0    36     1     8
  9.2219930733347211E-01 a       534     0    36     1     9
  1.2147401862585614E+00 a       535     0    36     1    10
  1.0571262174466733E+00 a       536     0    36     1    11
  1.2536342111692993E+00 a       537     0    36     1    12
  6.3277556219732731E-02 a       538     0    36     1    13
 -1.6238589943579900E+00 a       539     0    36     1    14
 -1.7432176068187577E+00 a       540     0    36     1    15
 -2.2978053486946387E-01 a       541     0    37     1     1
  1.1435909792112857E+00 a       542     0    37     1     2
 -6.4374581039494908E-02 a       543     0    37     1     3
  4.1622957269669691E-02 a       544     0    37     1     4
 -3.0056026517567297E-01 a       545     0    37     1     5
 -3.3912064078212478E-01 a       546     0    37     1     6
  5.0427729054999711E-03 a       547     0    37     1     7
 -1.4308389488572359E-01 a       548     0    37     1     8
 -7.1381851104193617E-01 a       549     0    37     1     9
 -3.8883046635192697E-01 a       550     0    37     1    10
 -1.4555727761633785E-01 a       551     0    37     1    11
  7.1551463776709068E-01 a       552     0    37     1    12
  1.3403892240654474E+00 a       553     0    37     1    13
 -1.2907741635674779E+00 a       554     0    37     1    14
  5.5280590899044790E-01 a       555     0    37     1    15
  1.3891130510705438E+00 a       556     0    38     1     1
  2.0088825770894352E+00 a       557     0    38     1     2
  1.4927198439795056E-01 a       558     0    38     1     3
 -1.7927010473265668E+00 a       559     0    38     1     4
  5.5919092760782474E-01 a       560     0    38     1     5
  1.0240971676200223E+00 a       561     0    38     1     6
  1.7106457483354114E+00 a       562     0    38     1     7
  7.8302626755128155E-02 a       563     0    38     1     8
  1.4303510177789589E+00 a       564     0    38     1     9
  4.7397487060777033E-01 a       565     0    38     1    10
 -2.4287540133937115E-02 a       566     0    38     1    11
  4.5122094617734490E-02 a       567     0    38     1    12
  6.3840139115258354E-01 a       568     0    38     1    13
 -1.1732088260973996E+00 a       569     0    38     1    14
  6.9139900159906742E-01 a       570     0    38     1    15
 -2.9312032086615325E-01 a       571     0    39     1     1
 -1.0820857127397305E+00 a       572     0    39     1     2
  1.1844566057296908E+00 a       573     0    39     1     3
 -1.0585284402133552E+00 a       574     0    39     1     4
  1.8086859741810728E+00 a       575     0    39     1     5
  4.5987442892984653E-01 a       576     0    39     1     6
 -3.3143680746234819E-02 a       577     0    39     1     7
  2.5116029759160380E-01 a       578     0    39     1     8
  1.0092969871412167E+00 a       579     0    39     1     9
 -8.8437259686436909E-01 a       580     0    39     1    10
  7.4130352027610680E-01 a       581     0    39     1    11
 -1.5834875689673844E-02 a       582     0    39     1    12
 -1.3725860200497303E-01 a       583     0    39     1    13
  1.4039618419122726E+00 a       584     0    39     1    14
  9.1673263410979300E-01 a       585     0    39     1    15
 -1.0375919673343830E+00 a       586     0    40     1     1
  8.1303819644280173E-01 a       587     0    40     1     2
  6.0235591310491676E-01 a       588     0    40     1     3
  3.1410608286275499E-01 a       589     0    40     1     4
  1.6038121065524293E+00 a       590     0    40     1     5
  1.8384468292581149E+00 a       591     0    40     1     6
  4.1218774107498826E+00 a       592     0    40     1     7
  3.4892148802659467E-01 a       593     0    40     1     8
  7.6866350553617624E-01 a       594     0    40     1     9
  1.8569561913290993E+00 a       595     0    40     1    10
 -2.0664894305810833E-01 a       596     0    40     1    11
  1.3463694136897939E+00 a       597     0    40     1    12
 -9.2952711803564481E-01 a       598     0    40     1    13
 -5.4381585143511957E-01 a       599     0    40     1    14
 -9.1743589568971584E-01 a       600     0    40     1    15
 -1.5526519670585462E-01 a       601     0    41     1     1
 -1.2847265210547254E+00 a       602     0    41     1     2
  7.3478033358643377E-02 a       603     0    41     1     3
 -1.3143661151642352E+00 a       604     0    41     1     4
 -6.1697554683799949E-01 a       605     0    41     1     5
 -2.2388319443964513E-01 a       606     0    41     1     6
 -1.1611643172204116E+00 a       607     0    41     1     7
 -3.0742802507440512E+00 a       608     0    41     1     8
 -5.4626112742934385E-01 a       609     0    41     1     9
 -8.8255616147634797E-01 a       610     0    41     1    10
  3.3861198116686714E-01 a       611     0    41     1    11
  2.0544136049403716E-01 a       612     0    41     1    12
 -1.0041225484188157E+00 a       613     0    41     1    13
 -3.3404813884496509E-01 a       614     0    41     1    14
  8.5074121281868165E-01 a       615     0    41     1    15
 -1.8567542106778379E-01 a       616     0    42     1     1
 -5.8029099357423231E-01 a       617     0    42     1     2
  1.6185585630119725E+00 a       618     0    42     1     3
  1.0212137323909853E+00 a       619     0    42     1     4
 -3.9503583676601550E-01 a       620     0    42     1     5
  2.3679451328620176E+00 a       621     0    42     1     6
  7.9819406131394544E-02 a       622     0    42     1     7
  9.1858041847787085E-03 a       623     0    42     1     8
  5.0645302231362133E-01 a       624     0    42     1     9
  2.2592639512318704E+00 a       625     0    42     1    10
  9.5603663047832466E-01 a       626     0    42     1    11
  6.9739652342839598E-01 a       627     0    42     1    12
  8.7922426574912127E-01 a       628     0    42     1    13
  1.7636581423944981E+00 a       629     0    42     1    14
 -3.0952122233353180E-01 a       630     0    42     1    15
 -1.3261461886312911E+00 a       631     0    43     1     1
 -4.8606244678130789E-01 a       632     0    43     1     2
 -2.7388602164038289E-01 a       633     0    43     1     3
 -1.2258743117018960E+00 a       634     0    43     1     4
  9.9588879426594312E-01 a       635     0    43     1     5
 -6.3522837484920358E-01 a       636     0    43     1     6
 -5.1165266423661515E-01 a       637     0    43     1     7
 -8.7390527779634380E-02 a       638     0    43     1     8
 -1.3219805814331187E+00 a       639     0    43     1     9
  6.2516974509506418E-01 a       640     0    43     1    10
 -2.7577579676869479E-01 a       641     0    43     1    11
 -2.1908493431281614E-01 a       642     0    43     1    12
 -1.8276196903486377E+00 a       643     0    43     1    13
 -1.9445773425732098E+00 a       644     0    43     1    14
  7.4677167849064663E-01 a       645     0    43     1    15
 -1.0224431823571680E+00 a       646     0    44     1     1
  3.1892925943814832E+00 a       647     0    44     1     2
 -5.7796229593842885E-01 a       648     0    44     1     3
 -1.0469175703579490E+00 a       649     0    44     1     4
  1.9350570034059569E+00 a       650     0    44     1     5
 -3.7366240647917376E-01 a       651     0    44     1     6
  8.2890571924777579E-01 a       652     0    44     1     7
 -6.0277983366326493E-01 a       653     0    44     1     8
  1.3171542812086308E+00 a       654     0    44     1     9
  1.9750395840103652E+00 a       655     0    44     1    10
  2.2366437800525285E-01 a       656     0    44     1    11
  3.6127822740906457E-01 a       657     0    44     1    12
 -1.7633134507977397E+00 a       658     0    44     1    13
 -7.4951485204116108E-01 a       659     0    44     1    14
  8.4949706270253478E-01 a       660     0    44     1    15
  1.9899150754050454E-01 a       661     0    45     1     1
 -6.5586561992555859E-01 a       662     0    45     1     2
 -1.3918186404231656E+00 a       663     0    45     1     3
 -1.8523748643873195E+00 a       664     0    45     1     4
  1.0138446520603037E+00 a       665     0    45     1     5
 -1.4829405833624336E+00 a       666     0    45     1     6
  1.4529868708880529E+00 a       667     0    45     1     7
  8.7466795276110076E-01 a       668     0    45     1     8
  5.8679364480941476E-01 a       669     0    45     1     9
  9.9118617675389753E-01 a       670     0    45     1    10
 -6.0516034239584893E-01 a       671     0    45     1    11
  1.4016586172431205E+00 a       672     0    45     1    12
 -6.9350348503095893E-01 a       673     0    45     1    13
 -1.0752820393284159E+00 a       674     0    45     1    14
 -3.3236430156525132E-01 a       675     0    45     1    15
 -7.7112058816431750E-01 a       676     0    46     1     1
 -3.0454188761319401E-01 a       677     0    46     1     2
 -7.9135977201365915E-01 a       678     0    46     1     3
 -1.5940354787315614E-01 a       679     0    46     1     4
 -5.4745300833284327E-01 a       680     0    46     1     5
 -1.5185093129684577E+00 a       681     0    46     1     6
 -1.1829675644056294E+00 a       682     0    46     1     7
 -3.6017742322908008E-01 a       683     0    46     1     8
 -9.0681351073049909E-01 a       684     0    46     1     9
 -7.0958727032582569E-01 a       685     0    46     1    10
  6.1964839974662000E-01 a       686     0    46     1    11
  1.6054929150140129E-01 a       687     0    46     1    12
 -9.3018360587387083E-01 a       688     0    46     1    13
 -1.3321926759976852E+00 a       689     0    46     1    14
  5.8648100085834209E-01 a       690     0    46     1    15
 -1.7199406316003194E+00 a       691     0    47     1     1
  2.6504515177171872E+00 a       692     0    47     1     2
  1.2068111292493373E-01 a       693     0    47     1     3
  3.2305122150560173E-01 a       694     0    47     1     4
 -2.9641759388831596E-01 a       695     0    47     1     5
 -6.2525503470989441E-01 a       696     0    47     1     6
 -4.7463289736376330E-01 a       697     0    47     1     7
  7.8389657573729055E-01 a       698     0    47     1     8
  4.6256042996263907E-01 a       699     0    47     1     9
 -8.6973499712246916E-01 a       700     0    47     1    10
 -2.0090777151067690E-01 a       701     0    47     1    11
  1.6050633673156658E+00 a       702     0    47     1    12
  1.7014628366364720E-01 a       703     0    47     1    13
 -2.6340261128831903E+00 a       704     0    47     1    14
 -2.2667807058672755E+00 a       705     0    47     1    15
 -2.3108941646169071E-01 a       706     0    48     1     1
  1.2707722212260937E+00 a       707     0    48     1     2
  6.3363231250920415E-01 a       708     0    48     1     3
  3.4854464870987667E+00 a       709     0    48     1     4
 -2.3768360346259021E+00 a       710     0    48     1     5
 -1.8420825278514679E+00 a       711     0    48     1     6
  1.7198219057451591E+00 a       712     0    48     1     7
 -6.9354354040183264E-01 a       713     0    48     1     8
  8.7287556126664223E-01 a       714     0    48     1     9
  4.4369143951483725E-03 a       715     0    48     1    10
 -3.2100591345786929E+00 a       716     0    48     1    11
 -7.6703462000448572E-02 a       717     0    48     1    12
 -1.4215883281752260E+00 a       718     0    48     1    13
  1.2689640358379961E+00 a       719     0    48     1    14
  1.2785955673021980E+00 a       720     0    48     1    15
  2.2634695005449870E-01 a       721     0    49     1     1
 -2.7741419250126320E+00 a       722     0    49     1     2
 -1.9702416026365399E+00 a       723     0    49     1     3
  1.0788841674919775E-01 a       724     0    49     1     4
 -3.6121052946898452E-01 a       725     0    49     1     5
 -9.0219792302260793E-01 a       726     0    49     1     6
  1.3644808956856230E-01 a       727     0    49     1     7
 -9.3288499868848196E-01 a       728     0    49     1     8
  2.0444235585215580E+00 a       729     0    49     1     9
 -3.3346387341637933E+00 a       730     0    49     1    10
 -1.2542565141339961E+00 a       731     0    49     1    11
 -1.2022388692925645E+00 a       732     0    49     1    12
 -2.5866070995599261E-01 a       733     0    49     1    13
 -5.0955921334822796E-01 a       734     0    49     1    14
 -1.0981205823598905E+00 a       735     0    49     1    15
  9.1501461580578269E-01 a       736     0    50     1     1
 -7.3245347140741679E-01 a       737     0    50     1     2
  2.9542379922170692E-01 a       738     0    50     1     3
  1.2407853353149409E-01 a       739     0    50     1     4
 -6.2649173547008474E-01 a       740     0    50     1     5
 -3.5667626620118453E-01 a       741     0    50     1     6
  1.1953655260049441E+00 a       742     0    50     1     7
  1.6102668583908959E+00 a       743     0    50     1     8
  1.7534666048251211E+00 a       744     0    50     1     9
  1.3687133289599354E+00 a       745     0    50     1    10
 -2.4894619049750499E+00 a       746     0    50     1    11
  1.5843728317897314E+00 a       747     0    50     1    12
 -5.0708437075628787E-01 a       748     0    50     1    13
  1.8030988543631705E+00 a       749     0    50     1    14
 -3.1361922172349155E-01 a       750     0    50     1    15
 -1.5007322799032423E+00 a       751     0    51     1     1
  2.5479526026900587E+00 a       752     0    51     1     2
 -7.0854928775996129E-01 a       753     0    51     1     3
 -1.5232719345755155E-01 a       754     0    51     1     4
 -1.1879693384716532E+00 a       755     0    51     1     5
 -1.3283778811010711E+00 a       756     0    51     1     6
  3.7700507780311740E-02 a       757     0    51     1     7
 -6.2506164701473310E-01 a       758     0    51     1     8
 -1.1038627646587668E-01 a       759     0    51     1     9
 -4.8941950630157560E-01 a       760     0    51     1    10
 -1.0185901351350335E-01 a       761     0    51     1    11
 -2.7149233400106559E-01 a       762     0    51     1    12
 -2.4346740351649405E+00 a       763     0    51     1    13
  1.5865017174424861E-01 a       764     0    51     1    14
 -2.4526789774406019E+00 a       765     0    51     1    15
  9.6528674249486013E-01 a       766     0    52     1     1
  6.6485966399824115E-01 a       767     0    52     1     2
  4.2196436339168619E-01 a       768     0    52     1     3
  1.0402762441449197E-01 a       769     0    52     1     4
 -2.7880821819634933E+00 a       770     0    52     1     5
 -8.9130709101951935E-02 a       771     0    52     1     6
  8.0780475426909637E-01 a       772     0    52     1     7
 -6.8582042760480133E-02 a       773     0    52     1     8
  4.2476786536784161E-01 a       774     0    52     1     9
 -1.6036320931989811E+00 a       775     0    52     1    10
  1.5173167381965993E+00 a       776     0    52     1    11
  2.9144168381393193E-01 a       777     0    52     1    12
  1.1822738849010135E+00 a       778     0    52     1    13
  2.3991377598391783E-01 a       779     0    52     1    14
 -6.3262065637856879E-01 a       780     0    52     1    15
  5.9277432546245645E-01 a       781     0    53     1     1
  2.0786560809121677E+00 a       782     0    53     1     2
 -9.7302906236887254E-01 a       783     0    53     1     3
 -1.3193255528239936E+00 a       784     0    53     1     4
 -2.6868029608578287E-02 a       785     0    53     1     5
  6.9719075432525024E-01 a       786     0    53     1     6
  2.0385435432830712E+00 a       787     0    53     1     7
  1.1776058725532224E+00 a       788     0    53     1     8
  2.7707787035047069E+00 a       789     0    53     1     9
  7.2715277901703401E-02 a       790     0    53     1    10
  1.1960663771678737E+00 a       791     0    53     1    11
  3.7943383067785907E-01 a       792     0    53     1    12
  2.0529831729607650E-01 a       793     0    53     1    13
 -1.0561409350857389E+00 a       794     0    53     1    14
  1.0870111403893306E-02 a       795     0    53     1    15
  9.8544285821557487E-01 a       796     0    54     1     1
 -1.0088866864443644E+00 a       797     0    54     1     2
  1.9746923100332430E+00 a       798     0    54     1     3
  4.5852726695818575E-03 a       799     0    54     1     4
  1.0550306016069382E+00 a       800     0    54     1     5
  7.8488590101781319E-01 a       801     0    54     1     6
  2.4922868596866737E-01 a       802     0    54     1     7
  1.0309544690492585E+00 a       803     0    54     1     8
 -1.8622134748643431E+00 a       804     0    54     1     9
  3.2761739816023283E-01 a       805     0    54     1    10
  9.0572081594177889E-01 a       806     0    54     1    11
  8.3306394861440891E-01 a       807     0    54     1    12
  6.2170074947856935E-01 a       808     0    54     1    13
 -6.5258320188882091E-01 a       809     0    54     1    14
 -4.4095334133680864E-01 a       810     0    54     1    15
  8.1467406488360961E-01 a       811     0    55     1     1
 -3.5451672752355717E-01 a       812     0    55     1     2
  1.0132876620316096E+00 a       813     0    55     1     3
 -1.8813553218312848E+00 a       814     0    55     1     4
 -1.1311464989918185E+00 a       815     0    55     1     5
 -2.0312019051709922E+00 a       816     0    55     1     6
 -6.4793663054068085E-01 a       817     0    55     1     7
  3.9279375216866019E-01 a       818     0    55     1     8
 -1.1110394334987657E+00 a       819     0    55     1     9
  7.5800245468017546E-01 a       820     0    55     1    10
  6.2030610148694565E-01 a       821     0    55     1    11
 -5.0032390251718839E-01 a       822     0    55     1    12
 -1.4558039783405405E+00 a       823     0    55     1    13
 -9.7736634237450271E-03 a       824     0    55     1    14
 -1.3263218489470925E+00 a       825     0    55     1    15
 -7.9178981053382697E-02 a       826     0    56     1     1
 -1.9483588823615303E+00 a       827     0    56     1     2
  7.1834082170080682E-01 a       828     0    56     1     3
 -1.0701944196852844E+00 a       829     0    56     1     4
  7.1895460076874321E-02 a       830     0    56     1     5
  7.8400901481668328E-01 a       831     0    56     1     6
 -3.3798106112728032E-01 a       832     0    56     1     7
 -2.0881796102170536E-01 a       833     0    56     1     8
 -2.7439857058351821E-02 a       834     0    56     1     9
 -8.6147576230709622E-01 a       835     0    56     1    10
  1.1450435559763947E+00 a       836     0    56     1    11
 -3.4121520307161896E-01 a       837     0    56     1    12
  1.9699688552802956E+00 a       838     0    56     1    13
  1.0407339959007660E+00 a       839     0    56     1    14
  1.9204667839124365E-01 a       840     0    56     1    15
  1.2221795820036756E+00 a       841     0    57     1     1
  5.3547710754201339E-01 a       842     0    57     1     2
 -8.4587267545659461E-01 a       843     0    57     1     3
 -2.3027821330317386E+00 a       844     0    57     1     4
 -6.9470864152311063E-01 a       845     0    57     1     5
 -3.1532789170673409E-01 a       846     0    57     1     6
  2.1231339820550996E-01 a       847     0    57     1     7
  7.6315413124889320E-01 a       848     0    57     1     8
 -7.2380429686166103E-01 a       849     0    57     1     9
  6.2490902213084809E-01 a       850     0    57     1    10
 -3.4242289616423416E-01 a       851     0    57     1    11
  1.2521432208484797E+00 a       852     0    57     1    12
  1.2875054629991226E-01 a       853     0    57     1    13
  5.6319477243646394E-02 a       854     0    57     1    14
  8.9957636245912875E-01 a       855     0    57     1    15
  2.4992507756738398E+00 a       856     0    58     1     1
  8.4042622726035410E-02 a       857     0    58     1     2
 -1.4190699798639101E+00 a       858     0    58     1     3
  3.6255238246826238E+00 a       859     0    58     1     4
 -9.2720065980759780E-01 a       860     0    58     1     5
 -8.0706368224425129E-01 a       861     0    58     1     6
  6.4066023993416088E-01 a       862     0    58     1     7
  3.3833540000565165E-01 a       863     0    58     1     8
 -3.9478672691379835E-01 a       864     0    58     1     9
 -7.2078726219505396E-01 a       865     0    58     1    10
 -4.2428996373274769E-01 a       866     0    58     1    11
  9.8772722612125691E-02 a       867     0    58     1    12
  1.1231327064342846E+00 a       868     0    58     1    13
 -1.0180996109944545E+00 a       869     0    58     1    14
  5.9245383071198920E-01 a       870     0    58     1    15
  1.9774932082434915E-01 a       871     0    59     1     1
 -1.2138091670945097E+00 a       872     0    59     1     2
  2.1386476972695698E+00 a       873     0    59     1     3
 -1.2199487218083593E+00 a       874     0    59     1     4
 -7.4157103117454104E-01 a       875     0    59     1     5
 -1.1338962926690737E+00 a       876     0    59     1     6
  1.1030532973523127E-01 a       877     0    59     1     7
  1.3034395509928298E+00 a       878     0    59     1     8
 -7.6106142846144187E-01 a       879     0    59     1     9
 -2.1800058064157166E-01 a       880     0    59     1    10
 -7.7728939814225484E-01 a       881     0    59     1    11
 -1.4182402355739254E-01 a       882     0    59     1    12
 -5.2258994404963555E-01 a       883     0    59     1    13
  6.0703551866009120E-01 a       884     0    59     1    14
  6.8950337912256987E-01 a       885     0    59     1    15
  1.6632215866225519E+00 a       886     0    60     1     1
  1.6206054971356801E-01 a       887     0    60     1     2
 -6.3637352912176509E-02 a       888     0    60     1     3
  1.3707089282874858E+00 a       889     0    60     1     4
 -1.0346238592235752E+00 a       890     0    60     1     5
 -8.8778880882590172E-01 a       891     0    60     1     6
  2.4367219307004730E-02 a       892     0    60     1     7
 -1.0931741369920267E+00 a       893     0    60     1     8
 -1.3293347451164536E-01 a       894     0    60     1     9
 -2.2278736386663850E-01 a       895     0    60     1    10
 -4.9621439731006822E-01 a       896     0    60     1    11
 -1.0272741645100314E+00 a       897     0    60     1    12
  2.3398775365285007E-02 a       898     0    60     1    13
 -7.1591715596783423E-01 a       899     0    60     1    14
 -1.0104215590237631E+00 a       900     0    60     1    15
 -1.3974483008958669E-01 a       901     0    61     1     1
  1.7016004607182995E+00 a       902     0    61     1     2
  2.0175848359559074E+00 a       903     0    61     1     3
  6.1979815660458459E-01 a       904     0    61     1     4
 -6.0917009183113002E-01 a       905     0    61     1     5
  6.8261079170733463E-01 a       906     0    61     1     6
 -2.8117731411671909E-01 a       907     0    61     1     7
 -7.9802036089221473E-01 a       908     0    61     1     8
 -3.5074048881400588E-01 a       909     0    61     1     9
 -7.6749511144722526E-01 a       910     0    61     1    10
  1.5100677973533543E+00 a       911     0    61     1    11
  1.5241816238897249E-01 a       912     0    61     1    12
 -5.3850541336918623E-01 a       913     0    61     1    13
  3.3522312224058076E-01 a       914     0    61     1    14
 -1.0194944532379326E+00 a       915     0    61     1    15
 -1.8166125228642092E+00 a       916     0    62     1     1
 -1.7298473263251424E+00 a       917     0    62     1     2
 -1.2684933994915160E+00 a       918     0    62     1     3
 -1.2518159841756802E+00 a       919     0    62     1     4
  1.6295015258160832E+00 a       920     0    62     1     5
 -2.4770961368447475E+00 a       921     0    62     1     6
  9.2316817027712383E-02 a       922     0    62     1     7
 -8.9060284910566212E-01 a       923     0    62     1     8
 -1.2720889370114787E+00 a       924     0    62     1     9
 -1.1191392689102257E+00 a       925     0    62     1    10
 -1.3188147713191274E+00 a       926     0    62     1    11
 -1.8312685588285982E+00 a       927     0    62     1    12
 -7.0629125716404739E-01 a       928     0    62     1    13
 -2.0941082440167356E+00 a       929     0    62     1    14
  5.2336014771601691E-01 a       930     0    62     1    15
 -1.3905561697598812E-01 a       931     0    63     1     1
  5.2897824711862274E-01 a       932     0    63     1     2
  3.8144801587115991E+00 a       933     0    63     1     3
  1.5872686090189605E+00 a       934     0    63     1     4
 -1.1639294158422218E+00 a       935     0    63     1     5
  1.8256805318554969E+00 a       936     0    63     1     6
  5.3876142275900019E-01 a       937     0    63     1     7
  9.8212673731269540E-01 a       938     0    63     1     8
 -4.1441564034091716E-01 a       939     0    63     1     9
 -3.1680997504610180E+00 a       940     0    63     1    10
  7.6118192245566307E-01 a       941     0    63     1    11
  1.6754905313378692E+00 a       942     0    63     1    12
 -7.9885785482873384E-01 a       943     0    63     1    13
  1.2150485559453410E+00 a       944     0    63     1    14
  5.8534130996966116E-01 a       945     0    63     1    15
  1.0114407082841630E+00 a       946     0    64     1     1
  1.6019610311200032E+00 a       947     0    64     1     2
  1.4311489525847454E+00 a       948     0    64     1     3
  8.4400037633780331E-02 a       949     0    64     1     4
 -2.2519268300358844E-01 a       950     0    64     1     5
 -1.7508592497807638E+00 a       951     0    64     1     6
 -7.9588135803607973E-01 a       952     0    64     1     7
 -1.2160385939535527E+00 a       953     0    64     1     8
  1.4860592879411519E-01 a       954     0    64     1     9
 -8.4314525221988540E-02 a       955     0    64     1    10
 -1.5207685051437649E+00 a       956     0    64     1    11
 -8.4764454147004020E-01 a       957     0    64     1    12
  1.4158821740973571E+00 a       958     0    64     1    13
  4.5591346978168806E-01 a       959     0    64     1    14
  7.4875087625395997E-01 a       960     0    64     1    15
  7.8279646038087888E-02 a       961     0    65     1     1
  4.0416159641047097E-02 a       962     0    65     1     2
 -1.2221231491932885E+00 a       963     0    65     1     3
  1.9209272740165086E+00 a       964     0    65     1     4
 -8.5427156888896350E-01 a       965     0    65     1     5
 -2.3077134522977288E-01 a       966     0    65     1     6
 -1.0515335612966734E+00 a       967     0    65     1     7
  4.1428589884410322E-01 a       968     0    65     1     8
 -6.1608827073993556E-03 a       969     0    65     1     9
  3.7687793950098120E-01 a       970     0    65     1    10
  4.6057419491904922E-01 a       971     0    65     1    11
  5.3986422982419269E-01 a       972     0    65     1    12
 -2.7120988058536571E-01 a       973     0    65     1    13
  5.4690769919821436E-01 a       974     0    65     1    14
  7.9596568028881276E-01 a       975     0    65     1    15
  7.8263786069167463E-01 a       976     0    66     1     1
  2.5589800711014230E+00 a       977     0    66     1     2
  8.8210699582678442E-01 a       978     0    66     1     3
  3.7792944531888080E+00 a       979     0    66     1     4
  4.5736102899992227E-02 a       980     0    66     1     5
 -4.1859437354375757E+00 a       981     0    66     1     6
  1.9502464781102518E+00 a       982     0    66     1     7
  2.4417490099885458E-01 a       983     0    66     1     8
 -4.0856160520797158E-02 a       984     0    66     1     9
  1.0005561756716554E+00 a       985     0    66     1    10
 -1.6452328194210688E+00 a       986     0    66     1    11
 -1.4694593921170998E-01 a       987     0    66     1    12
 -1.5660648482798656E+00 a       988     0    66     1    13
 -8.2917913180884284E-01 a       989     0    66     1    14
  1.5485044594140280E+00 a       990     0    66     1    15
 -1.7619933792299872E-01 a       991     0    67     1     1
 -1.4432681266380443E+00 a       992     0    67     1     2
 -9.6220495771453612E-02 a       993     0    67     1     3
 -3.2017367196724602E+00 a       994     0    67     1     4
 -2.1275236916280121E-01 a       995     0    67     1     5
 -4.2916976239526211E-01 a       996     0    67     1     6
 -2.8624203975428714E-01 a       997     0    67     1     7
  6.4048260079017405E-01 a       998     0    67     1     8
 -1.1590395089862433E+00 a       999     0    67     1     9
  9.0101109077816377E-01 a      1000     0    67     1    10
  1.7592967761938025E+00 a      1001     0    67     1    11
  8.4604075532824197E-01 a      1002     0    67     1    12
 -6.5756642033747659E-01 a      1003     0    67     1    13
 -4.9832819775799342E-01 a      1004     0    67     1    14
 -6.9825810457893489E-01 a      1005     0    67     1    15
 -3.0751557314473543E-01 a      1006     0    68     1     1
 -2.6947151871809272E-01 a      1007     0    68     1     2
  1.0725815430052574E+00 a      1008     0    68     1     3
 -1.6100819307678740E+00 a      1009     0    68     1     4
  1.6215427045955972E+00 a      1010     0    68     1     5
  2.4319337985334938E-01 a      1011     0    68     1     6
 -1.6949393252937155E+00 a      1012     0    68     1     7
  1.5930459812241355E+00 a      1013     0    68     1     8
  1.1777058498120845E+00 a      1014     0    68     1     9
  9.7724466539905380E-02 a      1015     0    68     1    10
  3.7796502066647297E-01 a      1016     0    68     1    11
  1.5615757671666346E+00 a      1017     0    68     1    12
  5.5178378399470351E-01 a      1018     0    68     1    13
  8.0024498503166841E-01 a      1019     0    68     1    14
 -1.4116876864798962E+00 a      1020     0    68     1    15
  1.2169243754926142E+00 a      1021     0    69     1     1
  1.5853301578933081E+00 a      1022     0    69     1     2
 -4.3950317956602092E-01 a      1023     0    69     1     3
 -3.7078958265086182E+00 a      1024     0    69     1     4
 -1.6337418397490666E+00 a      1025     0    69     1     5
  3.5378753254549741E-02 a      1026     0    69     1     6
 -6.0456730528662239E-01 a      1027     0    69     1     7
 -3.9427906847957600E-01 a      1028     0    69     1     8
 -8.0703025325879207E-01 a      1029     0    69     1     9
 -8.1981000639289736E-01 a      1030     0    69     1    10
 -1.7015985785121392E+00 a      1031     0    69     1    11
  2.3947650717592214E-01 a      1032     0    69     1    12
  9.9208878881238061E-01 a      1033     0    69     1    13
  2.7469823863827969E-01 a      1034     0    69     1    14
  1.3981711128336933E+00 a      1035     0    69     1    15
  2.8764998131722042E+00 a      1036     0    70     1     1
  2.3973583347731464E-01 a      1037     0    70     1     2
 -7.2913817065109288E-01 a      1038     0    70     1     3
  3.1513006405906814E+00 a      1039     0    70     1     4
 -1.2843230556265850E-01 a      1040     0    70     1     5
 -4.9786500921945143E-01 a      1041     0    70     1     6
 -3.8111789495576703E-01 a      1042     0    70     1     7
  1.2054198211104368E+00 a      1043     0    70     1     8
 -2.1070994522542077E-01 a      1044     0    70     1     9
  2.4140484884006698E-02 a      1045     0    70     1    10
  2.2942196379137156E-01 a      1046     0    70     1    11
 -3.7329741755253742E-01 a      1047     0    70     1    12
  1.6097674038328920E+00 a      1048     0    70     1    13
 -8.9484431196935416E-02 a      1049     0    70     1    14
  1.3073776794589231E-01 a      1050     0    70     1    15
 -1.0040782395292718E+00 a      1051     0    71     1     1
 -2.8078483003504295E-01 a      1052     0    71     1     2
  1.9065717972824179E+00 a      1053     0    71     1     3
 -1.2766504328597046E+00 a      1054     0    71     1     4
 -1.7169379944477488E-02 a      1055     0    71     1     5
 -1.1902197537951402E+00 a      1056     0    71     1     6
 -5.6927330996448311E-01 a      1057     0    71     1     7
  9.1378526134636362E-01 a      1058     0    71     1     8
 -9.6872940049803791E-01 a      1059     0    71     1     9
 -1.4344365652458904E+00 a      1060     0    71     1    10
 -2.4303200914541356E-01 a      1061     0    71     1    11
  4.5729291372850800E-01 a      1062     0    71     1    12
 -3.1667736971148536E-01 a      1063     0    71     1    13
 -7.1147501033695881E-01 a      1064     0    71     1    14
  9.1426449319429656E-03 a      1065     0    71     1    15
