################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  2.1894459724267663E+00 a       531     0    36     1     6
  3.6712128866569904E-01 a       532     0    36     1     7
  7.3406108744384302E-01 a       533     0    36     1     8
 -1.1214185655101194E+00 a       534     0    36     1     9
 -1.6823651692470858E+00 a       535     0    36     1    10
 -1.4493498410121877E+00 a       536     0    36     1    11
 -1.4074099554156205E+00 a       537     0    36     1    12
 -2.3532371682026235E-01 a       538     0    36     1    13
 -2.0478158440201599E+00 a       539     0    36     1    14
 -1.3190417969401831E+00 a       540     0    36     1    15
 -5.9042301487479454E-01 a       541     0    37     1     1
  1.9440680867062482E-01 a       542     0    37     1     2
 -3.7859938848179353E-01 a       543     0    37     1     3
  3.6237951270965485E-01 a       544     0    37     1     4
  6.6328756143907175E-01 a       545     0    37     1     5
  2.5417604629827633E+00 a       546     0    37     1     6
 -1.0325816071647467E+00 a       547     0    37     1     7
  4.9651971262826133E-01 a       548     0    37     1     8
 -1.1886502232776774E+00 a       549     0    37     1     9
 -1.0857915222959141E-01 a       550     0    37     1    10
  1.5802470785931173E+00 a       551     0    37     1    11
  8.2760303149151337E-01 a       552     0    37     1    12
 -1.4617295476786247E+00 a       553     0    37     1    13
 -1.3019472211787093E+00 a       554     0    37     1    14
  1.8174648225409165E-01 a       555     0    37     1    15
  1.3664094187082751E+00 a       556     0    38     1     1
 -2.1249271784056458E+00 a       557     0    38     1     2
 -4.2445464965555901E-02 a       558     0    38     1     3
 -1.4502237280062920E+00 a       559     0    38     1     4
 -3.9028265687625413E-01 a       560     0    38     1     5
  1.8660277498389481E+00 a       561     0    38     1     6
  1.7474163992760960E-01 a       562     0    38     1     7
 -7.1621894709674516E-01 a       563     0    38     1     8
 -1.2338593944012339E+00 a       564     0    38     1     9
 -1.5755417560256995E+00 a       565     0    38     1    10
 -1.4417808401245424E-01 a       566     0    38     1    11
  7.0729938158948263E-02 a       567     0    38     1    12
 -9.5659696512991066E-01 a       568     0    38     1    13
 -2.7481901519006371E+00 a       569     0    38     1    14
 -9.9388180213701616E-01 a       570     0    38     1    15
 -2.1231439088167048E+00 a       571     0    39     1     1
 -5.2632316644177968E-01 a       572     0    39     1     2
 -1.9656815500600566E+00 a       573     0    39     1     3
 -2.0877576701419898E+00 a       574     0    39     1     4
 -5.9552784143494963E-01 a       575     0    39     1     5
  5.7905285271240747E-01 a       576     0    39     1     6
 -1.0245230736337443E+00 a       577     0    39     1     7
 -1.3200555830995588E+00 a       578     0    39     1     8
  1.0998757353179041E+00 a       579     0    39     1     9
 -8.9861095943018376E-01 a       580     0    39     1    10
 -2.6768628855129988E+00 a       581     0    39     1    11
 -2.0006773028074925E+00 a       582     0    39     1    12
  3.1908688539631793E+00 a       583     0    39     1    13
 -1.0795087372629322E+00 a       584     0    39     1    14
  6.4142322565941556E-01 a       585     0    39     1    15
 -1.5391606048183091E+00 a       586     0    40     1     1
  7.5453528196046193E-01 a       587     0    40     1     2
 -1.6435243152157075E-01 a       588     0    40     1     3
 -4.6425849297480287E-01 a       589     0    40     1     4
 -1.5916166056427489E-01 a       590     0    40     1     5
  9.3697800378065077E-01 a       591     0    40     1     6
  1.6010325347377581E+00 a       592     0    40     1     7
  1.2368396268874662E+00 a       593     0    40     1     8
 -2.6463949788488611E-01 a       594     0    40     1     9
 -1.1828284340262434E+00 a       595     0    40     1    10
 -1.2024686482897264E+00 a       596     0    40     1    11
  9.4839332716282709E-01 a       597     0    40     1    12
 -1.7805268965208425E+00 a       598     0    40     1    13
 -1.4739497112217292E+00 a       599     0    40     1    14
  4.4105281322388219E+00 a       600     0    40     1    15
  1.9372225325102586E+00 a       601     0    41     1     1
 -2.6431554829511610E+00 a       602     0    41     1     2
 -1.6453354742789611E-02 a       603     0    41     1     3
  1.6509994443819811E+00 a       604     0    41     1     4
  8.5804893354483769E-01 a       605     0    41     1     5
 -7.3039689903216698E-01 a       606     0    41     1     6
 -9.9865319075643388E-02 a       607     0    41     1     7
  2.1558411607614064E-01 a       608     0    41     1     8
  1.0192132603200807E+00 a       609     0    41     1     9
  1.2325035917301119E-01 a       610     0    41     1    10
 -1.0905414769543516E+00 a       611     0    41     1    11
 -1.8392494964005914E+00 a       612     0    41     1    12
  2.7752308417142921E+00 a       613     0    41     1    13
  7.9131819046582597E-01 a       614     0    41     1    14
 -1.2961621569460755E+00 a       615     0    41     1    15
  1.0202364965482635E+00 a       616     0    42     1     1
  2.8454798868493376E+00 a       617     0    42     1     2
 -4.8793612962579297E-01 a       618     0    42     1     3
 -3.2087988857297345E-01 a       619     0    42     1     4
 -9.8835991398771705E-01 a       620     0    42     1     5
 -3.6486382194651029E-02 a       621     0    42     1     6
 -6.0022905904532420E-01 a       622     0    42     1     7
 -5.2803308718413700E-01 a       623     0    42     1     8
 -4.6326920788873482E-01 a       624     0    42     1     9
 -1.4652650588594425E+00 a       625     0    42     1    10
 -6.8004930854777795E-02 a       626     0    42     1    11
 -4.0835744521629563E-01 a       627     0    42     1    12
  1.7488373868641818E+00 a       628     0    42     1    13
  9.6807096031938045E-01 a       629     0    42     1    14
  1.1191168156946050E+00 a       630     0    42     1    15
  3.1145724670479102E-02 a       631     0    43     1     1
  1.1157885540476919E-01 a       632     0    43     1     2
 -9.6804584034518770E-01 a       633     0    43     1     3
  1.1965891717461155E+00 a       634     0    43     1     4
  8.7113662507389600E-01 a       635     0    43     1     5
 -4.1338251199633014E-01 a       636     0    43     1     6
  1.2244487490951608E+00 a       637     0    43     1     7
 -1.1130702116566358E+00 a       638     0    43     1     8
 -4.6352593271959763E-01 a       639     0    43     1     9
 -1.3641033613913045E+00 a       640     0    43     1    10
 -4.3401324865157753E-01 a       641     0    43     1    11
 -6.4558467329591807E-01 a       642     0    43     1    12
  3.5941885041698924E+00 a       643     0    43     1    13
  2.6557439940789389E+00 a       644     0    43     1    14
 -2.1315365036601461E+00 a       645     0    43     1    15
 -4.3267712604734065E-01 a       646     0    44     1     1
 -4.1981591563969376E+00 a       647     0    44     1     2
  2.0326897945740185E+00 a       648     0    44     1     3
 -5.8706934786241938E-01 a       649     0    44     1     4
 -2.9644267211543420E+00 a       650     0    44     1     5
  3.9935714714995507E-01 a       651     0    44     1     6
 -2.4145756138260781E+00 a       652     0    44     1     7
  1.4422856596873810E+00 a       653     0    44     1     8
 -3.6753828650564752E-01 a       654     0    44     1     9
  1.5929966846841910E+00 a       655     0    44     1    10
  1.2365619830207226E+00 a       656     0    44     1    11
  3.6661546962114651E+00 a       657     0    44     1    12
 -3.0072757810350081E+00 a       658     0    44     1    13
 -2.1940780241085727E+00 a       659     0    44     1    14
  3.4246299411245609E+00 a       660     0    44     1    15
  1.1463190523055433E+00 a       661     0    45     1     1
 -7.9829587169367400E-01 a       662     0    45     1     2
 -1.2772719240316834E+00 a       663     0    45     1     3
  9.3550973027921480E-02 a       664     0    45     1     4
  1.5449358057645330E+00 a       665     0    45     1     5
 -8.7426944721559452E-01 a       666     0    45     1     6
  9.2451933842758038E-01 a       667     0    45     1     7
  1.0322372450998005E+00 a       668     0    45     1     8
  8.8828425511140807E-01 a       669     0    45     1     9
 -5.8349254599238876E-01 a       670     0    45     1    10
  1.1578608624561046E-01 a       671     0    45     1    11
  1.4852532464043766E+00 a       672     0    45     1    12
 -9.6455221586656037E-01 a       673     0    45     1    13
  2.0658404571516713E+00 a       674     0    45     1    14
  1.7738280467257512E+00 a       675     0    45     1    15
  3.4213852154929786E-01 a       676     0    46     1     1
  7.9406612519824915E-01 a       677     0    46     1     2
 -1.6298831763112448E-01 a       678     0    46     1     3
 -8.3004913103165734E-01 a       679     0    46     1     4
  4.2513307909151676E-01 a       680     0    46     1     5
 -7.6410383619446542E-01 a       681     0    46     1     6
  7.5602260364788931E-01 a       682     0    46     1     7
 -4.0333908112218653E-01 a       683     0    46     1     8
 -3.9890929340327336E-01 a       684     0    46     1     9
  6.6608950414918544E-01 a       685     0    46     1    10
 -8.9539418733598730E-01 a       686     0    46     1    11
  1.1720601184088661E+00 a       687     0    46     1    12
  1.4828581993562435E+00 a       688     0    46     1    13
  9.0482725973602063E-01 a       689     0    46     1    14
 -1.5690377972086795E+00 a       690     0    46     1    15
 -8.4738019596214254E-01 a       691     0    47     1     1
  3.3093281662392193E-01 a       692     0    47     1     2
  1.7139289186163753E+00 a       693     0    47     1     3
 -9.9927672416629743E-01 a       694     0    47     1     4
  4.9804198468730554E-01 a       695     0    47     1     5
 -6.5043502958978838E-01 a       696     0    47     1     6
  1.1254053016315129E+00 a       697     0    47     1     7
 -8.3444479466868504E-01 a       698     0    47     1     8
  2.4180421118979850E-01 a       699     0    47     1     9
  1.8605928344474385E+00 a       700     0    47     1    10
  1.1304194450421021E+00 a       701     0    47     1    11
  2.2389738282537910E+00 a       702     0    47     1    12
 -6.9577563497380834E-01 a       703     0    47     1    13
 -8.6616349081042832E-01 a       704     0    47     1    14
  9.6711950330275209E-01 a       705     0    47     1    15
  7.7612065821480747E-01 a       706     0    48     1     1
 -2.4828014493707742E-01 a       707     0    48     1     2
 -1.6189537346533664E+00 a       708     0    48     1     3
 -1.7835031970515058E+00 a       709     0    48     1     4
  3.4228099339932366E-01 a       710     0    48     1     5
 -3.5143701846524705E-01 a       711     0    48     1     6
  1.5507586821610730E-01 a       712     0    48     1     7
  6.3471387534273038E-01 a       713     0    48     1     8
 -1.3968307954224841E+00 a       714     0    48     1     9
 -5.0302485475416303E-01 a       715     0    48     1    10
  5.7717207717415608E-01 a       716     0    48     1    11
  2.1155447528796018E-01 a       717     0    48     1    12
  5.7944568247244055E-01 a       718     0    48     1    13
  1.0581686737622273E+00 a       719     0    48     1    14
  8.1422424169341689E-01 a       720     0    48     1    15
 -1.1929246779739768E+00 a       721     0    49     1     1
  6.7899823379309421E-01 a       722     0    49     1     2
  8.8137212610589866E-01 a       723     0    49     1     3
 -3.7840318999789129E+00 a       724     0    49     1     4
 -1.2936936668873944E+00 a       725     0    49     1     5
  3.9414280426895176E-01 a       726     0    49     1     6
  3.8183022769274784E+00 a       727     0    49     1     7
  1.0941179526561040E+00 a       728     0    49     1     8
 -1.7424735207156410E+00 a       729     0    49     1     9
 -1.0993910924792891E+00 a       730     0    49     1    10
 -1.8342268744121675E+00 a       731     0    49     1    11
  1.6961218662181916E+00 a       732     0    49     1    12
 -2.0741121154550761E+00 a       733     0    49     1    13
 -3.1041845199001137E+00 a       734     0    49     1    14
  3.4610121013145281E+00 a       735     0    49     1    15
  7.8159559100158083E-01 a       736     0    50     1     1
  2.7643333682746372E+00 a       737     0    50     1     2
  3.3197175117110631E+00 a       738     0    50     1     3
  1.3445859445464592E+00 a       739     0    50     1     4
 -1.3033644066629984E+00 a       740     0    50     1     5
 -9.4801187823173083E-01 a       741     0    50     1     6
  4.1164549743754564E-01 a       742     0    50     1     7
 -2.0852550372274337E+00 a       743     0    50     1     8
  7.0220481641010379E-01 a       744     0    50     1     9
  9.1459709109721377E-01 a       745     0    50     1    10
 -1.7237973700422571E+00 a       746     0    50     1    11
  8.4939996702025766E-01 a       747     0    50     1    12
  6.0252100765469585E-01 a       748     0    50     1    13
  2.9477184022721845E+00 a       749     0    50     1    14
 -1.1959597913213642E+00 a       750     0    50     1    15
  1.8605860297342542E+00 a       751     0    51     1     1
  2.6781930689302624E-01 a       752     0    51     1     2
 -4.8351573671050530E-01 a       753     0    51     1     3
 -1.3188927247359721E+00 a       754     0    51     1     4
  5.3672281695323149E-02 a       755     0    51     1     5
 -2.5638138246351694E-02 a       756     0    51     1     6
 -1.5437616197962152E+00 a       757     0    51     1     7
  8.5886087905513941E-01 a       758     0    51     1     8
  7.4319142900621082E-01 a       759     0    51     1     9
 -1.2204945067684265E+00 a       760     0    51     1    10
  2.3599280726033087E+00 a       761     0    51     1    11
 -1.8215816638794422E+00 a       762     0    51     1    12
 -1.4305402810704022E+00 a       763     0    51     1    13
  2.8529752026959265E-01 a       764     0    51     1    14
  2.3511335357442897E+00 a       765     0    51     1    15
 -5.4484212284730726E-01 a       766     0    52     1     1
  2.2078678425525649E+00 a       767     0    52     1     2
  3.8100992036814252E-01 a       768     0    52     1     3
 -2.1095485123535829E+00 a       769     0    52     1     4
  3.2768232959564236E-01 a       770     0    52     1     5
 -1.2278439364946145E+00 a       771     0    52     1     6
  5.2471994302751146E-01 a       772     0    52     1     7
 -1.9298019447986912E+00 a       773     0    52     1     8
  9.7972926797660076E-01 a       774     0    52     1     9
 -7.9332237664386951E-01 a       775     0    52     1    10
  7.4971171314337492E-01 a       776     0    52     1    11
  1.5614140614884953E+00 a       777     0    52     1    12
 -2.5104731047606585E+00 a       778     0    52     1    13
  9.3493007378109794E-01 a       779     0    52     1    14
  1.0460618020947714E+00 a       780     0    52     1    15
  3.5174873314949340E-01 a       781     0    53     1     1
  5.1801644443415207E-01 a       782     0    53     1     2
 -1.3173630366964877E+00 a       783     0    53     1     3
 -1.2887251834371196E+00 a       784     0    53     1     4
  2.3118426007792839E-01 a       785     0    53     1     5
 -9.6291805301194877E-01 a       786     0    53     1     6
  1.3125855140663449E+00 a       787     0    53     1     7
 -3.6977591374392543E-01 a       788     0    53     1     8
 -1.7380191245710910E+00 a       789     0    53     1     9
  7.6957293821299466E-01 a       790     0    53     1    10
 -1.9768411412864029E-01 a       791     0    53     1    11
  1.7343832505182784E+00 a       792     0    53     1    12
  3.8648728266210988E+00 a       793     0    53     1    13
  6.3742362619224535E-01 a       794     0    53     1    14
  1.1511643784453127E+00 a       795     0    53     1    15
  5.3545633348503907E-01 a       796     0    54     1     1
  2.5144884439686654E-01 a       797     0    54     1     2
 -1.8525330474928041E+00 a       798     0    54     1     3
  3.5239542181810224E-01 a       799     0    54     1     4
 -2.6705032656390375E+00 a       800     0    54     1     5
 -1.2386526169278440E+00 a       801     0    54     1     6
  6.2416445985927194E-01 a       802     0    54     1     7
  1.6781893698702796E-01 a       803     0    54     1     8
 -1.5572817705898760E+00 a       804     0    54     1     9
  1.3239731330010664E+00 a       805     0    54     1    10
  3.7585993743536039E-01 a       806     0    54     1    11
  1.4866454556217388E+00 a       807     0    54     1    12
 -1.2965477366648708E+00 a       808     0    54     1    13
  2.1681275910362094E-01 a       809     0    54     1    14
 -5.0959774133918234E-01 a       810     0    54     1    15
 -1.3720143569472398E+00 a       811     0    55     1     1
 -9.1109756521093443E-01 a       812     0    55     1     2
  5.9840048193046214E-01 a       813     0    55     1     3
 -1.1061896639423729E-01 a       814     0    55     1     4
 -3.8095756503310968E-01 a       815     0    55     1     5
 -1.4758078236714517E-01 a       816     0    55     1     6
 -5.7860306662921690E-01 a       817     0    55     1     7
 -8.8631228184758337E-01 a       818     0    55     1     8
  1.7025239915917207E+00 a       819     0    55     1     9
 -4.2404325953544653E-02 a       820     0    55     1    10
 -4.0085687426100253E-01 a       821     0    55     1    11
 -1.0491459373453611E+00 a       822     0    55     1    12
  1.9477615586198784E+00 a       823     0    55     1    13
  5.2448346094657794E-01 a       824     0    55     1    14
  5.8782997189302932E-01 a       825     0    55     1    15
 -2.6705648375448898E-01 a       826     0    56     1     1
  8.4648320586102077E-01 a       827     0    56     1     2
  3.3964975649726509E-01 a       828     0    56     1     3
 -8.9062474481582832E-01 a       829     0    56     1     4
  2.7404824541809036E-02 a       830     0    56     1     5
 -5.4340019548945340E-01 a       831     0    56     1     6
  2.3325265789841509E-02 a       832     0    56     1     7
  7.9035479710702616E-01 a       833     0    56     1     8
 -2.1290087761032299E+00 a       834     0    56     1     9
  4.5490563972488579E-01 a       835     0    56     1    10
  1.8599909776497048E-01 a       836     0    56     1    11
 -1.6833306943142365E+00 a       837     0    56     1    12
 -2.3050865151283628E+00 a       838     0    56     1    13
 -1.3740719344939996E+00 a       839     0    56     1    14
 -1.8033089462683014E+00 a       840     0    56     1    15
  6.4697218580569715E-01 a       841     0    57     1     1
  2.5558066402356355E-01 a       842     0    57     1     2
 -1.2506698734477151E+00 a       843     0    57     1     3
 -1.4431038772993241E+00 a       844     0    57     1     4
  1.0875749676711080E+00 a       845     0    57     1     5
  1.2481751315849927E+00 a       846     0    57     1     6
  1.0817620607762259E+00 a       847     0    57     1     7
 -1.1361921407241200E+00 a       848     0    57     1     8
  6.6900220623915430E-01 a       849     0    57     1     9
  1.1380836565681944E+00 a       850     0    57     1    10
 -2.7140662991852821E-01 a       851     0    57     1    11
  2.0559029845268615E+00 a       852     0    57     1    12
 -1.5909189554428471E+00 a       853     0    57     1    13
  7.8367692396262201E-01 a       854     0    57     1    14
 -4.2847313799208547E-01 a       855     0    57     1    15
  9.9766938309702702E-01 a       856     0    58     1     1
  1.0367917909162503E+00 a       857     0    58     1     2
  3.6608039367317491E-01 a       858     0    58     1     3
 -1.2177624459932554E-01 a       859     0    58     1     4
  3.1801420461082497E-01 a       860     0    58     1     5
 -7.4941973494263348E-01 a       861     0    58     1     6
  6.3299587381390099E-01 a       862     0    58     1     7
 -8.5050963167940669E-02 a       863     0    58     1     8
  3.3687881318209956E-01 a       864     0    58     1     9
  8.5378814649668544E-01 a       865     0    58     1    10
  1.1326161840229905E+00 a       866     0    58     1    11
 -1.1649959889068742E+00 a       867     0    58     1    12
 -7.2804758894569410E-01 a       868     0    58     1    13
 -1.2762153784359378E+00 a       869     0    58     1    14
 -4.0133339409965052E-02 a       870     0    58     1    15
 -1.8323186601099171E+00 a       871     0    59     1     1
  9.5345635650367622E-01 a       872     0    59     1     2
 -1.4817217078152973E+00 a       873     0    59     1     3
 -2.2541112280254767E+00 a       874     0    59     1     4
  1.5250402047875309E+00 a       875     0    59     1     5
  1.1540280774056484E+00 a       876     0    59     1     6
 -4.3672558204912432E-01 a       877     0    59     1     7
 -6.5837546245177392E-01 a       878     0    59     1     8
 -1.0319629377887987E+00 a       879     0    59     1     9
  1.1476029032513859E+00 a       880     0    59     1    10
  1.0129199239386111E+00 a       881     0    59     1    11
  1.1056672445930210E-01 a       882     0    59     1    12
 -1.1175206249982885E+00 a       883     0    59     1    13
  3.8356151785926179E-01 a       884     0    59     1    14
 -1.7731394755568730E+00 a       885     0    59     1    15
  1.4694482877174662E+00 a       886     0    60     1     1
  4.9593815732184278E-02 a       887     0    60     1     2
 -1.1246866293618454E+00 a       888     0    60     1     3
 -9.5749628854423574E-01 a       889     0    60     1     4
  1.4402660957535685E+00 a       890     0    60     1     5
  7.5722362811891619E-01 a       891     0    60     1     6
 -6.6794999570444635E-01 a       892     0    60     1     7
  1.1434917189675051E+00 a       893     0    60     1     8
  3.2451182296223691E-01 a       894     0    60     1     9
 -5.6682665451174719E-01 a       895     0    60     1    10
 -9.6852027483577308E-01 a       896     0    60     1    11
 -1.0671226845327836E-01 a       897     0    60     1    12
 -4.8953948770476929E-02 a       898     0    60     1    13
  4.4445754644865931E-01 a       899     0    60     1    14
  8.1980241866360237E-01 a       900     0    60     1    15
  6.9057453109478484E-01 a       901     0    61     1     1
  1.8953406342587464E+00 a       902     0    61     1     2
 -2.0657015713536691E+00 a       903     0    61     1     3
  1.3401390018478870E-01 a       904     0    61     1     4
 -2.1678659231770756E+00 a       905     0    61     1     5
  2.0810555034605800E+00 a       906     0    61     1     6
 -2.0699535653893788E+00 a       907     0    61     1     7
 -4.2987835789890244E-01 a       908     0    61     1     8
  1.1701511737685660E-01 a       909     0    61     1     9
 -8.2731272227090402E-01 a       910     0    61     1    10
  3.6048523846727115E-01 a       911     0    61     1    11
 -1.6532636979289941E+00 a       912     0    61     1    12
  5.7064968680591099E-01 a       913     0    61     1    13
 -1.0605586948708536E+00 a       914     0    61     1    14
 -2.2012030979716717E+00 a       915     0    61     1    15
 -3.1184846257588319E+00 a       916     0    62     1     1
 -1.2693681562677499E+00 a       917     0    62     1     2
  8.4907346150433272E-02 a       918     0    62     1     3
  7.2161432275692583E-01 a       919     0    62     1     4
 -1.3383656640401598E+00 a       920     0    62     1     5
 -1.1604621544391227E+00 a       921     0    62     1     6
 -1.3829505410683089E+00 a       922     0    62     1     7
 -1.8644103378678747E+00 a       923     0    62     1     8
  2.1995266723889650E-01 a       924     0    62     1     9
  9.1483854415823607E-01 a       925     0    62     1    10
 -1.8732356529906469E+00 a       926     0    62     1    11
  8.0410481266535816E-01 a       927     0    62     1    12
  7.5554207197398693E-02 a       928     0    62     1    13
 -1.6760888255468531E+00 a       929     0    62     1    14
 -5.4573786599237617E-02 a       930     0    62     1    15
 -3.2260414691521355E-01 a       931     0    63     1     1
  6.3042020314177727E-01 a       932     0    63     1     2
  9.8076540898799774E-02 a       933     0    63     1     3
 -3.4898106246093363E-01 a       934     0    63     1     4
 -2.8704075361601884E+00 a       935     0    63     1     5
  1.5364772500077568E+00 a       936     0    63     1     6
  3.4432213305550852E-01 a       937     0    63     1     7
  1.2554394807413960E-01 a       938     0    63     1     8
  2.2439270450067470E+00 a       939     0    63     1     9
 -9.6282536451275746E-01 a       940     0    63     1    10
  1.9573427318733050E+00 a       941     0    63     1    11
  3.8898757544966217E-02 a       942     0    63     1    12
  2.7375393522208240E+00 a       943     0    63     1    13
 -1.0593006000401237E-01 a       944     0    63     1    14
  7.5012776679687987E-01 a       945     0    63     1    15
  2.0683682842619029E+00 a       946     0    64     1     1
  7.0635997319139632E-01 a       947     0    64     1     2
  7.7705381290470599E-01 a       948     0    64     1     3
 -3.5465740964267169E-02 a       949     0    64     1     4
  7.8007537563375473E-01 a       950     0    64     1     5
  3.5131982277292606E-01 a       951     0    64     1     6
  1.3487925161150272E+00 a       952     0    64     1     7
 -1.5589004770667028E+00 a       953     0    64     1     8
  6.6250807978050485E-01 a       954     0    64     1     9
 -3.1661465216250750E-01 a       955     0    64     1    10
 -8.6918469031156320E-01 a       956     0    64     1    11
 -4.1536680787632407E-01 a       957     0    64     1    12
 -7.2018348133532628E-01 a       958     0    64     1    13
  7.0915383820310263E-01 a       959     0    64     1    14
 -4.4483215252993846E-01 a       960     0    64     1    15
  3.7201516095747755E-01 a       961     0    65     1     1
  6.7720906668028791E-01 a       962     0    65     1     2
 -3.1500467073295596E-01 a       963     0    65     1     3
  6.9199267067646675E-01 a       964     0    65     1     4
 -5.6845612271090751E-02 a       965     0    65     1     5
 -2.2666462832341111E-01 a       966     0    65     1     6
  5.2764591043516396E-01 a       967     0    65     1     7
  4.9011645187670388E-01 a       968     0    65     1     8
 -3.8875382687550214E-01 a       969     0    65     1     9
 -2.2698821747214076E-01 a       970     0    65     1    10
 -1.6472513997750507E-01 a       971     0    65     1    11
 -4.3892974296181586E-01 a       972     0    65     1    12
  2.0752673193990828E-01 a       973     0    65     1    13
 -6.7754694153230599E-03 a       974     0    65     1    14
  2.2910808193768789E-01 a       975     0    65     1    15
  1.4837179938895928E+00 a       976     0    66     1     1
 -2.6925147347062892E+00 a       977     0    66     1     2
  1.2767980176562874E+00 a       978     0    66     1     3
 -3.6753356018812799E-01 a       979     0    66     1     4
  4.4094033117338227E-02 a       980     0    66     1     5
 -1.1686445692068743E+00 a       981     0    66     1     6
  1.1472499727636791E+00 a       982     0    66     1     7
  5.9587264977335386E-01 a       983     0    66     1     8
  1.4053275191105026E+00 a       984     0    66     1     9
 -1.8853725571181457E-01 a       985     0    66     1    10
  2.9835035562964285E-01 a       986     0    66     1    11
 -8.6787400703669171E-01 a       987     0    66     1    12
 -1.6505395746637957E-01 a       988     0    66     1    13
 -4.6588572335961587E-01 a       989     0    66     1    14
  1.6712861902323000E+00 a       990     0    66     1    15
 -4.8552862768928701E-02 a       991     0    67     1     1
 -5.7045757009167009E-01 a       992     0    67     1     2
 -3.2270447202298658E-02 a       993     0    67     1     3
  1.0338541424340129E+00 a       994     0    67     1     4
 -2.4481383099347201E-01 a       995     0    67     1     5
 -9.2432400836727535E-01 a       996     0    67     1     6
  8.6956317940610195E-01 a       997     0    67     1     7
 -4.5035100096509251E-01 a       998     0    67     1     8
  4.5656686426344950E-01 a       999     0    67     1     9
 -1.4071653972692229E+00 a      1000     0    67     1    10
 -3.7108809467772125E-01 a      1001     0    67     1    11
 -9.6263737583979281E-01 a      1002     0    67     1    12
  1.1766346090437030E+00 a      1003     0    67     1    13
  1.5843759398280649E-01 a      1004     0    67     1    14
  3.8625007434384773E-01 a      1005     0    67     1    15
 -1.1347182603892614E-02 a      1006     0    68     1     1
  1.3343281001840959E+00 a      1007     0    68     1     2
 -2.4918608486095439E-01 a      1008     0    68     1     3
 -2.4536891645579728E-01 a      1009     0    68     1     4
  7.7894186080079741E-01 a      1010     0    68     1     5
  7.7097121526535251E-02 a      1011     0    68     1     6
  5.5252093236584510E-01 a      1012     0    68     1     7
  1.8150608926807510E+00 a      1013     0    68     1     8
 -9.4752391423883209E-01 a      1014     0    68     1     9
  5.2108062097262864E-01 a      1015     0    68     1    10
  6.5434606994973776E-01 a      1016     0    68     1    11
 -2.2665582246725067E+00 a      1017     0    68     1    12
 -1.3156665541950221E+00 a      1018     0    68     1    13
 -6.0736298071447803E-01 a      1019     0    68     1    14
 -1.5100576899715317E+00 a      1020     0    68     1    15
  1.2529404949525658E-01 a      1021     0    69     1     1
  4.7413381661215737E-01 a      1022     0    69     1     2
 -2.0957826696941066E+00 a      1023     0    69     1     3
 -3.6152086763839458E-01 a      1024     0    69     1     4
  1.2403880863456189E+00 a      1025     0    69     1     5
  1.7502474734729043E+00 a      1026     0    69     1     6
  1.1140444141975830E-01 a      1027     0    69     1     7
 -1.3080935158180504E+00 a      1028     0    69     1     8
  1.1392172684288873E+00 a      1029     0    69     1     9
  2.3577767175779454E+00 a      1030     0    69     1    10
  1.0477261568048843E+00 a      1031     0    69     1    11
  2.0414755605687569E+00 a      1032     0    69     1    12
 -1.4272919884749911E+00 a      1033     0    69     1    13
  1.8191429247259288E+00 a      1034     0    69     1    14
 -1.1842179472435246E+00 a      1035     0    69     1    15
  3.2877142607235932E-01 a      1036     0    70     1     1
  5.9760779770150464E-02 a      1037     0    70     1     2
  7.9449975051218691E-01 a      1038     0    70     1     3
 -1.2194481537010027E+00 a      1039     0    70     1     4
  2.7264318377806152E-01 a      1040     0    70     1     5
 -3.5161397956694662E-01 a      1041     0    70     1     6
  4.2169222090530145E-01 a      1042     0    70     1     7
 -7.6549902125323560E-02 a      1043     0    70     1     8
  3.4200454887428244E-01 a      1044     0    70     1     9
 -8.6653346416465368E-02 a      1045     0    70     1    10
  7.3690855889799356E-01 a      1046     0    70     1    11
 -1.5869730352254865E+00 a      1047     0    70     1    12
  6.2222967415021357E-01 a      1048     0    70     1    13
 -5.4603504259779212E-01 a      1049     0    70     1    14
 -3.6393971930578578E-01 a      1050     0    70     1    15
 -7.3648957938687931E-01 a      1051     0    71     1     1
  6.1468862885277475E-01 a      1052     0    71     1     2
 -6.7215700056485062E-01 a      1053     0    71     1     3
 -9.3015784005653279E-01 a      1054     0    71     1     4
  9.2154323697010976E-01 a      1055     0    71     1     5
  8.8426334715388999E-01 a      1056     0    71     1     6
  4.7485275285374801E-03 a      1057     0    71     1     7
 -8.9519621833383400E-01 a      1058     0    71     1     8
 -5.7807207276375117E-01 a      1059     0    71     1     9
 -3.8014727613198845E-01 a      1060     0    71     1    10
  6.4607616931843004E-01 a      1061     0    71     1    11
  3.6279014668274079E-01 a      1062     0    71     1    12
 -1.4769620747361718E+00 a      1063     0    71     1    13
  1.0888422814002241E+00 a      1064     0    71     1    14
 -1.2616374082211606E+00 a      1065     0    71     1    15
  1.4827536006216797E+00 a      1066     0    72     1     1
 -8.0081177882453769E-01 a      1067     0    72     1     2
