################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  4.4112309491639173E-01 a       101     0     7     1    11
 -3.7635208399807807E+00 a       102     0     7     1    12
  5.4077101283901252E-01 a       103     0     7     1    13
 -3.4650151367494625E-01 a       104     0     7     1    14
 -1.6542257747345606E+00 a       105     0     7     1    15
 -2.4133233078846388E+00 a       106     0     8     1     1
 -6.2123699028708279E-01 a       107     0     8     1     2
 -1.9295450588493290E+00 a       108     0     8     1     3
 -2.7620462783956699E+00 a       109     0     8     1     4
  9.2525881111214514E-01 a       110     0     8     1     5
  1.4981377570431667E+00 a       111     0     8     1     6
  3.5313069464681979E-01 a       112     0     8     1     7
 -3.0411663028285751E+00 a       113     0     8     1     8
  1.0904394734263492E+00 a       114     0     8     1     9
  6.1813997526540432E-02 a       115     0     8     1    10
 -2.0719529307333526E+00 a       116     0     8     1    11
  3.8480048860133914E-01 a       117     0     8     1    12
  1.3241546371579827E-01 a       118     0     8     1    13
 -6.2168031109592847E-01 a       119     0     8     1    14
 -1.4395612836132725E+00 a       120     0     8     1    15
 -1.4281729070515543E+00 a       121     0     9     1     1
  5.8706397082223971E-01 a       122     0     9     1     2
 -1.1755697259329132E+00 a       123     0     9     1     3
 -9.1205260846509284E-01 a       124     0     9     1     4
  1.7909973221549604E+00 a       125     0     9     1     5
 -1.0561847210246027E-01 a       126     0     9     1     6
 -8.3508745106913362E-01 a       127     0     9     1     7
  2.3251571218586808E-01 a       128     0     9     1     8
  1.0955999853653611E+00 a       129     0     9     1     9
  8.3328998939505916E-01 a       130     0     9     1    10
 -1.0875818417762595E+00 a       131     0     9     1    11
 -2.3877766130718396E+00 a       132     0     9     1    12
  6.0548523303139512E-01 a       133     0     9     1    13
  5.4565742394269146E-01 a       134     0     9     1    14
  4.8115059114566944E-01 a       135     0     9     1    15
 -1.3627019838935002E+00 a       136     0    10     1     1
  6.8563317845214744E-01 a       137     0    10     1     2
 -1.4537383743138270E+00 a       138     0    10     1     3
 -3.4543931238139836E-01 a       139     0    10     1     4
  1.9428998030886260E+00 a       140     0    10     1     5
 -1.0624782912769037E-01 a       141     0    10     1     6
  1.5985155953103236E-03 a       142     0    10     1     7
  2.0614677226624742E+00 a       143     0    10     1     8
 -2.1135704539091340E+00 a       144     0    10     1     9
  2.9039949043593274E+00 a       145     0    10     1    10
 -5.6669277859104361E-03 a       146     0    10     1    11
 -5.3976482659429337E-01 a       147     0    10     1    12
 -2.1678353504053991E+00 a       148     0    10     1    13
  2.6240184148567192E-01 a       149     0    10     1    14
  1.6111785737844631E+00 a       150     0    10     1    15
 -1.9489399826808280E+00 a       151     0    11     1     1
  1.9329398544438554E+00 a       152     0    11     1     2
  1.9288935841516647E-01 a       153     0    11     1     3
 -1.3453021033325999E-01 a       154     0    11     1     4
 -6.6178824677665637E-01 a       155     0    11     1     5
 -2.2300528359429833E-01 a       156     0    11     1     6
  6.2582554825889369E-01 a       157     0    11     1     7
 -1.8051598871710877E+00 a       158     0    11     1     8
  3.2839113704377532E-01 a       159     0    11     1     9
  2.3708968325955251E+00 a       160     0    11     1    10
  7.3807044626142759E-01 a       161     0    11     1    11
  2.6464615949422710E+00 a       162     0    11     1    12
 -9.2609349611389713E-01 a       163     0    11     1    13
 -1.2427072230659526E+00 a       164     0    11     1    14
 -2.9859245988848095E+00 a       165     0    11     1    15
  6.0519127955968011E-01 a       166     0    12     1     1
  1.3604876060921585E+00 a       167     0    12     1     2
 -3.3262529975333399E-01 a       168     0    12     1     3
 -1.9807559392848278E-01 a       169     0    12     1     4
  1.4598719971820873E+00 a       170     0    12     1     5
 -2.0022463661427872E+00 a       171     0    12     1     6
 -1.2913363271238916E+00 a       172     0    12     1     7
  8.6063213074760492E-01 a       173     0    12     1     8
 -3.8230334136144933E-01 a       174     0    12     1     9
 -4.7515183010796036E-01 a       175     0    12     1    10
  1.6649811486808901E+00 a       176     0    12     1    11
  1.5539959917598312E+00 a       177     0    12     1    12
  5.0282122170289401E-01 a       178     0    12     1    13
 -5.5075012101357901E-01 a       179     0    12     1    14
 -3.2275950003096360E-01 a       180     0    12     1    15
 -6.0106470019707148E-01 a       181     0    13     1     1
 -1.6243464009978081E+00 a       182     0    13     1     2
  2.8245445357964263E+00 a       183     0    13     1     3
  7.6011291172275497E-01 a       184     0    13     1     4
 -2.9577814760517751E+00 a       185     0    13     1     5
  1.9851510268609456E+00 a       186     0    13     1     6
 -8.0127766072868989E-01 a       187     0    13     1     7
  7.4209866898799337E-01 a       188     0    13     1     8
  1.2529417274713242E-01 a       189     0    13     1     9
 -1.4066215775412287E+00 a       190     0    13     1    10
  2.6527618988653163E+00 a       191     0    13     1    11
  8.9161778725157781E-01 a       192     0    13     1    12
 -2.4466269865949014E-01 a       193     0    13     1    13
 -2.4108095710092421E+00 a       194     0    13     1    14
  3.4458061356544956E-01 a       195     0    13     1    15
 -8.1878745620023263E-01 a       196     0    14     1     1
 -3.7821962256489634E+00 a       197     0    14     1     2
 -4.0988281409261423E-01 a       198     0    14     1     3
 -1.2632043754253235E+00 a       199     0    14     1     4
  3.6414876156193554E-01 a       200     0    14     1     5
  2.3505897396253390E+00 a       201     0    14     1     6
 -4.7422509758834763E-01 a       202     0    14     1     7
 -3.5671116870101209E+00 a       203     0    14     1     8
 -5.9789566749238121E-01 a       204     0    14     1     9
 -2.3704347087968469E+00 a       205     0    14     1    10
 -1.0701808994519251E+00 a       206     0    14     1    11
 -1.4247777536625983E+00 a       207     0    14     1    12
 -1.1873172911162091E+00 a       208     0    14     1    13
  6.4589959439503297E-02 a       209     0    14     1    14
 -2.6623617027248542E-01 a       210     0    14     1    15
 -6.0466070408282124E-01 a       211     0    15     1     1
  5.2450153412375700E-01 a       212     0    15     1     2
 -6.0392286450858257E-01 a       213     0    15     1     3
 -4.3946446856501700E+00 a       214     0    15     1     4
  1.4830295251004166E+00 a       215     0    15     1     5
 -2.7679676632950572E+00 a       216     0    15     1     6
  1.4437176738759441E+00 a       217     0    15     1     7
  2.1401527509937077E+00 a       218     0    15     1     8
  4.8059306528707169E-01 a       219     0    15     1     9
 -8.0688525772164243E-01 a       220     0    15     1    10
  4.5174705699219109E-02 a       221     0    15     1    11
  3.0189223227970037E+00 a       222     0    15     1    12
 -8.2800615465598493E-01 a       223     0    15     1    13
  2.6691864223642794E+00 a       224     0    15     1    14
  7.2602926248335797E-01 a       225     0    15     1    15
 -4.7972975804301654E-01 a       226     0    16     1     1
 -2.9269245504594144E-02 a       227     0    16     1     2
 -4.9157602832042463E-01 a       228     0    16     1     3
 -1.8606924450305742E+00 a       229     0    16     1     4
 -8.1857873771582823E-02 a       230     0    16     1     5
 -1.6196173127409375E+00 a       231     0    16     1     6
  6.0922966608633145E-01 a       232     0    16     1     7
  3.3319017031179117E+00 a       233     0    16     1     8
 -2.7662845094537059E-01 a       234     0    16     1     9
  2.7128720747600115E+00 a       235     0    16     1    10
 -3.5621808783501074E-02 a       236     0    16     1    11
 -3.0231148804259660E+00 a       237     0    16     1    12
 -2.1842149329757850E+00 a       238     0    16     1    13
  7.1719121976279643E-01 a       239     0    16     1    14
 -8.1768444168771559E-01 a       240     0    16     1    15
  1.1063223845964976E+00 a       241     0    17     1     1
 -1.2764187434443381E+00 a       242     0    17     1     2
  5.7131678083573756E-01 a       243     0    17     1     3
 -6.7098749691144122E-01 a       244     0    17     1     4
 -1.0386559905841803E+00 a       245     0    17     1     5
  1.2175419371757596E+00 a       246     0    17     1     6
 -1.6119543716857181E+00 a       247     0    17     1     7
 -1.6304605493823210E+00 a       248     0    17     1     8
 -1.4051879122974900E-01 a       249     0    17     1     9
  1.0833090052188783E+00 a       250     0    17     1    10
  1.4579356847465050E+00 a       251     0    17     1    11
  3.3077833346935365E-01 a       252     0    17     1    12
  5.5616362454928792E-01 a       253     0    17     1    13
 -2.4424375310996069E+00 a       254     0    17     1    14
 -2.0707292989150439E+00 a       255     0    17     1    15
  1.1039562386956381E+00 a       256     0    18     1     1
 -1.1070491767174351E-01 a       257     0    18     1     2
 -1.3003719911014557E+00 a       258     0    18     1     3
 -2.9808418833228212E-01 a       259     0    18     1     4
  6.6115614938665590E-01 a       260     0    18     1     5
 -3.3997049720063627E-01 a       261     0    18     1     6
 -1.1350687550594978E+00 a       262     0    18     1     7
  1.1369069060771388E+00 a       263     0    18     1     8
 -4.4709545132824158E-01 a       264     0    18     1     9
 -2.5253573102238480E-01 a       265     0    18     1    10
  1.2900384127570097E-01 a       266     0    18     1    11
 -5.8330556964766189E-01 a       267     0    18     1    12
  2.6723657587525446E-01 a       268     0    18     1    13
 -2.0433474794660572E-01 a       269     0    18     1    14
  8.0947377590091030E-01 a       270     0    18     1    15
  1.8607838448580873E+00 a       271     0    19     1     1
 -2.7656173003223389E-01 a       272     0    19     1     2
 -8.5675365683300142E-01 a       273     0    19     1     3
  8.0726959063810133E-01 a       274     0    19     1     4
 -3.9956722218172347E-01 a       275     0    19     1     5
  2.2373294515807704E-01 a       276     0    19     1     6
 -5.6738382320410741E-01 a       277     0    19     1     7
  1.4709003744967228E+00 a       278     0    19     1     8
 -6.1919311350868078E-01 a       279     0    19     1     9
  1.9465189714631106E+00 a       280     0    19     1    10
  7.2651853744777206E-01 a       281     0    19     1    11
 -1.2196918028330401E+00 a       282     0    19     1    12
  8.3608044699538042E-01 a       283     0    19     1    13
  3.1717201294343422E-01 a       284     0    19     1    14
 -6.9274201326841789E-01 a       285     0    19     1    15
 -5.6123653979445098E-01 a       286     0    20     1     1
 -2.8454864615823705E-01 a       287     0    20     1     2
 -1.8983873913890466E+00 a       288     0    20     1     3
 -1.5666729120455554E+00 a       289     0    20     1     4
  1.8812726815045921E-01 a       290     0    20     1     5
  5.3834360996321806E-01 a       291     0    20     1     6
  1.5013208279106411E+00 a       292     0    20     1     7
  8.0239397236340126E-01 a       293     0    20     1     8
 -8.5387702818806799E-01 a       294     0    20     1     9
 -3.6375120777217065E-02 a       295     0    20     1    10
 -1.0274575391750032E+00 a       296     0    20     1    11
  3.7272379636335109E+00 a       297     0    20     1    12
  7.2275123665914875E-01 a       298     0    20     1    13
  2.0942171086460308E+00 a       299     0    20     1    14
  1.5749359778908549E+00 a       300     0    20     1    15
  4.8110382817260383E-01 a       301     0    21     1     1
  7.4263144130273817E-01 a       302     0    21     1     2
  9.5217615007068424E-01 a       303     0    21     1     3
  7.4717240038179578E-01 a       304     0    21     1     4
  1.0377292922517471E+00 a       305     0    21     1     5
 -2.7345826845749261E+00 a       306     0    21     1     6
 -3.1433830955379499E-01 a       307     0    21     1     7
  1.0010211881259261E+00 a       308     0    21     1     8
 -1.3108356589810770E+00 a       309     0    21     1     9
 -1.9283454863680025E+00 a       310     0    21     1    10
 -1.1061552233066991E+00 a       311     0    21     1    11
  8.9017148692590309E-02 a       312     0    21     1    12
  1.0903612349939495E+00 a       313     0    21     1    13
 -7.6332360084161599E-01 a       314     0    21     1    14
 -1.0153498959675009E+00 a       315     0    21     1    15
  1.1832251634479909E+00 a       316     0    22     1     1
 -3.0155015597546864E-01 a       317     0    22     1     2
  3.6899454148853367E-01 a       318     0    22     1     3
  7.7149628726815922E-01 a       319     0    22     1     4
  7.2856956179780163E-01 a       320     0    22     1     5
  1.1389464877781015E+00 a       321     0    22     1     6
  2.9684855809104482E-01 a       322     0    22     1     7
  6.4970680506205447E-01 a       323     0    22     1     8
 -1.1081897796926419E+00 a       324     0    22     1     9
  1.7131678529241916E+00 a       325     0    22     1    10
  5.7973870440717878E-01 a       326     0    22     1    11
  4.5066523845464890E-01 a       327     0    22     1    12
 -4.3622203836120005E-02 a       328     0    22     1    13
 -3.7672016261560054E-02 a       329     0    22     1    14
  2.2714513202444298E-01 a       330     0    22     1    15
  6.4277941388436688E-01 a       331     0    23     1     1
 -1.8464663369241230E-01 a       332     0    23     1     2
  1.2816651488608163E-01 a       333     0    23     1     3
  1.6760413532844687E-02 a       334     0    23     1     4
  1.1947368387543658E+00 a       335     0    23     1     5
 -9.8216793082346848E-02 a       336     0    23     1     6
 -1.4929170616799867E+00 a       337     0    23     1     7
 -2.3399997718074378E-01 a       338     0    23     1     8
  9.2166106024052219E-01 a       339     0    23     1     9
  1.9003165586088744E-01 a       340     0    23     1    10
 -5.4065891235184305E-01 a       341     0    23     1    11
  1.3478652128714079E+00 a       342     0    23     1    12
  4.8484305556632912E-01 a       343     0    23     1    13
  1.0490399859484949E+00 a       344     0    23     1    14
  1.4674497499725501E+00 a       345     0    23     1    15
 -6.7634712928227714E-01 a       346     0    24     1     1
 -1.6491146302384661E+00 a       347     0    24     1     2
  2.4660968925058664E+00 a       348     0    24     1     3
  2.3183751294175017E+00 a       349     0    24     1     4
  7.4732897352249827E-01 a       350     0    24     1     5
  1.4292643574788557E+00 a       351     0    24     1     6
 -7.8161224277346952E-02 a       352     0    24     1     7
  3.2586943427329457E-02 a       353     0    24     1     8
 -1.1338411189640394E+00 a       354     0    24     1     9
 -1.5087835454055023E+00 a       355     0    24     1    10
 -1.0508496101813629E+00 a       356     0    24     1    11
 -4.6239349064494145E-01 a       357     0    24     1    12
  4.9146712592561470E-01 a       358     0    24     1    13
 -4.8737516422209226E-01 a       359     0    24     1    14
 -1.7147720358446832E+00 a       360     0    24     1    15
 -2.0198391797664267E-01 a       361     0    25     1     1
  1.3833040591794230E+00 a       362     0    25     1     2
  7.9056155809124562E-01 a       363     0    25     1     3
  1.0625906111732970E+00 a       364     0    25     1     4
  1.2808568863933691E+00 a       365     0    25     1     5
  1.5914507411459473E+00 a       366     0    25     1     6
  5.1707485041075951E-01 a       367     0    25     1     7
 -1.2245941511280551E+00 a       368     0    25     1     8
 -9.9040876158858215E-01 a       369     0    25     1     9
 -1.2245326392975919E+00 a       370     0    25     1    10
  4.5382221852215415E-01 a       371     0    25     1    11
  4.9378525269464701E-01 a       372     0    25     1    12
  1.0050551906065890E+00 a       373     0    25     1    13
  7.1234448569609765E-01 a       374     0    25     1    14
 -2.4210437483762348E+00 a       375     0    25     1    15
 -1.6479143777072476E+00 a       376     0    26     1     1
 -1.0472319279396256E+00 a       377     0    26     1     2
 -1.0001406842033507E+00 a       378     0    26     1     3
  1.1287944107967712E-01 a       379     0    26     1     4
 -5.6487325763180363E-01 a       380     0    26     1     5
  1.0182411058244232E+00 a       381     0    26     1     6
 -2.1241226022563668E+00 a       382     0    26     1     7
 -3.5540332964932997E-01 a       383     0    26     1     8
 -1.1882263482056321E-01 a       384     0    26     1     9
 -1.7540990164994534E+00 a       385     0    26     1    10
  9.8319880780843927E-01 a       386     0    26     1    11
 -2.4608864298223296E+00 a       387     0    26     1    12
 -1.7799057047393105E-01 a       388     0    26     1    13
 -1.1052224116320484E+00 a       389     0    26     1    14
  6.5339831959919803E-01 a       390     0    26     1    15
  4.7958839510608958E-01 a       391     0    27     1     1
  1.4869963710444059E+00 a       392     0    27     1     2
 -1.4901915250889561E+00 a       393     0    27     1     3
 -3.7413173010294259E-01 a       394     0    27     1     4
  3.3977519549253055E-01 a       395     0    27     1     5
 -2.0893648729105901E-01 a       396     0    27     1     6
 -6.3282138513418140E-01 a       397     0    27     1     7
 -8.3786042560970153E-01 a       398     0    27     1     8
 -1.0304605165623071E+00 a       399     0    27     1     9
 -7.2168888241082674E-01 a       400     0    27     1    10
 -1.5237327254286459E+00 a       401     0    27     1    11
 -3.4569208893650183E+00 a       402     0    27     1    12
  3.2192361523752155E-01 a       403     0    27     1    13
  6.8691154144733002E-01 a       404     0    27     1    14
 -7.0563335305229224E-01 a       405     0    27     1    15
 -2.1200642945377810E+00 a       406     0    28     1     1
 -4.1478338320103236E-01 a       407     0    28     1     2
  4.6945026279470631E-01 a       408     0    28     1     3
 -6.0676555265787446E-01 a       409     0    28     1     4
  1.6252973863122300E+00 a       410     0    28     1     5
  1.2635177458062308E+00 a       411     0    28     1     6
  1.3581080328204098E+00 a       412     0    28     1     7
  6.4153757449589710E-01 a       413     0    28     1     8
  6.5217994378228439E-01 a       414     0    28     1     9
  2.8787878678699186E-01 a       415     0    28     1    10
 -1.7236944143523933E+00 a       416     0    28     1    11
  1.4183110602586140E+00 a       417     0    28     1    12
 -2.0004454729827121E+00 a       418     0    28     1    13
 -2.1857797164050252E+00 a       419     0    28     1    14
  3.2922437452144631E+00 a       420     0    28     1    15
  1.9993452728154013E+00 a       421     0    29     1     1
 -2.3518538939561497E+00 a       422     0    29     1     2
 -1.9487451885956655E-01 a       423     0    29     1     3
  2.6655186716455892E-01 a       424     0    29     1     4
  1.3498891136749169E+00 a       425     0    29     1     5
 -2.0892388857263589E+00 a       426     0    29     1     6
 -1.0175543384810493E-01 a       427     0    29     1     7
  1.2791673817756162E+00 a       428     0    29     1     8
  5.9245695035629997E-01 a       429     0    29     1     9
  1.1373039658781128E+00 a       430     0    29     1    10
 -1.0085309578871560E-01 a       431     0    29     1    11
 -1.9001941687215738E+00 a       432     0    29     1    12
  2.5814689831608604E+00 a       433     0    29     1    13
 -3.9215633329674920E-01 a       434     0    29     1    14
 -4.5190503448108899E-01 a       435     0    29     1    15
  7.7493250905050415E-01 a       436     0    30     1     1
  2.3302024052707462E+00 a       437     0    30     1     2
 -1.0557158097663475E+00 a       438     0    30     1     3
 -2.4287655266096237E+00 a       439     0    30     1     4
 -2.2920127233638898E+00 a       440     0    30     1     5
 -2.2460946628333744E-01 a       441     0    30     1     6
 -1.9270239298571474E+00 a       442     0    30     1     7
 -2.3015247091701609E+00 a       443     0    30     1     8
  1.6991358991345049E-01 a       444     0    30     1     9
 -2.1288075451706674E+00 a       445     0    30     1    10
  1.2812801048479874E+00 a       446     0    30     1    11
 -5.2895960361273819E-01 a       447     0    30     1    12
 -1.5615102565031730E-01 a       448     0    30     1    13
  1.5208575018946275E+00 a       449     0    30     1    14
  1.0722216412781449E+00 a       450     0    30     1    15
  1.5998239621901940E+00 a       451     0    31     1     1
 -3.6530889118025944E-01 a       452     0    31     1     2
 -2.8144944083605838E-01 a       453     0    31     1     3
  9.8502609571407640E-01 a       454     0    31     1     4
 -1.4598166628750899E+00 a       455     0    31     1     5
 -1.4562190817486655E+00 a       456     0    31     1     6
 -4.1939310008883873E-01 a       457     0    31     1     7
  8.1844078405639120E-01 a       458     0    31     1     8
 -1.1630615814582628E+00 a       459     0    31     1     9
  1.2141581326528983E+00 a       460     0    31     1    10
  4.7139300037687004E-01 a       461     0    31     1    11
 -1.4509035081069803E+00 a       462     0    31     1    12
  5.5972961899809437E-01 a       463     0    31     1    13
 -1.1541594038496248E+00 a       464     0    31     1    14
  6.5014055281753658E-01 a       465     0    31     1    15
  1.5617693217023471E-01 a       466     0    32     1     1
 -2.3217646127660568E-01 a       467     0    32     1     2
 -5.3550087273339542E-01 a       468     0    32     1     3
 -1.0429582079551154E+00 a       469     0    32     1     4
 -3.2978331635603042E-03 a       470     0    32     1     5
  3.7969006195973209E-01 a       471     0    32     1     6
 -9.8258325750576447E-01 a       472     0    32     1     7
  8.0957759158681586E-01 a       473     0    32     1     8
 -1.5571601690772532E-01 a       474     0    32     1     9
  7.3704802518366630E-01 a       475     0    32     1    10
 -1.6865286322301964E+00 a       476     0    32     1    11
  3.0321030537011722E+00 a       477     0    32     1    12
  7.7427384144005662E-01 a       478     0    32     1    13
  2.5020210482602847E+00 a       479     0    32     1    14
  2.7392419988777807E+00 a       480     0    32     1    15
 -8.4885456032621698E-01 a       481     0    33     1     1
  9.4603826109737854E-01 a       482     0    33     1     2
  1.1939014117286759E+00 a       483     0    33     1     3
 -1.8271927915930797E-01 a       484     0    33     1     4
  1.1083809501324524E-02 a       485     0    33     1     5
 -1.7783052711121834E+00 a       486     0    33     1     6
 -1.2159111072643025E+00 a       487     0    33     1     7
 -6.8570542703207893E-02 a       488     0    33     1     8
 -6.3577433840056663E-01 a       489     0    33     1     9
 -1.6841195187332805E+00 a       490     0    33     1    10
 -9.2694109582220519E-01 a       491     0    33     1    11
  6.9778165650903667E-01 a       492     0    33     1    12
  1.7459358649313559E+00 a       493     0    33     1    13
 -2.0368873206159988E+00 a       494     0    33     1    14
  5.3279436747801401E-01 a       495     0    33     1    15
  1.5700360619020095E+00 a       496     0    34     1     1
  4.1619064946356460E-01 a       497     0    34     1     2
  9.2919571981903148E-05 a       498     0    34     1     3
  7.2654740470389612E-01 a       499     0    34     1     4
  3.8940020006962950E-02 a       500     0    34     1     5
 -2.5445242540082097E-01 a       501     0    34     1     6
 -1.5510260814494152E+00 a       502     0    34     1     7
  4.9675427760796959E-01 a       503     0    34     1     8
 -8.3875669310696632E-01 a       504     0    34     1     9
  1.5290292669170280E+00 a       505     0    34     1    10
  5.3791902106808243E-01 a       506     0    34     1    11
 -9.5631257037483908E-01 a       507     0    34     1    12
  6.5214312867385860E-01 a       508     0    34     1    13
 -2.6166460849889117E-01 a       509     0    34     1    14
 -7.0333838755293865E-02 a       510     0    34     1    15
 -1.0207018822938037E+00 a       511     0    35     1     1
 -7.5603374472371010E-01 a       512     0    35     1     2
  5.8146375019726082E-02 a       513     0    35     1     3
 -8.9498075290873824E-01 a       514     0    35     1     4
 -8.3550698236169341E-01 a       515     0    35     1     5
 -5.1309509998097058E-01 a       516     0    35     1     6
 -8.0938374991246853E-01 a       517     0    35     1     7
 -1.5281361480688054E+00 a       518     0    35     1     8
  1.1494115327971972E+00 a       519     0    35     1     9
  1.5946417539168423E-01 a       520     0    35     1    10
 -1.5509791729300529E-01 a       521     0    35     1    11
 -3.4337273159181164E-01 a       522     0    35     1    12
 -1.6182961116429201E-01 a       523     0    35     1    13
  1.5655458319885103E+00 a       524     0    35     1    14
  2.0368685017889350E+00 a       525     0    35     1    15
 -1.3099627174480073E+00 a       526     0    36     1     1
 -2.0362493389681213E+00 a       527     0    36     1     2
  2.0483953789095799E+00 a       528     0    36     1     3
  2.7605394838819581E+00 a       529     0    36     1     4
  8.7460080690304953E-01 a       530     0    36     1     5
