################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  2.3103392115313195E+00 a        54     0     4     1     9
  6.4846508353358145E-01 a        55     0     4     1    10
 -9.5372520596599775E-01 a        56     0     4     1    11
 -2.3009083672463069E+00 a        57     0     4     1    12
  1.9674215795382615E+00 a        58     0     4     1    13
 -6.6858326586824968E-01 a        59     0     4     1    14
 -4.7152855652978359E-01 a        60     0     4     1    15
  9.5792724326632017E-01 a        61     0     5     1     1
 -6.8177651009706519E-03 a        62     0     5     1     2
 -1.2520258957066663E+00 a        63     0     5     1     3
 -1.1681326920077448E+00 a        64     0     5     1     4
 -1.0095924020828579E+00 a        65     0     5     1     5
 -1.1688177000854090E+00 a        66     0     5     1     6
 -2.0233840004494308E+00 a        67     0     5     1     7
  4.7377236089096675E+00 a        68     0     5     1     8
  1.8760376978675097E+00 a        69     0     5     1     9
 -2.0760829978501008E+00 a        70     0     5     1    10
  6.3225814195957653E-01 a        71     0     5     1    11
 -1.3927800308955569E+00 a        72     0     5     1    12
 -2.5446965504590611E+00 a        73     0     5     1    13
 -3.2570034497411506E+00 a        74     0     5     1    14
 -8.0499682841490050E-01 a        75     0     5     1    15
  2.2328235415603670E-01 a        76     0     6     1     1
  1.2288021866409273E+00 a        77     0     6     1     2
  7.4124377056471302E-01 a        78     0     6     1     3
 -9.4615784771123002E-01 a        79     0     6     1     4
  9.6972338925334667E-01 a        80     0     6     1     5
 -3.9581657228575823E-01 a        81     0     6     1     6
  2.4060188168836469E+00 a        82     0     6     1     7
 -6.0151660306802124E-01 a        83     0     6     1     8
 -5.6150605834439526E-01 a        84     0     6     1     9
 -2.7274595789478999E+00 a        85     0     6     1    10
  2.2360561186867456E-01 a        86     0     6     1    11
  1.4110109247669798E+00 a        87     0     6     1    12
 -2.2478084134489729E-01 a        88     0     6     1    13
  1.5484872215394632E+00 a        89     0     6     1    14
  8.3957142178981936E-01 a        90     0     6     1    15
  1.5042673023274333E+00 a        91     0     7     1     1
  6.1604943678684909E-01 a        92     0     7     1     2
  8.2759295664594923E-01 a        93     0     7     1     3
 -3.9346532123083899E-01 a        94     0     7     1     4
  6.7518440828235093E-01 a        95     0     7     1     5
 -5.7823421459647417E-01 a        96     0     7     1     6
  1.9130849415034751E-01 a        97     0     7     1     7
 -1.9590246050914433E+00 a        98     0     7     1     8
  1.2005961510807998E-01 a        99     0     7     1     9
 -6.0002946257448730E-01 a       100     0     7     1    10
  1.5875189503030276E+00 a       101     0     7     1    11
  1.5332867003750078E-01 a       102     0     7     1    12
  3.2089980012645341E+00 a       103     0     7     1    13
  1.9228737013136667E+00 a       104     0     7     1    14
 -1.0653056676437207E+00 a       105     0     7     1    15
  8.0626427686539315E-01 a       106     0     8     1     1
 -1.4608313652197564E+00 a       107     0     8     1     2
 -1.0591059694041678E+00 a       108     0     8     1     3
 -4.2201038815660286E-02 a       109     0     8     1     4
  4.7142477838180735E-01 a       110     0     8     1     5
 -3.6376024224947673E-01 a       111     0     8     1     6
 -1.2078106229898398E+00 a       112     0     8     1     7
  4.5600178363285310E-02 a       113     0     8     1     8
  2.2080506331616956E+00 a       114     0     8     1     9
  1.1751115203321849E+00 a       115     0     8     1    10
 -1.2383204013462570E+00 a       116     0     8     1    11
  1.7068872944041105E-01 a       117     0     8     1    12
  1.0486959278034198E+00 a       118     0     8     1    13
 -1.5279596408689008E-01 a       119     0     8     1    14
  2.0071256473401425E-02 a       120     0     8     1    15
 -1.6435385737410251E+00 a       121     0     9     1     1
 -1.7072300700683756E+00 a       122     0     9     1     2
 -4.1186908412792711E-01 a       123     0     9     1     3
 -6.5238414534493605E-01 a       124     0     9     1     4
  2.6068009358609928E-01 a       125     0     9     1     5
  3.0588517967315021E-01 a       126     0     9     1     6
 -1.1885851644472789E+00 a       127     0     9     1     7
  1.6815138647055456E+00 a       128     0     9     1     8
  2.2182322859499881E+00 a       129     0     9     1     9
 -2.6141333970638825E-01 a       130     0     9     1    10
  6.8350780766202224E-01 a       131     0     9     1    11
  5.8438635109081805E-01 a       132     0     9     1    12
 -1.6383751243283682E+00 a       133     0     9     1    13
  2.5845635582106037E+00 a       134     0     9     1    14
 -2.1373604921780092E+00 a       135     0     9     1    15
 -3.8688808664155570E+00 a       136     0    10     1     1
  5.3730699007411253E-01 a       137     0    10     1     2
 -1.0274606556065973E+00 a       138     0    10     1     3
  1.5548564517005237E+00 a       139     0    10     1     4
  1.0105735969340410E+00 a       140     0    10     1     5
 -4.8665868891803232E-01 a       141     0    10     1     6
 -2.3604588923782044E-01 a       142     0    10     1     7
  1.7906569970506208E+00 a       143     0    10     1     8
 -1.5752088601851510E+00 a       144     0    10     1     9
 -1.7694259314072036E+00 a       145     0    10     1    10
 -7.9331321317798298E-01 a       146     0    10     1    11
 -3.3261346395340630E-01 a       147     0    10     1    12
 -1.7711501514068786E+00 a       148     0    10     1    13
 -6.1801526085513436E-01 a       149     0    10     1    14
  2.1836513889591793E+00 a       150     0    10     1    15
 -1.3827622905129289E-01 a       151     0    11     1     1
 -1.1429741690488140E+00 a       152     0    11     1     2
 -2.6669915630139429E-01 a       153     0    11     1     3
  2.4197510951357750E+00 a       154     0    11     1     4
 -2.9166654036882069E+00 a       155     0    11     1     5
  5.0555987351427878E-01 a       156     0    11     1     6
  2.9554981150138553E+00 a       157     0    11     1     7
 -7.4019129173047005E-01 a       158     0    11     1     8
  6.3024405790244720E-01 a       159     0    11     1     9
 -8.4983747565685341E-01 a       160     0    11     1    10
  1.0038104304375086E+00 a       161     0    11     1    11
  7.6908301176871113E-02 a       162     0    11     1    12
  6.9431432928338477E-01 a       163     0    11     1    13
 -3.4919355797032177E+00 a       164     0    11     1    14
 -3.2564210060175380E-01 a       165     0    11     1    15
  2.9533191792444335E+00 a       166     0    12     1     1
  9.7710646443051608E-01 a       167     0    12     1     2
  7.0983818091131168E-01 a       168     0    12     1     3
  2.6008149531462843E-01 a       169     0    12     1     4
 -1.1276060381983171E+00 a       170     0    12     1     5
 -7.6432390057736788E-01 a       171     0    12     1     6
  1.7688672961740570E+00 a       172     0    12     1     7
 -4.9762684243194566E-01 a       173     0    12     1     8
  1.1762312219106601E+00 a       174     0    12     1     9
  2.1624078969056137E+00 a       175     0    12     1    10
 -2.1757590036315406E+00 a       176     0    12     1    11
 -2.1521687732997603E+00 a       177     0    12     1    12
  1.6032955020955044E+00 a       178     0    12     1    13
  4.5205241816644715E-01 a       179     0    12     1    14
 -1.2258652234059282E+00 a       180     0    12     1    15
  2.8042001492415453E-02 a       181     0    13     1     1
  1.1786076669776331E+00 a       182     0    13     1     2
  3.4598773411461212E+00 a       183     0    13     1     3
 -1.6319617202208507E+00 a       184     0    13     1     4
  3.4586894103634545E+00 a       185     0    13     1     5
 -9.2678795328127628E-01 a       186     0    13     1     6
  2.4045175968351522E+00 a       187     0    13     1     7
 -9.0550235655982622E-02 a       188     0    13     1     8
 -6.9958346468950883E-01 a       189     0    13     1     9
  7.5130894144215532E-01 a       190     0    13     1    10
  1.8586166687170413E+00 a       191     0    13     1    11
  1.0032004164147086E+00 a       192     0    13     1    12
  9.1709719257360711E-01 a       193     0    13     1    13
  2.5627848486636093E+00 a       194     0    13     1    14
 -1.7788730364416774E+00 a       195     0    13     1    15
 -1.0843721584556265E+00 a       196     0    14     1     1
 -6.7609808510464542E-01 a       197     0    14     1     2
 -5.0231448098216447E-01 a       198     0    14     1     3
 -3.3022796826056888E-01 a       199     0    14     1     4
  3.2017519800922051E-01 a       200     0    14     1     5
  1.2459373353026118E-01 a       201     0    14     1     6
 -3.2114428876568173E+00 a       202     0    14     1     7
 -5.1425026932969131E-01 a       203     0    14     1     8
 -2.0230421271314272E-01 a       204     0    14     1     9
 -8.5015724490341699E-02 a       205     0    14     1    10
  1.1241351837892661E+00 a       206     0    14     1    11
 -2.6606666386954663E+00 a       207     0    14     1    12
 -7.5349110411583797E-01 a       208     0    14     1    13
  1.7746617304722152E+00 a       209     0    14     1    14
  6.0500524560985602E-01 a       210     0    14     1    15
 -1.0395766588745485E+00 a       211     0    15     1     1
 -8.0538099872728319E-01 a       212     0    15     1     2
 -1.9935087666742819E+00 a       213     0    15     1     3
  8.7706022390681770E-01 a       214     0    15     1     4
 -4.3137633607904891E-01 a       215     0    15     1     5
  2.4271568997640447E+00 a       216     0    15     1     6
 -2.7924383488697377E+00 a       217     0    15     1     7
  5.3833337172446738E-01 a       218     0    15     1     8
  1.4791401288029546E+00 a       219     0    15     1     9
 -3.8876212088103462E-01 a       220     0    15     1    10
 -6.9278539777799697E-01 a       221     0    15     1    11
 -1.7411849772621490E+00 a       222     0    15     1    12
 -3.5569765771247741E-01 a       223     0    15     1    13
 -9.8344624378150569E-01 a       224     0    15     1    14
  6.4368047971370479E-01 a       225     0    15     1    15
  4.2853202242210603E-01 a       226     0    16     1     1
  1.6860297399034871E+00 a       227     0    16     1     2
  2.6472338820184704E-01 a       228     0    16     1     3
 -4.0357973330631597E-02 a       229     0    16     1     4
 -4.4993050566329007E+00 a       230     0    16     1     5
  5.5906007828428028E-01 a       231     0    16     1     6
  4.3152986244039377E+00 a       232     0    16     1     7
  8.4481003847472913E-01 a       233     0    16     1     8
 -3.4095288411663660E-01 a       234     0    16     1     9
  9.0234876161777078E-01 a       235     0    16     1    10
 -1.9475790460360938E+00 a       236     0    16     1    11
 -4.1498429294955441E-01 a       237     0    16     1    12
  5.0161087639562674E-01 a       238     0    16     1    13
 -1.2763053354639164E+00 a       239     0    16     1    14
 -4.7529188431423569E-01 a       240     0    16     1    15
 -3.8298067722733603E-01 a       241     0    17     1     1
 -1.2927191234337703E+00 a       242     0    17     1     2
  1.7738665345615645E+00 a       243     0    17     1     3
 -4.8588664196317027E-01 a       244     0    17     1     4
 -1.8203643969167633E+00 a       245     0    17     1     5
 -3.9665201018084234E-01 a       246     0    17     1     6
  3.7972628493016467E+00 a       247     0    17     1     7
 -6.8458363869946326E-01 a       248     0    17     1     8
 -7.4803837723634703E-01 a       249     0    17     1     9
  8.0547200704480082E-01 a       250     0    17     1    10
  1.1138800231923842E+00 a       251     0    17     1    11
  2.1220508001610416E+00 a       252     0    17     1    12
 -8.6789626442367562E-01 a       253     0    17     1    13
  2.0253342411859374E+00 a       254     0    17     1    14
 -7.5977856629500962E-01 a       255     0    17     1    15
  6.2987687712616769E-01 a       256     0    18     1     1
  4.0601248108109922E-01 a       257     0    18     1     2
 -1.2846648299288166E-02 a       258     0    18     1     3
  5.1848903359298837E-01 a       259     0    18     1     4
  1.9421282163786922E+00 a       260     0    18     1     5
  7.0099665499038089E-01 a       261     0    18     1     6
 -1.3869117208299622E-01 a       262     0    18     1     7
  6.1917691745965253E-01 a       263     0    18     1     8
 -2.1535989305584907E-01 a       264     0    18     1     9
  2.0559496921858522E+00 a       265     0    18     1    10
 -6.1405827048532113E-01 a       266     0    18     1    11
  8.0579860184288088E-01 a       267     0    18     1    12
 -9.8665523420956636E-01 a       268     0    18     1    13
  2.3921296999374855E+00 a       269     0    18     1    14
  8.6982997445686583E-01 a       270     0    18     1    15
  9.9772421181884496E-01 a       271     0    19     1     1
 -2.1666965097955986E+00 a       272     0    19     1     2
  6.5450181533701257E-01 a       273     0    19     1     3
  1.7934837065210585E-01 a       274     0    19     1     4
  1.9164737582839468E+00 a       275     0    19     1     5
  1.4482364801818575E+00 a       276     0    19     1     6
 -9.9076122993110816E-01 a       277     0    19     1     7
 -9.1158920802863297E-01 a       278     0    19     1     8
 -9.6752774005183850E-01 a       279     0    19     1     9
 -6.2460137387117809E-01 a       280     0    19     1    10
  1.0606424689626999E+00 a       281     0    19     1    11
  3.0710229322786198E-01 a       282     0    19     1    12
 -2.3315347378303737E+00 a       283     0    19     1    13
  6.0083907398500624E-01 a       284     0    19     1    14
 -2.2424984519099165E+00 a       285     0    19     1    15
  3.8271236136455444E-01 a       286     0    20     1     1
 -8.1357556874165060E-01 a       287     0    20     1     2
 -5.9071019533959879E-01 a       288     0    20     1     3
 -1.0115030878701530E+00 a       289     0    20     1     4
 -4.5157220829804501E-01 a       290     0    20     1     5
 -1.0454084961643628E-01 a       291     0    20     1     6
  7.1047431712057485E-01 a       292     0    20     1     7
  8.0163381277847945E-01 a       293     0    20     1     8
  1.5385178186071427E+00 a       294     0    20     1     9
  1.1488244666775875E+00 a       295     0    20     1    10
 -2.9221967578527014E-01 a       296     0    20     1    11
  5.7010986163479749E-01 a       297     0    20     1    12
 -2.6994320575644459E-01 a       298     0    20     1    13
 -2.3985458480534211E-02 a       299     0    20     1    14
 -1.2737465506375794E+00 a       300     0    20     1    15
  2.1685745599050810E-01 a       301     0    21     1     1
 -2.2215135283193835E-01 a       302     0    21     1     2
 -1.4515404649173318E+00 a       303     0    21     1     3
 -1.7143718333356484E+00 a       304     0    21     1     4
 -5.5431204725649175E-01 a       305     0    21     1     5
 -7.9163569127368261E-01 a       306     0    21     1     6
 -2.1527555806420498E-01 a       307     0    21     1     7
 -1.7350539767081326E+00 a       308     0    21     1     8
 -1.8485082739670700E-01 a       309     0    21     1     9
  7.6368380110786782E-01 a       310     0    21     1    10
  1.3263921446854550E+00 a       311     0    21     1    11
  4.9703329730826618E-01 a       312     0    21     1    12
 -1.0999798012252524E+00 a       313     0    21     1    13
 -2.5127064630017981E-01 a       314     0    21     1    14
  1.4853108196250990E+00 a       315     0    21     1    15
 -9.2537721090034331E-01 a       316     0    22     1     1
 -1.4371801405716558E+00 a       317     0    22     1     2
 -1.5149138919112213E+00 a       318     0    22     1     3
  1.0339406016615131E+00 a       319     0    22     1     4
  9.6384126256196201E-01 a       320     0    22     1     5
  5.1200275379633842E-01 a       321     0    22     1     6
 -1.1079586305722777E+00 a       322     0    22     1     7
  6.1072934447445804E-01 a       323     0    22     1     8
 -2.2376879187485932E-01 a       324     0    22     1     9
 -3.0872039558280079E-01 a       325     0    22     1    10
  1.1432151354509688E+00 a       326     0    22     1    11
  1.1861393091171162E+00 a       327     0    22     1    12
  9.7307870008928121E-01 a       328     0    22     1    13
 -2.3057033411333490E+00 a       329     0    22     1    14
  1.5275995205693496E+00 a       330     0    22     1    15
 -2.3851152086576684E+00 a       331     0    23     1     1
  1.2794041770598537E+00 a       332     0    23     1     2
 -7.1611935574588642E-02 a       333     0    23     1     3
  1.1665970309382268E+00 a       334     0    23     1     4
 -1.1251519609367677E+00 a       335     0    23     1     5
  1.2735484679346245E+00 a       336     0    23     1     6
  5.1742331030435063E-01 a       337     0    23     1     7
 -7.8726153509143182E-01 a       338     0    23     1     8
 -9.6678312047560533E-01 a       339     0    23     1     9
  5.1205221397716350E-01 a       340     0    23     1    10
 -7.8591363440613438E-01 a       341     0    23     1    11
 -1.0903412088064615E-01 a       342     0    23     1    12
 -7.6835034536109958E-02 a       343     0    23     1    13
 -5.1093984021157790E-01 a       344     0    23     1    14
  3.2600486793422701E-01 a       345     0    23     1    15
 -3.8734748938162372E-01 a       346     0    24     1     1
 -6.3564038497413033E-01 a       347     0    24     1     2
  1.1653369745459918E+00 a       348     0    24     1     3
 -7.1245764718182814E-01 a       349     0    24     1     4
 -2.4370605807026258E+00 a       350     0    24     1     5
 -2.9062697754019096E-01 a       351     0    24     1     6
  1.3307415272056633E+00 a       352     0    24     1     7
  6.5830886693022472E-01 a       353     0    24     1     8
 -1.2749942892469144E+00 a       354     0    24     1     9
 -1.7906786838776971E+00 a       355     0    24     1    10
  9.6032112516172807E-01 a       356     0    24     1    11
  1.4299204782338706E+00 a       357     0    24     1    12
 -1.5525291853614203E+00 a       358     0    24     1    13
  3.8072132589292429E-04 a       359     0    24     1    14
  7.0047653405106525E-01 a       360     0    24     1    15
  1.1435780434549163E+00 a       361     0    25     1     1
  7.9495053725109321E-01 a       362     0    25     1     2
 -7.7568536890480155E-01 a       363     0    25     1     3
  1.8152574384945594E-01 a       364     0    25     1     4
  1.4952164999812294E+00 a       365     0    25     1     5
  7.5319592661451695E-01 a       366     0    25     1     6
 -6.5823481701973940E-01 a       367     0    25     1     7
 -8.9045973252399879E-01 a       368     0    25     1     8
 -1.6563139163015945E+00 a       369     0    25     1     9
 -2.1880808992081882E+00 a       370     0    25     1    10
  9.3149964145819064E-01 a       371     0    25     1    11
 -6.3431241441559760E-01 a       372     0    25     1    12
 -4.0158681470271657E-01 a       373     0    25     1    13
 -1.8584013635350589E+00 a       374     0    25     1    14
  3.6966361370404299E+00 a       375     0    25     1    15
 -1.2750068196210695E+00 a       376     0    26     1     1
 -2.0200776818139443E-01 a       377     0    26     1     2
  2.1323669738270223E+00 a       378     0    26     1     3
  6.6138293630144585E-01 a       379     0    26     1     4
 -1.2509924370160379E+00 a       380     0    26     1     5
 -2.0925936597733372E+00 a       381     0    26     1     6
 -1.6873250798299175E+00 a       382     0    26     1     7
  1.8533198361581726E-01 a       383     0    26     1     8
  6.6128884311356428E-01 a       384     0    26     1     9
  1.0246726887608273E+00 a       385     0    26     1    10
 -3.2169814077302314E+00 a       386     0    26     1    11
 -4.8623440087282599E-01 a       387     0    26     1    12
 -1.5372054414872785E-01 a       388     0    26     1    13
 -1.2524341588677440E-01 a       389     0    26     1    14
  2.2279008988361628E+00 a       390     0    26     1    15
  3.4060702488080336E-01 a       391     0    27     1     1
 -1.3341119632753584E+00 a       392     0    27     1     2
 -3.0115254413135739E-01 a       393     0    27     1     3
 -7.0453978286319408E-01 a       394     0    27     1     4
 -2.4142385593102145E-01 a       395     0    27     1     5
 -1.8952822681873298E+00 a       396     0    27     1     6
 -2.4259184052505481E-01 a       397     0    27     1     7
  1.4031033943592808E-01 a       398     0    27     1     8
  5.1938103206333486E-01 a       399     0    27     1     9
 -5.5630296022166226E-01 a       400     0    27     1    10
  1.3752149864152772E+00 a       401     0    27     1    11
  1.7001591481629299E+00 a       402     0    27     1    12
 -2.6472642541822795E+00 a       403     0    27     1    13
  1.0383696698000584E+00 a       404     0    27     1    14
  2.0799372138753531E+00 a       405     0    27     1    15
  2.2475849257851825E+00 a       406     0    28     1     1
 -1.3311861941155643E+00 a       407     0    28     1     2
  1.1753343253798465E-01 a       408     0    28     1     3
 -1.3362492328673576E+00 a       409     0    28     1     4
 -1.1875726275743081E+00 a       410     0    28     1     5
 -2.3257525519071218E+00 a       411     0    28     1     6
  8.1417349001197969E-01 a       412     0    28     1     7
 -7.9867508766875905E-01 a       413     0    28     1     8
 -4.6430520104215500E-01 a       414     0    28     1     9
 -2.1660219878823639E-01 a       415     0    28     1    10
 -1.6210385128979132E+00 a       416     0    28     1    11
 -1.8927331929868899E-01 a       417     0    28     1    12
  7.3209200595286583E-01 a       418     0    28     1    13
 -2.4850260549950409E-01 a       419     0    28     1    14
 -1.1281623221850881E+00 a       420     0    28     1    15
 -2.7624560661318820E-01 a       421     0    29     1     1
  4.2705510343371955E-01 a       422     0    29     1     2
 -1.8824801078505526E+00 a       423     0    29     1     3
 -1.9400742140945972E+00 a       424     0    29     1     4
  2.0734127386712462E+00 a       425     0    29     1     5
  3.2138609795503426E-01 a       426     0    29     1     6
 -3.4364836507037362E+00 a       427     0    29     1     7
  7.5620702577614252E-01 a       428     0    29     1     8
  1.3984074296277449E-01 a       429     0    29     1     9
 -2.6106239978616506E+00 a       430     0    29     1    10
  9.5388816630770279E-01 a       431     0    29     1    11
  9.4189291289911670E-01 a       432     0    29     1    12
  1.2642994037050355E+00 a       433     0    29     1    13
 -1.0706339417490069E+00 a       434     0    29     1    14
  1.0980833163663419E+00 a       435     0    29     1    15
  4.0861315581994839E-01 a       436     0    30     1     1
 -5.7966922247178632E-01 a       437     0    30     1     2
  4.8490215642392981E-01 a       438     0    30     1     3
  4.4520666533165787E-01 a       439     0    30     1     4
  1.7444110754981539E+00 a       440     0    30     1     5
  5.9052273790300491E-01 a       441     0    30     1     6
  3.9514139586475572E-01 a       442     0    30     1     7
  5.8367395796564203E-01 a       443     0    30     1     8
 -6.4326398897044279E-02 a       444     0    30     1     9
  1.7783574926506878E+00 a       445     0    30     1    10
 -1.2629368664897900E+00 a       446     0    30     1    11
 -1.2979813866740599E+00 a       447     0    30     1    12
  7.2748417388306497E-01 a       448     0    30     1    13
  1.9959809084469422E+00 a       449     0    30     1    14
  1.0770634651776732E+00 a       450     0    30     1    15
  1.7209469086464464E+00 a       451     0    31     1     1
 -1.3694561474787605E+00 a       452     0    31     1     2
 -4.5498317261550092E-01 a       453     0    31     1     3
  9.7064545811114367E-01 a       454     0    31     1     4
  5.2715892588195989E-01 a       455     0    31     1     5
  1.7191134713135963E+00 a       456     0    31     1     6
 -1.3480137000763577E+00 a       457     0    31     1     7
 -3.7378936614119329E-01 a       458     0    31     1     8
 -7.0406267021667079E-01 a       459     0    31     1     9
  1.1826871351927428E+00 a       460     0    31     1    10
  1.8638584394094715E+00 a       461     0    31     1    11
 -4.5292613598475440E-01 a       462     0    31     1    12
 -1.4233021757128903E+00 a       463     0    31     1    13
 -1.0038447426219641E+00 a       464     0    31     1    14
 -1.7416089078144694E+00 a       465     0    31     1    15
  2.5692192649361045E-01 a       466     0    32     1     1
  1.6580083668925378E+00 a       467     0    32     1     2
 -1.7655719892269234E-01 a       468     0    32     1     3
 -2.9899674750867639E-01 a       469     0    32     1     4
 -3.1751141571390329E-01 a       470     0    32     1     5
  2.8970218877592491E-01 a       471     0    32     1     6
  3.4264030917050109E-01 a       472     0    32     1     7
 -1.0925982506867407E+00 a       473     0    32     1     8
  1.9713940839469593E+00 a       474     0    32     1     9
  1.1559082151414002E-01 a       475     0    32     1    10
  6.0336524877142361E-01 a       476     0    32     1    11
 -1.1092029142314000E-01 a       477     0    32     1    12
 -6.2700618956619492E-02 a       478     0    32     1    13
  1.4751114336818354E+00 a       479     0    32     1    14
  6.3495930550942903E-01 a       480     0    32     1    15
 -7.3072731802770252E-01 a       481     0    33     1     1
 -1.2110339898177638E+00 a       482     0    33     1     2
 -2.2825448577652260E-01 a       483     0    33     1     3
 -1.1784268540902059E+00 a       484     0    33     1     4
  1.0206633368323963E+00 a       485     0    33     1     5
  2.5426967770633818E-01 a       486     0    33     1     6
  3.1459498984427192E-01 a       487     0    33     1     7
 -2.1492901606681265E+00 a       488     0    33     1     8
 -9.3017556532776924E-01 a       489     0    33     1     9
 -1.4129622018855914E+00 a       490     0    33     1    10
  1.4113477858394443E+00 a       491     0    33     1    11
 -6.1855668620553184E-01 a       492     0    33     1    12
 -1.2160426701378522E+00 a       493     0    33     1    13
  5.8953595314251106E-01 a       494     0    33     1    14
 -1.4003123777929116E-02 a       495     0    33     1    15
 -1.5409176920521437E+00 a       496     0    34     1     1
 -1.4506621772363981E-01 a       497     0    34     1     2
 -1.4999525874610167E+00 a       498     0    34     1     3
  1.5842681442029696E+00 a       499     0    34     1     4
  4.6885295596217225E-01 a       500     0    34     1     5
  5.7600819831479622E-01 a       501     0    34     1     6
 -5.8125368299320890E-01 a       502     0    34     1     7
  1.0134995515182217E+00 a       503     0    34     1     8
 -1.3360387733892471E+00 a       504     0    34     1     9
  1.4035559808233493E+00 a       505     0    34     1    10
 -2.3570293032941350E-01 a       506     0    34     1    11
  1.0830705396107745E+00 a       507     0    34     1    12
  2.6090727468978709E+00 a       508     0    34     1    13
 -2.0175086242010587E+00 a       509     0    34     1    14
  1.5852847501873240E+00 a       510     0    34     1    15
  2.0837974553356592E-01 a       511     0    35     1     1
  2.2986566648399056E+00 a       512     0    35     1     2
 -2.0848733579968715E-01 a       513     0    35     1     3
  6.7172098586847895E-01 a       514     0    35     1     4
 -1.7889367619947185E+00 a       515     0    35     1     5
  1.8415690649928811E+00 a       516     0    35     1     6
  1.3261163472488608E+00 a       517     0    35     1     7
  1.1009439387913944E-01 a       518     0    35     1     8
 -1.3380487140705027E-01 a       519     0    35     1     9
  6.8574380096521259E-01 a       520     0    35     1    10
  2.4148785026710140E-01 a       521     0    35     1    11
 -8.6821215545410158E-01 a       522     0    35     1    12
 -4.1195270892233915E-01 a       523     0    35     1    13
  2.3858698875511525E-01 a       524     0    35     1    14
  4.5376069874848179E-01 a       525     0    35     1    15
  1.2546063399955258E+00 a       526     0    36     1     1
 -7.1402927873061162E-01 a       527     0    36     1     2
 -7.7503980642999626E-02 a       528     0    36     1     3
  1.5876241785114475E+00 a       529     0    36     1     4
 -5.0897293860318171E-01 a       530     0    36     1     5
