################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -1.1147348791377694E+00 a       531     0    36     1     6
 -1.1094292247594157E+00 a       532     0    36     1     7
 -2.8092714126712653E-01 a       533     0    36     1     8
 -6.2000490511855544E-01 a       534     0    36     1     9
 -7.2618949724857690E-02 a       535     0    36     1    10
  6.3473671806832632E-01 a       536     0    36     1    11
  1.6787736988335411E-02 a       537     0    36     1    12
  2.0768976090902849E-02 a       538     0    36     1    13
  9.2785286240051557E-01 a       539     0    36     1    14
 -3.2439858943804389E-01 a       540     0    36     1    15
 -3.5967198247762783E-01 a       541     0    37     1     1
  3.4278895166265788E-01 a       542     0    37     1     2
  5.9264263260117811E-01 a       543     0    37     1     3
 -3.0928498595773568E-02 a       544     0    37     1     4
  1.7969374883830984E+00 a       545     0    37     1     5
  1.9252474608691770E+00 a       546     0    37     1     6
 -1.0071722120578888E+00 a       547     0    37     1     7
  1.7879412497844283E+00 a       548     0    37     1     8
  8.1607767969639727E-02 a       549     0    37     1     9
  2.0626929935126928E+00 a       550     0    37     1    10
 -2.8243475899095274E+00 a       551     0    37     1    11
 -8.9872289718033527E-01 a       552     0    37     1    12
 -6.2385311385809494E-01 a       553     0    37     1    13
 -1.4051634345227966E+00 a       554     0    37     1    14
 -2.0380073108773282E+00 a       555     0    37     1    15
  3.1265953047368087E+00 a       556     0    38     1     1
  1.0558582616571943E+00 a       557     0    38     1     2
 -1.0560157231758822E+00 a       558     0    38     1     3
 -1.0062624070940362E+00 a       559     0    38     1     4
 -1.7973388447091685E+00 a       560     0    38     1     5
  1.1700978460326655E-01 a       561     0    38     1     6
 -2.4121990421191848E+00 a       562     0    38     1     7
 -5.0041124651202673E-01 a       563     0    38     1     8
 -2.8242325408870173E-01 a       564     0    38     1     9
 -2.4724698011521107E-01 a       565     0    38     1    10
  3.3867864262637757E+00 a       566     0    38     1    11
 -5.6323521410396660E-01 a       567     0    38     1    12
  6.1233603813312154E-01 a       568     0    38     1    13
 -8.1459030625633466E-01 a       569     0    38     1    14
  2.3468298067956195E-02 a       570     0    38     1    15
 -1.9309345200439967E-01 a       571     0    39     1     1
 -1.9815274633601954E+00 a       572     0    39     1     2
 -1.5661167672974857E-01 a       573     0    39     1     3
  1.8779464253985787E+00 a       574     0    39     1     4
 -9.2714913950311284E-01 a       575     0    39     1     5
 -8.3633223043263616E-01 a       576     0    39     1     6
 -4.3574247303687641E-04 a       577     0    39     1     7
 -3.1927284582010906E-01 a       578     0    39     1     8
 -1.1522121834411505E+00 a       579     0    39     1     9
  1.3871602984288992E-01 a       580     0    39     1    10
 -3.7651056514477810E-01 a       581     0    39     1    11
  3.8579076244002941E-01 a       582     0    39     1    12
  7.7282146246639738E-01 a       583     0    39     1    13
 -1.1113947205929495E+00 a       584     0    39     1    14
 -2.9056117164352600E+00 a       585     0    39     1    15
 -2.4529474304412844E+00 a       586     0    40     1     1
 -9.2061830483263540E-01 a       587     0    40     1     2
 -1.6533852075160755E+00 a       588     0    40     1     3
 -2.6869031517541559E+00 a       589     0    40     1     4
 -4.1617760596759545E-01 a       590     0    40     1     5
 -2.9564250140968173E-01 a       591     0    40     1     6
  8.3402758850633285E-01 a       592     0    40     1     7
 -9.1640772271580129E-02 a       593     0    40     1     8
 -8.7335111279908617E-01 a       594     0    40     1     9
 -1.2005524131230063E+00 a       595     0    40     1    10
  1.3596768960369130E+00 a       596     0    40     1    11
 -1.8340984688117552E+00 a       597     0    40     1    12
 -1.4306294510841417E+00 a       598     0    40     1    13
 -4.6453959715251036E-01 a       599     0    40     1    14
  2.4931137044434601E+00 a       600     0    40     1    15
  1.8678888789339863E+00 a       601     0    41     1     1
  7.8530171428661699E-02 a       602     0    41     1     2
 -9.3733560962138485E-01 a       603     0    41     1     3
 -7.0995790339266507E-01 a       604     0    41     1     4
  2.3540555254734192E+00 a       605     0    41     1     5
  1.6459292693825816E+00 a       606     0    41     1     6
 -3.5565890702413112E+00 a       607     0    41     1     7
  1.3177360129488100E+00 a       608     0    41     1     8
  1.4483140278255964E+00 a       609     0    41     1     9
 -3.6721850995249178E-01 a       610     0    41     1    10
  6.3702050005390021E-01 a       611     0    41     1    11
  6.5388965488692707E-01 a       612     0    41     1    12
  6.1121472989214509E-01 a       613     0    41     1    13
 -1.4714142647944789E-01 a       614     0    41     1    14
 -8.8251051612854536E-01 a       615     0    41     1    15
 -3.0864600290398685E+00 a       616     0    42     1     1
  1.8119706377064231E+00 a       617     0    42     1     2
 -2.1637603536265688E+00 a       618     0    42     1     3
  1.6318224315037536E-01 a       619     0    42     1     4
 -3.6519218463968794E-01 a       620     0    42     1     5
 -5.0792295825371214E-01 a       621     0    42     1     6
  3.5325516388105842E+00 a       622     0    42     1     7
  3.4298723816518328E-01 a       623     0    42     1     8
 -3.8629591511238446E+00 a       624     0    42     1     9
  2.3985827336553820E+00 a       625     0    42     1    10
 -4.9998430120462661E-01 a       626     0    42     1    11
  1.5055820358047294E+00 a       627     0    42     1    12
  3.6362501704729999E-01 a       628     0    42     1    13
 -1.8642582439774489E+00 a       629     0    42     1    14
  1.6780328140272687E+00 a       630     0    42     1    15
  1.3482033813785721E-01 a       631     0    43     1     1
 -1.6762081058510416E+00 a       632     0    43     1     2
  1.8213619111265202E+00 a       633     0    43     1     3
  1.0772876425451683E-01 a       634     0    43     1     4
 -1.5394143514651411E+00 a       635     0    43     1     5
 -3.7505055649344650E+00 a       636     0    43     1     6
 -2.9071606927781624E-01 a       637     0    43     1     7
 -1.6245208346451703E+00 a       638     0    43     1     8
 -5.0281065668052793E-01 a       639     0    43     1     9
  1.7929104917219679E-01 a       640     0    43     1    10
  3.1753273931333825E-01 a       641     0    43     1    11
 -8.5985417538098530E-01 a       642     0    43     1    12
  2.9410825897984219E+00 a       643     0    43     1    13
  2.9098756594178350E+00 a       644     0    43     1    14
 -1.3737208620785655E+00 a       645     0    43     1    15
  7.9787973518917005E-02 a       646     0    44     1     1
  6.0640661533680262E-01 a       647     0    44     1     2
  2.0074408545727223E+00 a       648     0    44     1     3
 -4.7153537951466318E-02 a       649     0    44     1     4
  2.5537400297942074E+00 a       650     0    44     1     5
 -5.5021496458654617E-01 a       651     0    44     1     6
 -3.7137396767263962E+00 a       652     0    44     1     7
 -4.5632762184288322E-01 a       653     0    44     1     8
 -3.4253559468085353E+00 a       654     0    44     1     9
 -2.2591897248307933E+00 a       655     0    44     1    10
  6.9575598252866278E-01 a       656     0    44     1    11
  3.5672161192879130E+00 a       657     0    44     1    12
 -2.1384287447714567E-01 a       658     0    44     1    13
  1.4642104121897861E+00 a       659     0    44     1    14
  6.2081652400384013E-01 a       660     0    44     1    15
  2.3056285500919556E+00 a       661     0    45     1     1
  7.3752544818534771E-01 a       662     0    45     1     2
  2.2019816255620972E+00 a       663     0    45     1     3
  1.0355623538379561E+00 a       664     0    45     1     4
 -5.3650138488384846E-01 a       665     0    45     1     5
 -5.8684965307016856E-01 a       666     0    45     1     6
  1.7831423423762129E+00 a       667     0    45     1     7
  1.5071783009238029E+00 a       668     0    45     1     8
  3.7110268731768699E+00 a       669     0    45     1     9
  4.2369047214766864E-01 a       670     0    45     1    10
 -1.6404811941644177E+00 a       671     0    45     1    11
  1.6180540426899168E+00 a       672     0    45     1    12
  5.5386852700096245E-01 a       673     0    45     1    13
  1.8187810564045326E+00 a       674     0    45     1    14
 -2.1192753263096478E+00 a       675     0    45     1    15
  1.5658994701475946E+00 a       676     0    46     1     1
 -3.4252172998562380E-01 a       677     0    46     1     2
  1.2381317521572623E+00 a       678     0    46     1     3
  3.7177230996117516E-01 a       679     0    46     1     4
 -2.2480664966803471E-01 a       680     0    46     1     5
 -2.2375039109248442E+00 a       681     0    46     1     6
 -9.9061015917630346E-01 a       682     0    46     1     7
 -9.7233298864798501E-01 a       683     0    46     1     8
 -5.0411244765817986E-02 a       684     0    46     1     9
  2.1000133441430288E-01 a       685     0    46     1    10
  2.4637861915934263E+00 a       686     0    46     1    11
  5.6693457408488079E-01 a       687     0    46     1    12
  2.3376095916369213E+00 a       688     0    46     1    13
  8.1578127739518680E-01 a       689     0    46     1    14
 -1.5750500719805864E+00 a       690     0    46     1    15
  1.0094099911112862E+00 a       691     0    47     1     1
 -4.7440727148761025E-01 a       692     0    47     1     2
 -4.2578920682190735E-01 a       693     0    47     1     3
  1.1134314110987877E+00 a       694     0    47     1     4
 -1.3245122694710199E+00 a       695     0    47     1     5
 -1.8264713749082468E+00 a       696     0    47     1     6
 -1.8105975398825369E+00 a       697     0    47     1     7
  1.1710949929987071E+00 a       698     0    47     1     8
  6.2501550200823675E-01 a       699     0    47     1     9
  1.9961723439107688E+00 a       700     0    47     1    10
 -1.0504108544001998E+00 a       701     0    47     1    11
  6.8207352412425992E-01 a       702     0    47     1    12
  4.5343776815677117E-01 a       703     0    47     1    13
 -1.3527822996833985E-02 a       704     0    47     1    14
 -6.1743349599055597E-01 a       705     0    47     1    15
 -1.0028881064933834E+00 a       706     0    48     1     1
  2.4870509508743241E-01 a       707     0    48     1     2
 -3.1874739244365613E-01 a       708     0    48     1     3
  1.8432124355753594E+00 a       709     0    48     1     4
 -7.9182369888341608E-01 a       710     0    48     1     5
 -9.9440580466817641E-01 a       711     0    48     1     6
 -1.3037212525374717E+00 a       712     0    48     1     7
 -2.8925512655648475E+00 a       713     0    48     1     8
  1.6707195168862761E+00 a       714     0    48     1     9
 -1.8884289227422792E+00 a       715     0    48     1    10
 -1.1983405268656602E+00 a       716     0    48     1    11
 -2.7941188191341766E+00 a       717     0    48     1    12
  9.5420469181763756E-01 a       718     0    48     1    13
 -3.3456165799672721E+00 a       719     0    48     1    14
 -1.9353574659630640E-01 a       720     0    48     1    15
 -1.4590781992955226E-01 a       721     0    49     1     1
  1.3339865861794356E+00 a       722     0    49     1     2
 -2.2853294363097212E+00 a       723     0    49     1     3
 -1.0930265100242148E-01 a       724     0    49     1     4
 -2.0937365245503115E+00 a       725     0    49     1     5
  4.2370817125871696E-01 a       726     0    49     1     6
 -1.7760905917737724E+00 a       727     0    49     1     7
 -5.7591886456318320E-01 a       728     0    49     1     8
  2.1778643245789472E-01 a       729     0    49     1     9
  5.9307218907517412E-01 a       730     0    49     1    10
 -4.6118118615072068E-01 a       731     0    49     1    11
 -4.8881013459863887E-01 a       732     0    49     1    12
  2.2821162228783614E+00 a       733     0    49     1    13
  1.4959869280965212E+00 a       734     0    49     1    14
 -4.2413216571732137E-01 a       735     0    49     1    15
 -7.8549671570165880E-01 a       736     0    50     1     1
 -5.1430708282889182E-01 a       737     0    50     1     2
  1.1168099939661560E+00 a       738     0    50     1     3
 -8.9002590670383597E-01 a       739     0    50     1     4
  7.0498353043438777E-01 a       740     0    50     1     5
  2.2349840659821254E+00 a       741     0    50     1     6
  2.5771614493525545E+00 a       742     0    50     1     7
  2.9776467359036451E+00 a       743     0    50     1     8
  6.7099406905423875E-01 a       744     0    50     1     9
 -3.3213577773485536E-01 a       745     0    50     1    10
  3.2527714631808630E-01 a       746     0    50     1    11
  2.8123212138788289E-01 a       747     0    50     1    12
  9.3246186605781145E-01 a       748     0    50     1    13
 -1.2054563390238318E+00 a       749     0    50     1    14
 -7.0020550041030283E-01 a       750     0    50     1    15
 -6.0123062725963683E-02 a       751     0    51     1     1
  1.5076175799543132E+00 a       752     0    51     1     2
  1.4268719362411166E+00 a       753     0    51     1     3
  1.7024283969051712E-01 a       754     0    51     1     4
  1.7541907100798091E+00 a       755     0    51     1     5
  1.5008908445873872E+00 a       756     0    51     1     6
 -7.9618163679947040E-01 a       757     0    51     1     7
  5.0388575850964368E-01 a       758     0    51     1     8
  5.6013009089014365E-01 a       759     0    51     1     9
 -1.2156053226567951E-01 a       760     0    51     1    10
 -8.4158434922655767E-01 a       761     0    51     1    11
 -1.8323517348447620E+00 a       762     0    51     1    12
  2.9726248201853250E-01 a       763     0    51     1    13
 -3.6254427051026000E-01 a       764     0    51     1    14
  1.3313524381624051E+00 a       765     0    51     1    15
  4.4169227091287233E-02 a       766     0    52     1     1
 -4.8590235381982927E-01 a       767     0    52     1     2
 -2.8633828084040225E-01 a       768     0    52     1     3
  3.2786078994136270E-01 a       769     0    52     1     4
  9.5698088066855380E-01 a       770     0    52     1     5
  3.1245145849189018E+00 a       771     0    52     1     6
 -8.4081261926500050E-01 a       772     0    52     1     7
 -2.0312943157124036E-01 a       773     0    52     1     8
  5.3746859052080154E-01 a       774     0    52     1     9
  1.8863342674489316E+00 a       775     0    52     1    10
  5.5707774974412538E-01 a       776     0    52     1    11
 -1.8534797077269194E+00 a       777     0    52     1    12
 -7.7926732536562593E-01 a       778     0    52     1    13
  2.0942992057479304E-01 a       779     0    52     1    14
 -4.4106508568985853E-01 a       780     0    52     1    15
 -1.0624131332943374E+00 a       781     0    53     1     1
 -1.4783195620000096E+00 a       782     0    53     1     2
  1.1000116132178142E+00 a       783     0    53     1     3
 -6.9742738369912582E-01 a       784     0    53     1     4
 -3.3216551626388008E-01 a       785     0    53     1     5
  5.1581803080076871E-02 a       786     0    53     1     6
  1.5405861277713468E+00 a       787     0    53     1     7
  2.3039861875741621E+00 a       788     0    53     1     8
  7.3026768500222639E-01 a       789     0    53     1     9
  4.3905205588967822E-01 a       790     0    53     1    10
 -7.4063274705920057E-01 a       791     0    53     1    11
 -1.2161966397784585E+00 a       792     0    53     1    12
  2.4038174259836426E-01 a       793     0    53     1    13
 -3.7451811444882543E-01 a       794     0    53     1    14
  1.0807373578555175E+00 a       795     0    53     1    15
  1.2605356597244382E+00 a       796     0    54     1     1
  1.1920192170451220E+00 a       797     0    54     1     2
 -1.7288014419422415E+00 a       798     0    54     1     3
  9.7287075578924076E-01 a       799     0    54     1     4
 -5.8632824952643881E-01 a       800     0    54     1     5
 -8.5991701126689857E-01 a       801     0    54     1     6
 -1.6833092180480991E+00 a       802     0    54     1     7
 -1.7447274807616195E+00 a       803     0    54     1     8
  2.1853969942587312E+00 a       804     0    54     1     9
  1.3111058171320509E+00 a       805     0    54     1    10
 -1.5352440506627099E+00 a       806     0    54     1    11
 -1.4696652833451087E+00 a       807     0    54     1    12
  7.5531944557191033E-01 a       808     0    54     1    13
 -2.7122826839548952E-01 a       809     0    54     1    14
  8.7498491250715471E-01 a       810     0    54     1    15
 -3.6047713049950642E-01 a       811     0    55     1     1
  1.4497870661596968E+00 a       812     0    55     1     2
  9.2102605065259202E-01 a       813     0    55     1     3
  1.7809166869660396E+00 a       814     0    55     1     4
 -4.0967098378338057E-01 a       815     0    55     1     5
 -7.8429290595778434E-01 a       816     0    55     1     6
  7.0102179148710975E-01 a       817     0    55     1     7
 -2.2171677233171400E-01 a       818     0    55     1     8
 -1.1614776043655350E+00 a       819     0    55     1     9
 -3.0229011907157377E-01 a       820     0    55     1    10
  1.8778301615775854E+00 a       821     0    55     1    11
  8.6065522754081347E-01 a       822     0    55     1    12
  8.0382052062818787E-01 a       823     0    55     1    13
  2.0752675736460158E+00 a       824     0    55     1    14
  1.8660837295368027E-01 a       825     0    55     1    15
 -1.6467816937366320E+00 a       826     0    56     1     1
  9.7978851956566138E-01 a       827     0    56     1     2
  1.6135764850065533E+00 a       828     0    56     1     3
 -2.3593742705988785E-01 a       829     0    56     1     4
  1.5060808971188786E+00 a       830     0    56     1     5
 -5.9517655897327715E-01 a       831     0    56     1     6
  5.0174867649020460E-02 a       832     0    56     1     7
 -1.6398011972838844E-01 a       833     0    56     1     8
 -1.0009571816256294E-01 a       834     0    56     1     9
 -1.5985930784379896E+00 a       835     0    56     1    10
 -7.0669872659535771E-01 a       836     0    56     1    11
  3.9091059799036731E-01 a       837     0    56     1    12
  1.0713967021402291E+00 a       838     0    56     1    13
  3.7566249757361736E-01 a       839     0    56     1    14
 -1.6787420613449749E-01 a       840     0    56     1    15
  7.1257263549823957E-01 a       841     0    57     1     1
 -8.6994095768566648E-03 a       842     0    57     1     2
 -5.1967459895574253E-01 a       843     0    57     1     3
  2.5242723875181572E-01 a       844     0    57     1     4
 -8.4490287350717719E-01 a       845     0    57     1     5
  2.3704371653388362E-01 a       846     0    57     1     6
  1.1952380850694908E+00 a       847     0    57     1     7
 -1.7677742626486886E-01 a       848     0    57     1     8
  7.3140519618598421E-01 a       849     0    57     1     9
 -5.9522231266682246E-01 a       850     0    57     1    10
 -9.2821876704186912E-01 a       851     0    57     1    11
 -3.9981111957594540E-01 a       852     0    57     1    12
 -1.9138454553285671E+00 a       853     0    57     1    13
 -1.0855526748955990E+00 a       854     0    57     1    14
  1.5356102402770579E+00 a       855     0    57     1    15
 -1.1025034022130196E+00 a       856     0    58     1     1
  2.1389646828538380E+00 a       857     0    58     1     2
 -1.0528851139087498E+00 a       858     0    58     1     3
 -1.4016403456305590E-01 a       859     0    58     1     4
  2.0263461166112334E-01 a       860     0    58     1     5
 -6.2485075228920350E-01 a       861     0    58     1     6
 -4.3357519669370981E-01 a       862     0    58     1     7
 -1.4703598016950836E+00 a       863     0    58     1     8
  7.2037197514860818E-01 a       864     0    58     1     9
 -4.0083828509668262E-01 a       865     0    58     1    10
  8.2844654507911253E-01 a       866     0    58     1    11
  7.1110627081924616E-01 a       867     0    58     1    12
  1.0969630999024060E+00 a       868     0    58     1    13
  9.2233589002320227E-01 a       869     0    58     1    14
 -9.4630314112207548E-01 a       870     0    58     1    15
 -1.5604332061425887E+00 a       871     0    59     1     1
 -1.2269576367660564E+00 a       872     0    59     1     2
  1.6347632149107714E+00 a       873     0    59     1     3
  8.1956118693769597E-01 a       874     0    59     1     4
 -5.9165198676281983E-01 a       875     0    59     1     5
 -1.2404632318714962E-01 a       876     0    59     1     6
  1.4061389056777036E+00 a       877     0    59     1     7
 -8.5316513402734562E-01 a       878     0    59     1     8
  1.8148984123884797E+00 a       879     0    59     1     9
 -4.1687500203930866E-01 a       880     0    59     1    10
 -7.6873102412655048E-01 a       881     0    59     1    11
 -6.8791267124502786E-02 a       882     0    59     1    12
  1.3919086882675149E+00 a       883     0    59     1    13
 -1.8840643028321510E-01 a       884     0    59     1    14
 -5.8580223970362566E-01 a       885     0    59     1    15
 -1.2956012795203213E+00 a       886     0    60     1     1
 -1.6938177659207236E+00 a       887     0    60     1     2
 -8.3443782586190662E-01 a       888     0    60     1     3
  1.3918554476688899E-01 a       889     0    60     1     4
 -1.8307917873174697E+00 a       890     0    60     1     5
 -7.9738854584391894E-01 a       891     0    60     1     6
 -2.1079470899056405E+00 a       892     0    60     1     7
  6.3031421548002231E-01 a       893     0    60     1     8
 -2.1051911872281810E+00 a       894     0    60     1     9
  9.9677895775477054E-01 a       895     0    60     1    10
  8.6852526988042328E-02 a       896     0    60     1    11
 -4.2602373132307703E-01 a       897     0    60     1    12
 -2.0644247379093912E+00 a       898     0    60     1    13
 -1.4744130137320768E+00 a       899     0    60     1    14
 -2.2452615987979280E-01 a       900     0    60     1    15
 -4.3332590404974114E-02 a       901     0    61     1     1
 -2.4437474093915734E-01 a       902     0    61     1     2
 -8.4334396491347730E-01 a       903     0    61     1     3
 -2.4597646330789757E+00 a       904     0    61     1     4
 -1.1245586624767070E+00 a       905     0    61     1     5
  3.2352228577200277E+00 a       906     0    61     1     6
  2.2935375450297166E+00 a       907     0    61     1     7
  1.3513683167746160E+00 a       908     0    61     1     8
 -5.7486106713773555E-01 a       909     0    61     1     9
 -3.9292583792709701E-01 a       910     0    61     1    10
 -1.2046265248075865E+00 a       911     0    61     1    11
 -2.5821576929814114E+00 a       912     0    61     1    12
  4.0942155605679487E-02 a       913     0    61     1    13
  6.8746148451740896E-01 a       914     0    61     1    14
  7.3395469006876035E-01 a       915     0    61     1    15
  2.5728076314291650E+00 a       916     0    62     1     1
 -1.3674208314816767E+00 a       917     0    62     1     2
  3.5582137741480901E-01 a       918     0    62     1     3
  3.0481140835737214E-01 a       919     0    62     1     4
  7.7267779953113369E-01 a       920     0    62     1     5
 -1.7114887258188536E+00 a       921     0    62     1     6
 -3.0621906026318375E+00 a       922     0    62     1     7
  2.2128666397643517E+00 a       923     0    62     1     8
  3.7059291100086178E-01 a       924     0    62     1     9
  2.7778883497428732E+00 a       925     0    62     1    10
 -1.0832495906824369E+00 a       926     0    62     1    11
  1.3303237971393767E+00 a       927     0    62     1    12
 -1.0832406629298879E+00 a       928     0    62     1    13
 -1.0345973455360105E+00 a       929     0    62     1    14
  2.6903216861695896E+00 a       930     0    62     1    15
  1.9957388692453443E-01 a       931     0    63     1     1
  1.4017813129053209E+00 a       932     0    63     1     2
  1.8970563671273264E+00 a       933     0    63     1     3
  4.1055455350378339E-01 a       934     0    63     1     4
  5.8028412035760246E-01 a       935     0    63     1     5
  2.5292065215992330E+00 a       936     0    63     1     6
 -2.5310018223974284E-01 a       937     0    63     1     7
  8.8958371078146370E-01 a       938     0    63     1     8
 -2.0500603075935159E-01 a       939     0    63     1     9
 -1.6115645615554168E+00 a       940     0    63     1    10
  5.4488368252753738E-01 a       941     0    63     1    11
 -5.2645845534638469E-01 a       942     0    63     1    12
 -7.2490731539582454E-01 a       943     0    63     1    13
  2.3503443017781928E-01 a       944     0    63     1    14
  1.7041834462800454E+00 a       945     0    63     1    15
  1.4583315686343727E+00 a       946     0    64     1     1
  3.1472006118252494E-01 a       947     0    64     1     2
  6.0326458922002679E-01 a       948     0    64     1     3
 -8.3233313948339982E-01 a       949     0    64     1     4
  1.4744882382735003E-01 a       950     0    64     1     5
 -1.9525013377894457E-01 a       951     0    64     1     6
  1.3455900305899151E+00 a       952     0    64     1     7
  1.1542893179591790E-01 a       953     0    64     1     8
  1.0375808809608116E+00 a       954     0    64     1     9
 -2.2761572090665849E+00 a       955     0    64     1    10
  9.0385267227783872E-01 a       956     0    64     1    11
  5.6778981425280461E-01 a       957     0    64     1    12
 -1.2128906832231547E+00 a       958     0    64     1    13
  1.8227194619684040E+00 a       959     0    64     1    14
 -2.2393127975369227E+00 a       960     0    64     1    15
  1.0086129854216779E+00 a       961     0    65     1     1
  8.8650729360739133E-01 a       962     0    65     1     2
 -1.9283573016120819E+00 a       963     0    65     1     3
  2.0474703707453987E-01 a       964     0    65     1     4
 -1.4145660320339308E+00 a       965     0    65     1     5
  2.2094150718985772E-01 a       966     0    65     1     6
 -4.0658753976827167E-03 a       967     0    65     1     7
 -3.4026750265481137E-01 a       968     0    65     1     8
 -2.2753371559045212E+00 a       969     0    65     1     9
  1.7192709685385603E+00 a       970     0    65     1    10
 -8.7507373752217232E-01 a       971     0    65     1    11
 -1.9184402227111802E-01 a       972     0    65     1    12
 -1.0056427119763707E+00 a       973     0    65     1    13
  4.4152692752099132E-01 a       974     0    65     1    14
 -1.4096815991755940E-01 a       975     0    65     1    15
 -3.0837763079283043E-01 a       976     0    66     1     1
  2.1539394490080745E+00 a       977     0    66     1     2
 -2.6481149828356632E-01 a       978     0    66     1     3
 -2.8111738088555188E-01 a       979     0    66     1     4
 -7.1836198003708118E-01 a       980     0    66     1     5
 -1.8873111349907135E+00 a       981     0    66     1     6
 -1.1808985036977140E+00 a       982     0    66     1     7
  3.6021613648512379E-01 a       983     0    66     1     8
  3.6586756684950292E+00 a       984     0    66     1     9
  1.3401270351278738E+00 a       985     0    66     1    10
 -1.0182912755474243E+00 a       986     0    66     1    11
 -3.2448522340591829E-01 a       987     0    66     1    12
  3.2224967402225886E+00 a       988     0    66     1    13
 -1.0009495102925283E+00 a       989     0    66     1    14
 -3.3947015479676679E-01 a       990     0    66     1    15
  8.8064439987462273E-01 a       991     0    67     1     1
 -6.3133906998138112E-01 a       992     0    67     1     2
  5.6957295581319722E-01 a       993     0    67     1     3
  1.9150913490416897E+00 a       994     0    67     1     4
 -1.3376539534200937E+00 a       995     0    67     1     5
 -1.8294496082626213E+00 a       996     0    67     1     6
  8.7381398699940926E-01 a       997     0    67     1     7
 -9.1985560540343991E-01 a       998     0    67     1     8
 -2.1557161645834162E+00 a       999     0    67     1     9
 -1.3800341835349337E+00 a      1000     0    67     1    10
  2.3951343148670370E+00 a      1001     0    67     1    11
  1.0206675784545569E+00 a      1002     0    67     1    12
  1.0208298065296146E+00 a      1003     0    67     1    13
  1.5358915687929178E+00 a      1004     0    67     1    14
  3.8946507421981647E-01 a      1005     0    67     1    15
 -6.7569985607845751E-01 a      1006     0    68     1     1
  1.9025375032251577E+00 a      1007     0    68     1     2
  9.6734672396565313E-01 a      1008     0    68     1     3
 -2.0915472805992086E+00 a      1009     0    68     1     4
  1.7769615149997058E+00 a      1010     0    68     1     5
  3.2357956948955796E-02 a      1011     0    68     1     6
 -4.0579215533989776E-01 a      1012     0    68     1     7
 -5.5059144765744739E-01 a      1013     0    68     1     8
 -3.4671905440954809E-01 a      1014     0    68     1     9
 -1.0679065147910667E+00 a      1015     0    68     1    10
 -2.2537785557898906E+00 a      1016     0    68     1    11
  1.3098344355067493E+00 a      1017     0    68     1    12
  2.0215018396104367E-01 a      1018     0    68     1    13
  1.4036842863620791E+00 a      1019     0    68     1    14
 -1.5406691695584754E-01 a      1020     0    68     1    15
  3.3608790134999411E-01 a      1021     0    69     1     1
 -1.2858160023246362E-01 a      1022     0    69     1     2
  1.6380798196707740E+00 a      1023     0    69     1     3
  6.3006077662129023E-01 a      1024     0    69     1     4
  3.5152540561891393E-01 a      1025     0    69     1     5
  2.1046309751125680E-01 a      1026     0    69     1     6
 -3.4387783490859603E-01 a      1027     0    69     1     7
 -1.4583190362161486E-01 a      1028     0    69     1     8
  2.9700105285268014E-01 a      1029     0    69     1     9
  8.9887418535498453E-01 a      1030     0    69     1    10
  1.1681926580666865E-01 a      1031     0    69     1    11
 -4.6439376141129479E-01 a      1032     0    69     1    12
 -2.1019692861486106E+00 a      1033     0    69     1    13
 -9.2870032496335619E-01 a      1034     0    69     1    14
 -8.0962639777533218E-01 a      1035     0    69     1    15
 -2.4692830084776367E+00 a      1036     0    70     1     1
  1.5625473168611286E+00 a      1037     0    70     1     2
 -3.7449581470770471E-01 a      1038     0    70     1     3
  5.6739459703612249E-01 a      1039     0    70     1     4
 -1.8301037990187938E-02 a      1040     0    70     1     5
 -1.6373238954134166E+00 a      1041     0    70     1     6
 -6.7572514884089230E-01 a      1042     0    70     1     7
 -5.0790634267925516E-01 a      1043     0    70     1     8
 -6.5026587485448362E-01 a      1044     0    70     1     9
 -1.8701414417432412E+00 a      1045     0    70     1    10
 -7.1641070889375214E-02 a      1046     0    70     1    11
  1.6887676416682820E+00 a      1047     0    70     1    12
  3.2149581299337915E-01 a      1048     0    70     1    13
 -8.3757754419214037E-01 a      1049     0    70     1    14
  3.4191187990761440E-01 a      1050     0    70     1    15
 -4.9279437586800712E-01 a      1051     0    71     1     1
 -6.2470956833824642E-01 a      1052     0    71     1     2
  2.2337033419390933E+00 a      1053     0    71     1     3
  7.9822791157300710E-01 a      1054     0    71     1     4
 -4.1110489977599135E-01 a      1055     0    71     1     5
 -1.0009705082876221E+00 a      1056     0    71     1     6
  1.7178784339909745E+00 a      1057     0    71     1     7
 -7.2375173779895452E-01 a      1058     0    71     1     8
  5.5532123694015323E-01 a      1059     0    71     1     9
 -2.1302985248297310E-02 a      1060     0    71     1    10
  8.8901162852633475E-01 a      1061     0    71     1    11
 -1.6651124206456763E-01 a      1062     0    71     1    12
  1.1131362179181645E+00 a      1063     0    71     1    13
 -5.0199273121364407E-01 a      1064     0    71     1    14
  6.5858478987194646E-01 a      1065     0    71     1    15
 -1.2973362998528299E+00 a      1066     0    72     1     1
